engagement_id,as_of_date,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs,health_band,churn_next_90d,monthly_contract_value,expected_end_date,remaining_months,contract_exposure,heuristic_risk_probability,risk_adjusted_exposure
ENG-00988,2025-01-01,49.9,41.16,15.0,60.17,19.16,36.56,Critical,1,1564422.99,2025-08-01,7,10950960.93,0.6344,6947289.613991999
ENG-00983,2025-01-01,75.58,77.82,90.81,68.51,45.57,72.01,Watch,0,1014152.56,2025-01-01,0,0.0,0.2798999999999999,0.0
ENG-00900,2025-01-01,73.4,77.84,88.88,71.79,54.73,73.41,Watch,0,998321.26,2025-01-01,0,0.0,0.2659,0.0
ENG-00235,2025-01-01,84.72,92.15,86.64,75.91,60.86,80.49,Healthy,0,3392874.35,2025-01-01,0,0.0,0.19510000000000005,0.0
ENG-00086,2025-01-01,64.62,47.68,47.07,70.22,28.74,51.39,Critical,1,856337.57,2025-04-01,3,2569012.71,0.4861,1248797.078331
ENG-01021,2025-01-01,78.82,73.17,42.67,68.31,49.3,62.98,Watch,0,2072739.15,2025-01-01,0,0.0,0.3702000000000001,0.0
ENG-00899,2025-01-01,80.71,87.09,93.07,78.07,68.93,81.71,Healthy,0,1505459.39,2025-01-01,0,0.0,0.18290000000000006,0.0
ENG-01042,2025-01-01,80.91,82.52,82.29,82.71,59.59,77.51,Watch,0,2177185.5,2025-01-01,0,0.0,0.2249,0.0
ENG-00164,2025-01-01,52.38,38.44,28.82,60.11,14.16,38.39,Critical,1,2883864.07,2025-03-01,2,5767728.14,0.6161,3553497.3070539995
ENG-01165,2025-01-01,82.89,93.7,96.55,69.85,56.84,80.62,Healthy,0,2271528.2,2025-01-01,0,0.0,0.19379999999999997,0.0
ENG-01145,2025-01-01,80.01,84.09,96.5,72.16,57.76,78.5,Watch,0,2832385.73,2025-01-01,0,0.0,0.21499999999999997,0.0
ENG-01050,2025-01-01,80.74,85.06,100.0,80.93,59.63,81.26,Healthy,0,1004229.63,2025-01-01,0,0.0,0.1873999999999999,0.0
ENG-00453,2025-01-01,70.04,65.49,74.22,76.23,54.88,67.86,Watch,0,3216010.79,2025-01-01,0,0.0,0.3214,0.0
ENG-00968,2025-02-01,81.39,77.36,89.24,81.43,58.05,77.49,Watch,0,1496971.54,2025-02-01,0,0.0,0.22510000000000008,0.0
ENG-00472,2025-02-01,68.24,63.86,80.26,66.83,45.64,65.04,Watch,1,983001.75,2025-04-01,2,1966003.5,0.3495999999999999,687314.8235999998
ENG-00114,2025-02-01,76.69,71.26,49.5,77.95,46.57,64.33,Watch,0,1711733.94,2025-02-01,0,0.0,0.3567,0.0
ENG-01082,2025-02-01,70.45,79.04,81.25,74.9,51.87,71.28,Watch,0,1005787.51,2025-02-01,0,0.0,0.2872,0.0
ENG-01183,2025-02-01,71.9,70.44,92.37,82.67,44.57,71.85,Watch,0,2883705.49,2025-02-01,0,0.0,0.2815000000000001,0.0
ENG-00483,2025-02-01,52.3,53.66,43.2,64.25,21.72,46.43,Critical,1,898607.0,2025-06-01,4,3594428.0,0.5357000000000001,1925535.0796000003
ENG-00478,2025-02-01,66.49,74.6,46.55,69.35,34.95,58.24,Critical,1,826085.25,2025-04-01,2,1652170.5,0.41759999999999997,689946.4008
ENG-01108,2025-02-01,90.48,91.61,99.46,81.75,49.4,82.98,Healthy,0,1070720.77,2025-02-01,0,0.0,0.1701999999999999,0.0
ENG-00998,2025-02-01,74.83,83.89,99.65,83.9,49.12,77.83,Watch,0,2739278.82,2025-02-01,0,0.0,0.2217,0.0
ENG-01167,2025-02-01,80.17,78.23,95.7,73.07,66.54,79.1,Watch,0,967901.88,2025-02-01,0,0.0,0.20900000000000007,0.0
ENG-00533,2025-02-01,89.84,90.37,71.15,82.09,70.98,81.27,Healthy,0,1018606.33,2025-02-01,0,0.0,0.18730000000000002,0.0
ENG-00188,2025-02-01,83.02,86.32,93.42,79.31,68.94,82.39,Healthy,0,847554.58,2025-02-01,0,0.0,0.17610000000000003,0.0
ENG-00088,2025-02-01,82.66,83.59,96.92,85.23,59.04,81.36,Healthy,0,2463760.23,2025-02-01,0,0.0,0.1864,0.0
ENG-00804,2025-02-01,64.35,63.31,37.2,73.23,43.72,55.92,Critical,1,1537516.12,2025-04-01,2,3075032.24,0.44079999999999997,1355474.211392
ENG-00437,2025-02-01,73.65,77.68,98.3,80.7,46.94,75.1,Watch,0,1750291.04,2025-02-01,0,0.0,0.2490000000000001,0.0
ENG-00101,2025-02-01,77.16,85.66,92.25,70.35,59.53,77.33,Watch,0,1779463.12,2025-02-01,0,0.0,0.2267,0.0
ENG-00102,2025-02-01,79.17,80.15,76.26,78.84,60.97,75.1,Watch,0,2117863.18,2025-02-01,0,0.0,0.2490000000000001,0.0
ENG-00755,2025-02-01,89.17,92.85,93.66,86.52,65.25,85.62,Healthy,0,1469380.42,2025-02-01,0,0.0,0.14379999999999993,0.0
ENG-01062,2025-02-01,88.07,87.48,95.98,65.69,70.95,82.75,Healthy,0,876397.5,2025-02-01,0,0.0,0.1725,0.0
ENG-01152,2025-02-01,71.58,72.46,77.27,69.79,51.21,68.55,Watch,0,908923.99,2025-02-01,0,0.0,0.3145,0.0
ENG-00190,2025-02-01,77.88,81.64,94.59,71.02,54.59,76.29,Watch,0,1496419.36,2025-02-01,0,0.0,0.23709999999999998,0.0
ENG-00801,2025-02-01,77.46,76.0,94.07,71.97,53.71,74.92,Watch,0,2572907.8,2025-02-01,0,0.0,0.2508,0.0
ENG-00490,2025-02-01,77.6,79.84,88.33,61.82,58.38,73.98,Watch,0,1069394.5,2025-02-01,0,0.0,0.2602,0.0
ENG-01149,2025-02-01,80.19,74.25,78.69,77.14,44.06,71.02,Watch,0,1001450.01,2025-02-01,0,0.0,0.28980000000000006,0.0
ENG-00049,2025-02-01,85.4,87.0,86.17,80.4,64.23,80.89,Healthy,0,1110224.13,2025-02-01,0,0.0,0.19110000000000005,0.0
ENG-00553,2025-02-01,74.24,78.09,72.92,75.37,54.69,71.0,Watch,0,1631483.19,2025-02-01,0,0.0,0.29000000000000004,0.0
ENG-00841,2025-02-01,83.22,88.76,92.25,72.06,60.2,79.86,Watch,0,1035391.9,2025-02-01,0,0.0,0.20140000000000002,0.0
ENG-00687,2025-02-01,86.35,91.5,89.27,77.56,74.56,84.28,Healthy,0,957335.88,2025-02-01,0,0.0,0.1572,0.0
ENG-00315,2025-02-01,79.93,85.45,78.12,73.4,68.21,77.35,Watch,0,1981297.12,2025-02-01,0,0.0,0.22650000000000003,0.0
ENG-00790,2025-02-01,78.14,82.7,79.5,74.01,53.67,73.81,Watch,0,2177011.06,2025-02-01,0,0.0,0.2619,0.0
ENG-01098,2025-02-01,54.52,50.09,35.85,59.78,26.06,45.0,Critical,1,2202917.3,2025-06-01,4,8811669.2,0.55,4846418.06
ENG-00305,2025-02-01,77.13,88.58,100.0,77.02,70.44,82.64,Healthy,0,1072070.32,2025-02-01,0,0.0,0.17359999999999998,0.0
ENG-00880,2025-02-01,74.06,78.0,93.13,77.34,55.92,75.53,Watch,0,2211651.46,2025-02-01,0,0.0,0.24470000000000003,0.0
ENG-00361,2025-02-01,79.32,83.5,97.58,71.93,63.4,79.51,Watch,0,1352007.98,2025-02-01,0,0.0,0.20489999999999997,0.0
ENG-01136,2025-02-01,84.07,83.43,96.69,73.99,62.83,80.71,Healthy,0,1043700.14,2025-02-01,0,0.0,0.19290000000000007,0.0
ENG-00859,2025-02-01,52.36,39.53,34.34,68.92,22.46,42.69,Critical,1,884223.25,2025-04-01,2,1768446.5,0.5730999999999999,1013496.6891499999
ENG-00589,2025-02-01,82.61,90.19,97.69,74.25,71.01,83.57,Healthy,0,2362415.62,2025-02-01,0,0.0,0.1643000000000001,0.0
ENG-00165,2025-02-01,78.45,87.94,98.6,77.57,60.12,80.58,Healthy,0,2066280.62,2025-02-01,0,0.0,0.19420000000000004,0.0
ENG-00007,2025-02-01,77.27,75.33,96.16,76.19,61.06,77.26,Watch,0,1385891.02,2025-02-01,0,0.0,0.22739999999999994,0.0
ENG-01129,2025-02-01,62.59,57.63,76.13,62.94,29.24,57.69,Critical,1,1273084.72,2025-05-01,3,3819254.16,0.42310000000000003,1615926.435096
ENG-00610,2025-02-01,74.32,71.88,72.41,67.9,46.44,66.91,Watch,1,1307108.98,2025-04-01,2,2614217.96,0.3309000000000001,865044.7229640002
ENG-00791,2025-02-01,53.73,45.33,51.34,58.85,25.3,46.65,Critical,1,1354994.79,2025-06-01,4,5419979.16,0.5335000000000001,2891558.8818600005
ENG-00005,2025-02-01,77.75,70.03,70.9,70.59,55.59,69.33,Watch,0,2473355.07,2025-02-01,0,0.0,0.3067,0.0
ENG-01172,2025-02-01,71.81,84.2,83.83,79.11,49.42,73.31,Watch,0,1070760.87,2025-02-01,0,0.0,0.2669,0.0
ENG-01045,2025-02-01,75.29,78.67,98.63,68.52,54.11,75.38,Watch,0,883059.87,2025-02-01,0,0.0,0.24620000000000009,0.0
ENG-00337,2025-02-01,77.86,88.92,86.86,79.34,64.76,79.47,Watch,0,2660619.38,2025-02-01,0,0.0,0.20530000000000004,0.0
ENG-01057,2025-03-01,76.66,73.68,53.87,73.56,47.74,65.26,Watch,0,2637806.96,2025-03-01,0,0.0,0.34739999999999993,0.0
ENG-00020,2025-03-01,75.34,79.01,75.45,78.36,54.23,72.33,Watch,0,1233237.71,2025-03-01,0,0.0,0.27670000000000006,0.0
ENG-00654,2025-03-01,59.67,61.4,76.66,77.45,36.76,61.5,Watch,1,918881.49,2025-06-01,3,2756644.4699999997,0.385,1061308.12095
ENG-00630,2025-03-01,81.73,84.53,94.78,66.89,72.4,80.81,Healthy,0,2424523.32,2025-03-01,0,0.0,0.19189999999999996,0.0
ENG-00148,2025-03-01,69.87,60.66,51.18,67.67,45.72,59.13,Critical,0,1795015.48,2025-03-01,0,0.0,0.40869999999999995,0.0
ENG-00598,2025-03-01,61.81,51.32,57.67,65.51,22.2,51.52,Critical,1,2197323.74,2025-05-01,2,4394647.48,0.4848,2130525.098304
ENG-00237,2025-03-01,87.2,91.84,100.0,77.51,66.59,85.11,Healthy,0,2341685.24,2025-03-01,0,0.0,0.14890000000000003,0.0
ENG-00903,2025-03-01,76.09,83.97,99.1,81.43,62.21,80.29,Healthy,0,1502970.94,2025-03-01,0,0.0,0.19709999999999994,0.0
ENG-01198,2025-03-01,84.78,85.01,98.36,68.09,64.87,81.06,Healthy,0,2695091.75,2025-03-01,0,0.0,0.1894,0.0
ENG-00493,2025-03-01,77.79,86.79,97.83,71.52,62.71,79.64,Watch,0,884892.2,2025-03-01,0,0.0,0.2036,0.0
ENG-00284,2025-03-01,79.55,77.01,97.94,69.41,53.77,76.05,Watch,0,2603448.43,2025-03-01,0,0.0,0.23950000000000005,0.0
ENG-00072,2025-03-01,71.04,72.65,67.52,68.89,52.15,66.56,Watch,0,1897994.9,2025-03-01,0,0.0,0.33440000000000003,0.0
ENG-01091,2025-03-01,58.08,54.7,77.18,55.02,39.9,57.13,Critical,1,2389301.65,2025-05-01,2,4778603.3,0.42869999999999997,2048587.2347099998
ENG-00965,2025-03-01,84.24,81.47,89.86,78.48,67.33,80.56,Healthy,0,2282168.11,2025-03-01,0,0.0,0.19440000000000002,0.0
ENG-00690,2025-03-01,84.25,96.42,83.83,85.47,70.57,84.05,Healthy,0,1100838.31,2025-03-01,0,0.0,0.15949999999999998,0.0
ENG-01143,2025-03-01,57.71,61.7,64.73,76.39,36.51,58.47,Critical,1,934846.36,2025-07-01,4,3739385.44,0.4153,1552966.773232
ENG-00166,2025-03-01,54.32,41.92,36.58,62.76,17.08,42.11,Critical,1,863115.54,2025-05-01,2,1726231.08,0.5789,999315.172212
ENG-00272,2025-03-01,66.4,60.68,80.49,64.03,40.58,62.55,Watch,1,2997853.11,2025-05-01,2,5995706.22,0.37450000000000006,2245391.9793900005
ENG-00703,2025-03-01,87.55,95.36,97.48,84.53,68.6,86.85,Healthy,0,2075918.53,2025-03-01,0,0.0,0.13150000000000006,0.0
ENG-00613,2025-03-01,71.16,77.86,88.58,73.7,55.21,73.17,Watch,0,1699568.41,2025-03-01,0,0.0,0.2683,0.0
ENG-00108,2025-03-01,75.68,74.46,90.59,72.56,68.33,76.48,Watch,0,3344292.5,2025-03-01,0,0.0,0.23519999999999996,0.0
ENG-00552,2025-03-01,61.51,57.57,59.18,62.86,38.9,55.94,Critical,1,1463324.71,2025-06-01,3,4389974.13,0.4406,1934222.6016779998
ENG-00662,2025-03-01,75.11,84.45,67.74,78.94,71.05,75.27,Watch,0,943660.83,2025-03-01,0,0.0,0.24730000000000008,0.0
ENG-00430,2025-03-01,66.56,67.49,41.72,59.86,31.85,53.83,Critical,1,2047961.73,2025-07-01,4,8191846.92,0.4617,3782175.722964
ENG-00412,2025-03-01,61.13,49.7,58.2,70.18,26.22,52.63,Critical,1,2141505.61,2025-07-01,4,8566022.44,0.4737,4057724.8298279997
ENG-00680,2025-03-01,74.55,77.84,67.9,80.89,48.99,69.72,Watch,0,948727.98,2025-03-01,0,0.0,0.30279999999999996,0.0
ENG-00759,2025-03-01,57.83,38.13,51.63,62.79,11.39,44.11,Critical,1,2807290.15,2025-06-01,3,8421870.45,0.5589,4706983.394504999
ENG-00545,2025-03-01,80.24,74.86,64.63,80.8,67.74,73.63,Watch,0,3148965.39,2025-03-01,0,0.0,0.26370000000000005,0.0
ENG-00294,2025-03-01,75.04,78.21,94.12,71.35,63.14,76.56,Watch,0,1904868.54,2025-03-01,0,0.0,0.23439999999999994,0.0
ENG-00385,2025-03-01,63.08,57.66,71.11,67.64,42.18,60.1,Watch,1,928693.37,2025-05-01,2,1857386.74,0.399,741097.30926
ENG-00541,2025-03-01,53.65,54.26,44.59,59.52,25.6,47.23,Critical,1,2734726.97,2025-07-01,4,10938907.88,0.5277000000000001,5772461.688276001
ENG-00728,2025-03-01,80.64,84.26,94.92,74.92,60.94,79.42,Watch,0,1341874.37,2025-03-01,0,0.0,0.20579999999999998,0.0
ENG-00837,2025-03-01,67.03,64.35,51.37,64.95,37.44,57.13,Critical,0,1722055.64,2025-03-01,0,0.0,0.42869999999999997,0.0
ENG-00401,2025-03-01,78.48,83.89,82.11,73.52,62.67,76.38,Watch,0,1356792.51,2025-03-01,0,0.0,0.23620000000000008,0.0
ENG-00291,2025-03-01,51.63,47.88,30.09,45.95,10.09,37.41,Critical,1,983486.63,2025-06-01,3,2950459.89,0.6259,1846692.8451510002
ENG-00039,2025-03-01,77.59,75.79,69.54,73.91,52.07,69.96,Watch,0,2701981.26,2025-03-01,0,0.0,0.3004000000000001,0.0
ENG-00257,2025-04-01,72.8,71.0,75.21,64.41,56.18,68.34,Watch,0,2328940.08,2025-04-01,0,0.0,0.3166,0.0
ENG-00487,2025-04-01,67.69,71.08,66.46,74.28,42.89,64.15,Watch,1,1209905.2,2025-10-01,6,7259431.199999999,0.35849999999999993,2602506.085199999
ENG-00035,2025-04-01,80.69,92.22,83.97,76.19,72.0,81.24,Healthy,0,2132318.11,2025-04-01,0,0.0,0.1876000000000001,0.0
ENG-00485,2025-04-01,83.42,87.52,94.28,69.52,70.48,81.74,Healthy,0,2985695.99,2025-04-01,0,0.0,0.1826000000000001,0.0
ENG-00849,2025-04-01,56.22,42.49,50.82,63.17,20.8,46.35,Critical,1,3329320.62,2025-08-01,4,13317282.48,0.5365,7144722.05052
ENG-01163,2025-04-01,84.72,85.06,70.33,79.18,56.74,75.48,Watch,0,2008387.34,2025-04-01,0,0.0,0.24519999999999997,0.0
ENG-01158,2025-04-01,84.46,82.87,90.87,68.8,68.16,79.82,Watch,0,2100231.28,2025-04-01,0,0.0,0.2018000000000001,0.0
ENG-00003,2025-04-01,88.82,87.5,85.62,76.67,66.73,81.67,Healthy,0,871689.12,2025-04-01,0,0.0,0.18330000000000002,0.0
ENG-00599,2025-04-01,69.98,63.78,94.38,67.35,50.03,69.24,Watch,0,1515481.21,2025-04-01,0,0.0,0.3076000000000001,0.0
ENG-00056,2025-04-01,79.47,77.91,98.52,78.04,58.66,78.59,Watch,0,1675673.48,2025-04-01,0,0.0,0.21409999999999996,0.0
ENG-00517,2025-04-01,79.98,88.32,70.39,66.83,64.4,74.64,Watch,0,2266959.68,2025-04-01,0,0.0,0.25360000000000005,0.0
ENG-00059,2025-04-01,81.22,70.77,78.46,68.72,40.56,68.57,Watch,0,1798710.15,2025-04-01,0,0.0,0.3143,0.0
ENG-00024,2025-04-01,89.65,79.7,88.97,75.11,63.27,80.07,Healthy,0,2730765.78,2025-04-01,0,0.0,0.19930000000000003,0.0
ENG-00846,2025-04-01,84.64,87.88,94.41,69.11,62.17,80.42,Healthy,0,2788281.67,2025-04-01,0,0.0,0.19579999999999997,0.0
ENG-00906,2025-04-01,79.01,80.17,93.72,73.96,55.07,76.64,Watch,0,947147.45,2025-04-01,0,0.0,0.23360000000000003,0.0
ENG-00618,2025-04-01,78.91,84.68,91.75,68.52,72.21,79.73,Watch,0,1739677.79,2025-04-01,0,0.0,0.2027,0.0
ENG-00491,2025-04-01,66.68,72.77,88.85,67.09,49.85,69.03,Watch,0,1444237.84,2025-04-01,0,0.0,0.3097,0.0
ENG-00720,2025-04-01,66.98,75.42,90.72,66.57,51.69,70.3,Watch,0,3547722.67,2025-04-01,0,0.0,0.29700000000000004,0.0
ENG-00620,2025-04-01,66.32,63.01,76.53,74.82,40.3,63.77,Watch,0,2117804.7,2025-04-01,0,0.0,0.36229999999999996,0.0
ENG-01096,2025-04-01,77.07,74.64,100.0,69.17,66.11,77.79,Watch,0,1539174.18,2025-04-01,0,0.0,0.22209999999999996,0.0
ENG-00065,2025-04-01,83.85,82.11,81.47,76.33,55.72,76.27,Watch,0,3335733.83,2025-04-01,0,0.0,0.23730000000000007,0.0
ENG-01053,2025-04-01,56.43,45.67,29.52,61.4,35.72,45.5,Critical,1,3022360.2,2025-08-01,4,12089440.8,0.5449999999999999,6588745.236
ENG-00416,2025-04-01,74.55,72.42,85.73,79.49,50.99,72.39,Watch,0,2428666.96,2025-04-01,0,0.0,0.2761,0.0
ENG-00666,2025-04-01,88.19,93.12,100.0,85.31,76.55,88.78,Healthy,0,1661339.92,2025-04-01,0,0.0,0.11219999999999997,0.0
ENG-01175,2025-04-01,63.86,50.32,79.26,73.47,20.61,57.02,Critical,1,2112676.17,2025-10-01,6,12676057.02,0.42979999999999996,5448169.307196
ENG-00362,2025-04-01,62.67,55.2,55.13,63.38,36.62,54.57,Critical,1,3168947.37,2025-07-01,3,9506842.11,0.45430000000000004,4318958.370573
ENG-00110,2025-04-01,67.02,66.07,85.56,75.32,37.48,65.87,Watch,1,803828.05,2025-06-01,2,1607656.1,0.34129999999999994,548693.0269299999
ENG-00778,2025-04-01,77.79,82.88,89.15,78.39,69.03,79.42,Watch,0,1023402.23,2025-04-01,0,0.0,0.20579999999999998,0.0
ENG-00803,2025-04-01,62.69,64.34,48.28,69.79,37.37,56.14,Critical,1,2921453.03,2025-10-01,6,17528718.18,0.4386,7688095.793748
ENG-00292,2025-04-01,78.35,80.06,80.8,71.38,42.88,71.04,Watch,0,3300704.27,2025-04-01,0,0.0,0.28959999999999997,0.0
ENG-00665,2025-04-01,86.57,88.59,99.74,85.75,82.0,88.57,Healthy,0,1539694.55,2025-04-01,0,0.0,0.11430000000000007,0.0
ENG-01085,2025-04-01,75.69,85.11,98.93,78.68,67.6,81.05,Healthy,0,878754.72,2025-04-01,0,0.0,0.1895,0.0
ENG-00701,2025-04-01,80.84,78.72,76.07,71.0,56.19,73.05,Watch,0,1122332.8,2025-04-01,0,0.0,0.2695000000000001,0.0
ENG-01151,2025-04-01,53.41,43.87,44.64,65.15,22.33,45.29,Critical,1,2811685.6,2025-08-01,4,11246742.4,0.5471,6153092.76704
ENG-00574,2025-05-01,55.26,47.8,39.24,53.17,21.44,43.49,Critical,1,1557102.75,2025-10-01,5,7785513.75,0.5650999999999999,4399593.820125
ENG-00971,2025-05-01,86.07,90.58,93.6,79.86,69.89,84.31,Healthy,0,2591865.47,2025-05-01,0,0.0,0.15689999999999993,0.0
ENG-00230,2025-05-01,62.18,64.83,67.85,64.28,31.3,57.98,Critical,1,1276051.83,2025-08-01,3,3828155.49,0.4202,1608590.936898
ENG-00794,2025-05-01,84.34,82.98,83.65,72.67,62.03,77.72,Watch,0,1792985.95,2025-05-01,0,0.0,0.2228,0.0
ENG-01140,2025-05-01,73.7,65.86,67.14,66.87,37.66,62.59,Watch,0,1222612.07,2025-05-01,0,0.0,0.3741,0.0
ENG-00372,2025-05-01,72.24,73.35,94.67,75.57,53.36,73.67,Watch,0,2335518.72,2025-05-01,0,0.0,0.2633,0.0
ENG-00750,2025-05-01,81.43,82.97,94.92,78.86,67.99,81.36,Healthy,0,1158878.53,2025-05-01,0,0.0,0.1864,0.0
ENG-00712,2025-05-01,73.33,78.22,91.31,75.31,50.43,73.62,Watch,0,1793243.73,2025-05-01,0,0.0,0.2637999999999999,0.0
ENG-00038,2025-05-01,76.44,78.49,80.12,71.93,51.4,71.9,Watch,0,1511810.38,2025-05-01,0,0.0,0.2809999999999999,0.0
ENG-00915,2025-05-01,85.44,88.12,100.0,78.97,70.89,85.01,Healthy,0,2307066.68,2025-05-01,0,0.0,0.14989999999999992,0.0
ENG-00308,2025-05-01,67.1,57.72,36.09,63.11,42.37,53.48,Critical,1,938817.96,2025-11-01,6,5632907.76,0.46520000000000006,2620428.689952
ENG-00671,2025-05-01,77.78,78.7,85.69,74.23,50.27,73.51,Watch,0,1633736.67,2025-05-01,0,0.0,0.2648999999999999,0.0
ENG-00830,2025-05-01,67.44,61.15,45.48,72.7,39.63,57.02,Critical,1,2306820.54,2025-09-01,4,9227282.16,0.42979999999999996,3965885.8723679995
ENG-01011,2025-05-01,82.93,80.62,94.3,72.4,62.33,79.04,Watch,0,2062276.58,2025-05-01,0,0.0,0.2095999999999999,0.0
ENG-00421,2025-05-01,62.08,57.6,49.01,63.01,46.83,55.66,Critical,1,922499.77,2025-10-01,5,4612498.85,0.4434,2045181.99009
ENG-01148,2025-05-01,76.53,85.87,86.11,77.74,63.37,77.86,Watch,0,1980241.05,2025-05-01,0,0.0,0.22140000000000004,0.0
ENG-00026,2025-05-01,64.81,59.69,67.72,73.87,33.25,59.42,Critical,1,980874.3,2025-09-01,4,3923497.2,0.40579999999999994,1592155.16376
ENG-00368,2025-05-01,74.28,83.86,95.26,77.75,55.92,77.24,Watch,0,1710551.74,2025-05-01,0,0.0,0.22760000000000002,0.0
ENG-00920,2025-05-01,69.07,77.0,92.15,72.97,57.63,73.57,Watch,0,1410525.49,2025-05-01,0,0.0,0.2643000000000001,0.0
ENG-00273,2025-05-01,78.98,75.91,79.45,78.23,43.11,71.17,Watch,0,2767929.28,2025-05-01,0,0.0,0.2883,0.0
ENG-00033,2025-05-01,59.79,57.66,46.07,61.88,37.58,52.49,Critical,1,2048826.68,2025-08-01,3,6146480.04,0.47509999999999997,2920192.667004
ENG-00323,2025-05-01,76.34,65.2,90.25,72.64,56.65,72.4,Watch,0,929865.62,2025-05-01,0,0.0,0.2759999999999999,0.0
ENG-00927,2025-05-01,59.05,50.86,28.63,68.56,42.42,49.43,Critical,1,2493481.3,2025-08-01,3,7480443.899999999,0.5057,3782860.48023
ENG-00240,2025-05-01,58.99,60.6,72.58,68.71,27.7,57.23,Critical,1,1105296.07,2025-09-01,4,4421184.28,0.4277000000000001,1890940.5165560006
ENG-00554,2025-05-01,78.26,80.41,65.92,77.67,55.6,71.6,Watch,0,2263056.41,2025-05-01,0,0.0,0.28400000000000003,0.0
ENG-00457,2025-05-01,77.9,78.67,100.0,69.76,54.41,76.55,Watch,0,787381.09,2025-05-01,0,0.0,0.23450000000000004,0.0
ENG-00812,2025-05-01,84.31,89.12,98.61,67.07,59.95,80.67,Healthy,0,3289445.63,2025-05-01,0,0.0,0.19330000000000003,0.0
ENG-00467,2025-05-01,78.64,80.76,84.57,69.27,53.33,73.78,Watch,0,2066001.05,2025-05-01,0,0.0,0.2622,0.0
ENG-00484,2025-05-01,89.12,86.45,83.99,77.04,61.6,80.25,Healthy,0,1527641.17,2025-05-01,0,0.0,0.1975,0.0
ENG-00328,2025-05-01,61.75,61.15,72.17,58.18,48.47,60.52,Watch,1,1029020.72,2025-07-01,2,2058041.44,0.39479999999999993,812514.7605119998
ENG-01092,2025-05-01,75.88,78.17,97.28,82.28,51.56,76.71,Watch,0,3059398.59,2025-05-01,0,0.0,0.2329000000000001,0.0
ENG-00488,2025-05-01,85.59,91.07,99.72,85.77,59.95,84.41,Healthy,0,2125987.0,2025-05-01,0,0.0,0.15590000000000004,0.0
ENG-00473,2025-05-01,81.49,83.0,88.01,73.39,67.22,79.03,Watch,0,1355541.83,2025-05-01,0,0.0,0.2097,0.0
ENG-00691,2025-05-01,71.71,70.62,75.73,70.48,43.73,66.52,Watch,0,3315540.79,2025-05-01,0,0.0,0.3348,0.0
ENG-01153,2025-05-01,66.9,63.39,61.86,74.5,46.6,62.27,Watch,0,1531071.5,2025-05-01,0,0.0,0.37729999999999997,0.0
ENG-00967,2025-05-01,80.51,86.45,100.0,68.71,57.0,79.12,Watch,0,1987267.45,2025-05-01,0,0.0,0.20879999999999999,0.0
ENG-00660,2025-05-01,57.07,46.9,26.18,67.72,20.35,43.11,Critical,1,2700071.34,2025-08-01,3,8100214.02,0.5689,4608211.755977999
ENG-00606,2025-05-01,74.93,86.64,95.33,75.68,53.58,77.19,Watch,0,2277196.37,2025-05-01,0,0.0,0.22809999999999997,0.0
ENG-00195,2025-05-01,78.96,85.0,79.52,74.28,56.99,75.18,Watch,0,966947.71,2025-05-01,0,0.0,0.24819999999999998,0.0
ENG-00505,2025-05-01,60.15,50.73,27.98,66.69,24.83,45.75,Critical,1,1943015.09,2025-08-01,3,5829045.2700000005,0.5425,3162257.058975
ENG-00378,2025-05-01,77.77,89.36,94.44,73.23,68.55,80.89,Healthy,0,1414580.67,2025-05-01,0,0.0,0.19110000000000005,0.0
ENG-00034,2025-05-01,58.73,60.65,51.47,66.75,29.7,53.06,Critical,1,3515766.29,2025-09-01,4,14063065.16,0.46939999999999993,6601202.786103999
ENG-01119,2025-05-01,69.62,76.65,80.15,80.73,55.84,72.04,Watch,0,2056807.5,2025-05-01,0,0.0,0.27959999999999996,0.0
ENG-00628,2025-05-01,73.14,66.03,76.95,75.06,55.48,69.24,Watch,0,1925242.98,2025-05-01,0,0.0,0.3076000000000001,0.0
ENG-00307,2025-05-01,78.11,84.83,84.59,69.08,52.25,74.22,Watch,0,1023179.54,2025-05-01,0,0.0,0.25780000000000003,0.0
ENG-00656,2025-05-01,71.08,71.32,95.15,84.17,60.65,75.82,Watch,0,2439542.63,2025-05-01,0,0.0,0.24180000000000001,0.0
ENG-00269,2025-05-01,77.61,75.01,89.42,70.26,54.87,73.8,Watch,0,2565258.88,2025-05-01,0,0.0,0.262,0.0
ENG-01068,2025-06-01,83.91,89.7,96.87,80.3,62.55,82.85,Healthy,0,2118327.86,2025-06-01,0,0.0,0.1715000000000001,0.0
ENG-00031,2025-06-01,76.07,76.67,81.05,71.23,52.82,71.81,Watch,0,2285218.34,2025-06-01,0,0.0,0.28189999999999993,0.0
ENG-00008,2025-06-01,79.37,83.85,94.83,78.94,62.51,79.92,Watch,0,2703625.01,2025-06-01,0,0.0,0.20079999999999998,0.0
ENG-00011,2025-06-01,76.66,80.06,90.65,66.52,52.09,73.7,Watch,0,1651697.75,2025-06-01,0,0.0,0.263,0.0
ENG-00700,2025-06-01,57.36,50.27,51.61,59.57,20.75,47.8,Critical,1,2588635.37,2025-10-01,4,10354541.48,0.522,5405070.65256
ENG-00331,2025-06-01,79.16,87.24,100.0,72.78,84.51,85.06,Healthy,0,2735180.87,2025-06-01,0,0.0,0.14939999999999998,0.0
