engagement_id,period_start,expected_hours,actual_hours,utilisation_rate
ENG-00341,2025-07-01,160.0,106.18,0.6637
ENG-00341,2025-08-01,160.0,100.98,0.6311
ENG-00341,2025-09-01,160.0,120.12,0.7507
ENG-00341,2025-10-01,160.0,88.65,0.554
ENG-00342,2025-10-01,160.0,91.77,0.5736
ENG-00342,2025-11-01,160.0,109.23,0.6827
ENG-00342,2025-12-01,160.0,88.97,0.5561
ENG-00342,2026-01-01,160.0,130.34,0.8146
ENG-00342,2026-02-01,160.0,92.09,0.5756
ENG-00342,2026-03-01,160.0,115.18,0.7199
ENG-00342,2026-04-01,160.0,113.49,0.7093
ENG-00342,2026-05-01,160.0,105.78,0.6611
ENG-00342,2026-06-01,160.0,105.44,0.659
ENG-00342,2026-07-01,160.0,144.68,0.9043
ENG-00342,2026-08-01,160.0,121.12,0.757
ENG-00343,2025-02-01,160.0,106.79,0.6674
ENG-00343,2025-03-01,160.0,117.3,0.7331
ENG-00343,2025-04-01,160.0,97.38,0.6086
ENG-00343,2025-05-01,160.0,133.59,0.8349
ENG-00343,2025-06-01,160.0,119.64,0.7477
ENG-00343,2025-07-01,160.0,123.74,0.7734
ENG-00343,2025-08-01,160.0,121.19,0.7574
ENG-00344,2025-08-01,160.0,121.64,0.7603
ENG-00344,2025-09-01,160.0,107.64,0.6728
ENG-00344,2025-10-01,160.0,95.06,0.5941
ENG-00344,2025-11-01,160.0,99.75,0.6235
ENG-00344,2025-12-01,160.0,113.71,0.7107
ENG-00345,2025-02-01,160.0,111.94,0.6996
ENG-00345,2025-03-01,160.0,109.31,0.6832
ENG-00345,2025-04-01,160.0,131.82,0.8239
ENG-00345,2025-05-01,160.0,109.45,0.684
ENG-00345,2025-06-01,160.0,112.75,0.7047
ENG-00345,2025-07-01,160.0,120.37,0.7523
ENG-00345,2025-08-01,160.0,108.38,0.6773
ENG-00345,2025-09-01,160.0,113.78,0.7111
ENG-00345,2025-10-01,160.0,121.34,0.7584
ENG-00345,2025-11-01,160.0,115.01,0.7188
ENG-00346,2025-09-01,160.0,101.9,0.6369
ENG-00346,2025-10-01,160.0,123.88,0.7743
ENG-00346,2025-11-01,160.0,109.82,0.6864
ENG-00346,2025-12-01,160.0,115.48,0.7217
ENG-00346,2026-01-01,160.0,106.33,0.6645
ENG-00346,2026-02-01,160.0,98.63,0.6164
ENG-00346,2026-03-01,160.0,107.22,0.6701
ENG-00346,2026-04-01,160.0,113.22,0.7076
ENG-00346,2026-05-01,160.0,72.17,0.451
ENG-00346,2026-06-01,160.0,82.99,0.5187
ENG-00346,2026-07-01,160.0,107.25,0.6703
ENG-00347,2026-04-01,160.0,110.02,0.6876
ENG-00347,2026-05-01,160.0,128.92,0.8057
ENG-00347,2026-06-01,160.0,96.75,0.6047
ENG-00347,2026-07-01,160.0,115.65,0.7228
ENG-00347,2026-08-01,160.0,90.48,0.5655
ENG-00348,2024-04-01,160.0,117.81,0.7363
ENG-00348,2024-05-01,160.0,85.17,0.5323
ENG-00348,2024-06-01,160.0,123.91,0.7745
ENG-00348,2024-07-01,160.0,111.4,0.6962
ENG-00348,2024-08-01,160.0,102.41,0.64
ENG-00348,2024-09-01,160.0,99.56,0.6222
ENG-00348,2024-10-01,160.0,101.94,0.6371
ENG-00348,2024-11-01,160.0,102.97,0.6435
ENG-00349,2025-11-01,160.0,122.77,0.7673
ENG-00349,2025-12-01,160.0,137.25,0.8578
ENG-00349,2026-01-01,160.0,137.21,0.8575
ENG-00349,2026-02-01,160.0,98.58,0.6161
ENG-00349,2026-03-01,160.0,117.04,0.7315
ENG-00349,2026-04-01,160.0,97.76,0.611
ENG-00349,2026-05-01,160.0,121.18,0.7574
ENG-00349,2026-06-01,160.0,95.16,0.5947
ENG-00349,2026-07-01,160.0,76.81,0.48
ENG-00349,2026-08-01,160.0,128.39,0.8024
ENG-00350,2025-11-01,160.0,108.81,0.6801
ENG-00350,2025-12-01,160.0,107.24,0.6702
ENG-00350,2026-01-01,160.0,112.35,0.7022
ENG-00350,2026-02-01,160.0,93.28,0.583
ENG-00350,2026-03-01,160.0,96.53,0.6033
ENG-00350,2026-04-01,160.0,83.15,0.5197
ENG-00350,2026-05-01,160.0,105.9,0.6619
ENG-00350,2026-06-01,160.0,81.6,0.51
ENG-00350,2026-07-01,160.0,116.69,0.7293
ENG-00350,2026-08-01,160.0,108.39,0.6774
ENG-00351,2025-02-01,160.0,116.09,0.7255
ENG-00351,2025-03-01,160.0,122.92,0.7683
ENG-00351,2025-04-01,160.0,95.37,0.596
ENG-00351,2025-05-01,160.0,96.47,0.603
ENG-00351,2025-06-01,160.0,117.24,0.7328
ENG-00351,2025-07-01,160.0,139.22,0.8701
ENG-00351,2025-08-01,160.0,133.27,0.8329
ENG-00351,2025-09-01,160.0,107.4,0.6712
ENG-00352,2026-07-01,160.0,94.59,0.5912
ENG-00352,2026-08-01,160.0,146.03,0.9127
ENG-00353,2024-11-01,160.0,111.83,0.6989
ENG-00353,2024-12-01,160.0,83.41,0.5213
ENG-00353,2025-01-01,160.0,93.87,0.5867
ENG-00353,2025-02-01,160.0,114.94,0.7184
ENG-00353,2025-03-01,160.0,109.35,0.6835
ENG-00353,2025-04-01,160.0,100.72,0.6295
ENG-00353,2025-05-01,160.0,74.57,0.4661
ENG-00353,2025-06-01,160.0,109.49,0.6843
ENG-00353,2025-07-01,160.0,102.3,0.6393
ENG-00354,2025-01-01,160.0,79.26,0.4954
ENG-00354,2025-02-01,160.0,101.32,0.6332
ENG-00354,2025-03-01,160.0,110.8,0.6925
ENG-00354,2025-04-01,160.0,84.21,0.5263
ENG-00354,2025-05-01,160.0,101.47,0.6342
ENG-00354,2025-06-01,160.0,107.35,0.6709
ENG-00354,2025-07-01,160.0,120.49,0.7531
ENG-00354,2025-08-01,160.0,99.63,0.6227
ENG-00354,2025-09-01,160.0,109.03,0.6815
ENG-00354,2025-10-01,160.0,122.91,0.7682
ENG-00355,2026-06-01,160.0,130.08,0.813
ENG-00355,2026-07-01,160.0,112.63,0.704
ENG-00355,2026-08-01,160.0,112.59,0.7037
ENG-00356,2025-07-01,160.0,107.25,0.6703
ENG-00356,2025-08-01,160.0,112.71,0.7044
ENG-00356,2025-09-01,160.0,101.48,0.6342
ENG-00356,2025-10-01,160.0,112.08,0.7005
ENG-00356,2025-11-01,160.0,103.78,0.6486
ENG-00356,2025-12-01,160.0,117.75,0.7359
ENG-00356,2026-01-01,160.0,101.91,0.6369
ENG-00356,2026-02-01,160.0,107.07,0.6692
ENG-00356,2026-03-01,160.0,118.7,0.7419
ENG-00356,2026-04-01,160.0,104.25,0.6515
ENG-00356,2026-05-01,160.0,107.26,0.6704
ENG-00357,2024-12-01,160.0,117.68,0.7355
ENG-00357,2025-01-01,160.0,76.15,0.4759
ENG-00357,2025-02-01,160.0,102.05,0.6378
ENG-00357,2025-03-01,160.0,113.04,0.7065
ENG-00357,2025-04-01,160.0,127.59,0.7974
ENG-00357,2025-05-01,160.0,88.84,0.5553
ENG-00357,2025-06-01,160.0,98.38,0.6149
ENG-00358,2025-04-01,160.0,95.94,0.5997
ENG-00358,2025-05-01,160.0,96.8,0.605
ENG-00358,2025-06-01,160.0,107.21,0.6701
ENG-00358,2025-07-01,160.0,107.87,0.6742
ENG-00358,2025-08-01,160.0,107.96,0.6748
ENG-00358,2025-09-01,160.0,101.0,0.6312
ENG-00358,2025-10-01,160.0,113.45,0.709
ENG-00358,2025-11-01,160.0,107.51,0.6719
ENG-00358,2025-12-01,160.0,118.34,0.7397
ENG-00358,2026-01-01,160.0,118.41,0.7401
ENG-00359,2025-05-01,160.0,114.55,0.716
ENG-00359,2025-06-01,160.0,116.33,0.7271
ENG-00359,2025-07-01,160.0,103.67,0.648
ENG-00359,2025-08-01,160.0,124.46,0.7778
ENG-00359,2025-09-01,160.0,113.75,0.7109
ENG-00359,2025-10-01,160.0,115.75,0.7234
ENG-00359,2025-11-01,160.0,97.42,0.6089
ENG-00360,2024-03-01,160.0,135.54,0.8471
ENG-00360,2024-04-01,160.0,130.1,0.8131
ENG-00360,2024-05-01,160.0,151.91,0.9494
ENG-00360,2024-06-01,160.0,131.86,0.8241
ENG-00360,2024-07-01,160.0,91.72,0.5733
ENG-00360,2024-08-01,160.0,94.5,0.5906
ENG-00360,2024-09-01,160.0,136.86,0.8554
ENG-00360,2024-10-01,160.0,111.1,0.6944
ENG-00360,2024-11-01,160.0,116.5,0.7281
ENG-00360,2024-12-01,160.0,126.91,0.7932
ENG-00360,2025-01-01,160.0,90.57,0.5661
ENG-00361,2024-04-01,160.0,97.01,0.6063
ENG-00361,2024-05-01,160.0,139.28,0.8705
ENG-00361,2024-06-01,160.0,127.56,0.7972
ENG-00361,2024-07-01,160.0,101.66,0.6353
ENG-00361,2024-08-01,160.0,126.03,0.7877
ENG-00361,2024-09-01,160.0,122.58,0.7661
ENG-00361,2024-10-01,160.0,103.08,0.6443
ENG-00361,2024-11-01,160.0,101.88,0.6368
ENG-00361,2024-12-01,160.0,108.3,0.6768
ENG-00361,2025-01-01,160.0,114.24,0.714
ENG-00361,2025-02-01,160.0,114.94,0.7184
ENG-00362,2025-01-01,160.0,104.05,0.6503
ENG-00362,2025-02-01,160.0,82.19,0.5137
ENG-00362,2025-03-01,160.0,102.71,0.642
ENG-00362,2025-04-01,160.0,124.3,0.7769
ENG-00363,2024-03-01,160.0,98.07,0.6129
ENG-00363,2024-04-01,160.0,111.69,0.698
ENG-00363,2024-05-01,160.0,99.52,0.622
ENG-00363,2024-06-01,160.0,104.28,0.6518
ENG-00363,2024-07-01,160.0,83.11,0.5195
ENG-00363,2024-08-01,160.0,110.81,0.6926
ENG-00363,2024-09-01,160.0,109.85,0.6865
ENG-00363,2024-10-01,160.0,125.58,0.7849
ENG-00364,2026-05-01,160.0,65.76,0.411
ENG-00364,2026-06-01,160.0,105.11,0.6569
ENG-00364,2026-07-01,160.0,89.61,0.5601
ENG-00364,2026-08-01,160.0,73.23,0.4577
ENG-00364,2026-09-01,160.0,112.96,0.706
ENG-00364,2026-10-01,160.0,87.73,0.5483
ENG-00365,2026-08-01,160.0,94.96,0.5935
ENG-00366,2025-10-01,160.0,114.51,0.7157
ENG-00366,2025-11-01,160.0,99.76,0.6235
ENG-00366,2025-12-01,160.0,114.21,0.7138
ENG-00366,2026-01-01,160.0,128.58,0.8036
ENG-00366,2026-02-01,160.0,82.2,0.5138
ENG-00366,2026-03-01,160.0,75.61,0.4725
ENG-00366,2026-04-01,160.0,86.57,0.541
ENG-00366,2026-05-01,160.0,88.79,0.5549
ENG-00366,2026-06-01,160.0,101.05,0.6316
ENG-00366,2026-07-01,160.0,105.8,0.6612
ENG-00367,2025-12-01,160.0,88.75,0.5547
ENG-00367,2026-01-01,160.0,94.6,0.5913
ENG-00367,2026-02-01,160.0,106.1,0.6631
ENG-00367,2026-03-01,160.0,123.01,0.7688
ENG-00367,2026-04-01,160.0,108.53,0.6783
ENG-00367,2026-05-01,160.0,125.69,0.7856
ENG-00367,2026-06-01,160.0,95.53,0.5971
ENG-00367,2026-07-01,160.0,95.04,0.594
ENG-00367,2026-08-01,160.0,85.02,0.5314
ENG-00368,2024-09-01,160.0,135.28,0.8455
ENG-00368,2024-10-01,160.0,105.86,0.6616
ENG-00368,2024-11-01,160.0,131.97,0.8248
ENG-00368,2024-12-01,160.0,103.94,0.6496
ENG-00368,2025-01-01,160.0,91.47,0.5717
ENG-00368,2025-02-01,160.0,80.92,0.5058
ENG-00368,2025-03-01,160.0,109.92,0.687
ENG-00368,2025-04-01,160.0,82.9,0.5181
ENG-00368,2025-05-01,160.0,97.05,0.6065
ENG-00369,2025-12-01,160.0,68.64,0.429
ENG-00369,2026-01-01,160.0,116.33,0.7271
ENG-00369,2026-02-01,160.0,103.6,0.6475
ENG-00369,2026-03-01,160.0,110.3,0.6894
ENG-00369,2026-04-01,160.0,129.71,0.8107
ENG-00369,2026-05-01,160.0,90.7,0.5669
ENG-00369,2026-06-01,160.0,107.1,0.6693
ENG-00369,2026-07-01,160.0,79.69,0.4981
ENG-00369,2026-08-01,160.0,104.57,0.6536
ENG-00370,2025-09-01,160.0,118.84,0.7428
ENG-00370,2025-10-01,160.0,96.45,0.6028
ENG-00370,2025-11-01,160.0,180.11,1.1257
ENG-00370,2025-12-01,160.0,125.83,0.7865
ENG-00370,2026-01-01,160.0,102.51,0.6407
ENG-00370,2026-02-01,160.0,86.56,0.541
ENG-00370,2026-03-01,160.0,120.1,0.7506
ENG-00370,2026-04-01,160.0,90.22,0.5638
ENG-00370,2026-05-01,160.0,89.05,0.5565
ENG-00371,2026-04-01,160.0,95.46,0.5966
ENG-00371,2026-05-01,160.0,94.32,0.5895
ENG-00371,2026-06-01,160.0,105.17,0.6573
ENG-00371,2026-07-01,160.0,115.83,0.7239
ENG-00371,2026-08-01,160.0,118.99,0.7437
ENG-00372,2024-07-01,160.0,104.02,0.6501
ENG-00372,2024-08-01,160.0,138.61,0.8663
ENG-00372,2024-09-01,160.0,93.73,0.5858
ENG-00372,2024-10-01,160.0,106.81,0.6676
ENG-00372,2024-11-01,160.0,136.21,0.8513
ENG-00372,2024-12-01,160.0,114.44,0.7153
ENG-00372,2025-01-01,160.0,111.67,0.698
ENG-00372,2025-02-01,160.0,128.43,0.8027
ENG-00372,2025-03-01,160.0,107.96,0.6747
ENG-00372,2025-04-01,160.0,87.43,0.5464
ENG-00372,2025-05-01,160.0,106.28,0.6643
ENG-00373,2026-04-01,160.0,100.6,0.6288
ENG-00373,2026-05-01,160.0,111.58,0.6974
ENG-00373,2026-06-01,160.0,120.02,0.7501
ENG-00373,2026-07-01,160.0,109.53,0.6846
ENG-00373,2026-08-01,160.0,111.97,0.6998
ENG-00374,2026-02-01,160.0,121.71,0.7607
ENG-00374,2026-03-01,160.0,123.52,0.772
ENG-00374,2026-04-01,160.0,120.33,0.752
ENG-00374,2026-05-01,160.0,116.36,0.7273
ENG-00374,2026-06-01,160.0,113.46,0.7091
ENG-00374,2026-07-01,160.0,81.87,0.5117
ENG-00374,2026-08-01,160.0,96.12,0.6007
ENG-00375,2026-05-01,160.0,87.49,0.5468
ENG-00375,2026-06-01,160.0,117.98,0.7374
ENG-00375,2026-07-01,160.0,78.11,0.4882
ENG-00375,2026-08-01,160.0,107.38,0.6711
ENG-00376,2024-06-01,160.0,88.5,0.5531
ENG-00376,2024-07-01,160.0,87.77,0.5485
ENG-00376,2024-08-01,160.0,90.99,0.5687
ENG-00376,2024-09-01,160.0,114.73,0.7171
ENG-00376,2024-10-01,160.0,79.61,0.4975
ENG-00377,2025-11-01,160.0,116.56,0.7285
ENG-00377,2025-12-01,160.0,94.68,0.5918
ENG-00377,2026-01-01,160.0,80.57,0.5036
ENG-00377,2026-02-01,160.0,118.7,0.7419
ENG-00377,2026-03-01,160.0,106.66,0.6666
ENG-00377,2026-04-01,160.0,62.98,0.3937
ENG-00377,2026-05-01,160.0,106.38,0.6649
ENG-00377,2026-06-01,160.0,92.56,0.5785
ENG-00378,2024-10-01,160.0,87.18,0.5449
ENG-00378,2024-11-01,160.0,84.95,0.5309
ENG-00378,2024-12-01,160.0,117.21,0.7326
ENG-00378,2025-01-01,160.0,107.09,0.6693
ENG-00378,2025-02-01,160.0,102.04,0.6378
ENG-00378,2025-03-01,160.0,87.82,0.5489
ENG-00378,2025-04-01,160.0,91.09,0.5693
ENG-00378,2025-05-01,160.0,101.84,0.6365
ENG-00379,2026-06-01,160.0,85.43,0.534
ENG-00379,2026-07-01,160.0,107.24,0.6702
ENG-00379,2026-08-01,160.0,99.35,0.6209
ENG-00380,2025-05-01,160.0,106.07,0.663
ENG-00380,2025-06-01,160.0,138.44,0.8652
ENG-00380,2025-07-01,160.0,105.83,0.6615
ENG-00380,2025-08-01,160.0,98.81,0.6176
ENG-00380,2025-09-01,160.0,135.7,0.8481
ENG-00380,2025-10-01,160.0,117.05,0.7315
ENG-00380,2025-11-01,160.0,135.98,0.8499
ENG-00380,2025-12-01,160.0,116.79,0.7299
ENG-00380,2026-01-01,160.0,114.9,0.7181
ENG-00380,2026-02-01,160.0,139.63,0.8727
ENG-00380,2026-03-01,160.0,102.64,0.6415
ENG-00381,2024-07-01,160.0,87.39,0.5462
ENG-00381,2024-08-01,160.0,84.49,0.5281
ENG-00381,2024-09-01,160.0,95.49,0.5968
ENG-00381,2024-10-01,160.0,126.95,0.7935
ENG-00381,2024-11-01,160.0,96.52,0.6033
ENG-00381,2024-12-01,160.0,87.76,0.5485
ENG-00381,2025-01-01,160.0,105.32,0.6582
ENG-00382,2024-06-01,160.0,116.42,0.7276
ENG-00382,2024-07-01,160.0,85.18,0.5324
ENG-00382,2024-08-01,160.0,102.22,0.6389
ENG-00382,2024-09-01,160.0,138.53,0.8658
ENG-00382,2024-10-01,160.0,123.01,0.7688
ENG-00382,2024-11-01,160.0,93.69,0.5856
ENG-00382,2024-12-01,160.0,99.27,0.6205
ENG-00382,2025-01-01,160.0,125.78,0.7861
ENG-00382,2025-02-01,160.0,117.77,0.736
ENG-00382,2025-03-01,160.0,113.32,0.7083
ENG-00382,2025-04-01,160.0,92.52,0.5782
ENG-00382,2025-05-01,160.0,122.5,0.7657
ENG-00382,2025-06-01,160.0,137.77,0.861
ENG-00383,2025-12-01,160.0,83.13,0.5195
ENG-00383,2026-01-01,160.0,107.48,0.6717
ENG-00383,2026-02-01,160.0,79.19,0.4949
ENG-00383,2026-03-01,160.0,86.08,0.538
ENG-00383,2026-04-01,160.0,105.76,0.661
ENG-00383,2026-05-01,160.0,113.1,0.7069
ENG-00383,2026-06-01,160.0,69.36,0.4335
ENG-00383,2026-07-01,160.0,120.36,0.7522
ENG-00383,2026-08-01,160.0,94.61,0.5913
ENG-00384,2026-03-01,160.0,97.97,0.6123
ENG-00384,2026-04-01,160.0,139.01,0.8688
ENG-00384,2026-05-01,160.0,103.37,0.6461
ENG-00384,2026-06-01,160.0,122.6,0.7662
ENG-00384,2026-07-01,160.0,100.86,0.6303
ENG-00384,2026-08-01,160.0,133.3,0.8331
ENG-00385,2024-09-01,160.0,97.39,0.6087
ENG-00385,2024-10-01,160.0,102.02,0.6376
ENG-00385,2024-11-01,160.0,104.25,0.6516
ENG-00385,2024-12-01,160.0,87.31,0.5457
ENG-00385,2025-01-01,160.0,105.89,0.6618
ENG-00385,2025-02-01,160.0,107.32,0.6707
ENG-00385,2025-03-01,160.0,84.24,0.5265
ENG-00386,2025-12-01,160.0,123.53,0.772
ENG-00386,2026-01-01,160.0,98.15,0.6134
ENG-00386,2026-02-01,160.0,65.39,0.4087
ENG-00386,2026-03-01,160.0,100.87,0.6304
ENG-00386,2026-04-01,160.0,87.05,0.5441
ENG-00386,2026-05-01,160.0,101.46,0.6341
ENG-00386,2026-06-01,160.0,154.67,0.9667
ENG-00386,2026-07-01,160.0,75.63,0.4727
ENG-00386,2026-08-01,160.0,89.99,0.5624
ENG-00387,2026-04-01,160.0,97.61,0.6101
ENG-00387,2026-05-01,160.0,78.22,0.4889
ENG-00387,2026-06-01,160.0,130.19,0.8137
ENG-00387,2026-07-01,160.0,101.28,0.633
ENG-00387,2026-08-01,160.0,132.67,0.8292
ENG-00388,2024-03-01,160.0,102.66,0.6416
ENG-00388,2024-04-01,160.0,109.24,0.6828
ENG-00388,2024-05-01,160.0,73.42,0.4589
ENG-00388,2024-06-01,160.0,131.69,0.823
ENG-00388,2024-07-01,160.0,123.84,0.774
ENG-00388,2024-08-01,160.0,98.56,0.616
ENG-00389,2024-08-01,160.0,104.27,0.6517
ENG-00389,2024-09-01,160.0,98.56,0.616
ENG-00389,2024-10-01,160.0,90.83,0.5677
ENG-00389,2024-11-01,160.0,73.97,0.4623
ENG-00389,2024-12-01,160.0,78.77,0.4923
ENG-00390,2024-01-01,160.0,103.38,0.6462
ENG-00390,2024-02-01,160.0,101.65,0.6353
ENG-00390,2024-03-01,160.0,89.7,0.5606
ENG-00390,2024-04-01,160.0,82.86,0.5179
ENG-00391,2024-10-01,160.0,124.26,0.7767
ENG-00391,2024-11-01,160.0,107.97,0.6748
ENG-00391,2024-12-01,160.0,112.1,0.7006
ENG-00391,2025-01-01,160.0,113.79,0.7112
ENG-00391,2025-02-01,160.0,146.42,0.9151
ENG-00391,2025-03-01,160.0,112.07,0.7004
ENG-00391,2025-04-01,160.0,102.86,0.6428
ENG-00391,2025-05-01,160.0,131.75,0.8234
ENG-00391,2025-06-01,160.0,106.68,0.6667
ENG-00391,2025-07-01,160.0,100.03,0.6252
ENG-00391,2025-08-01,160.0,118.54,0.7409
ENG-00391,2025-09-01,160.0,115.88,0.7243
ENG-00392,2024-08-01,160.0,130.11,0.8132
ENG-00392,2024-09-01,160.0,102.01,0.6375
ENG-00392,2024-10-01,160.0,98.59,0.6162
ENG-00392,2024-11-01,160.0,116.96,0.731
ENG-00392,2024-12-01,160.0,107.73,0.6733
ENG-00392,2025-01-01,160.0,111.24,0.6953
ENG-00392,2025-02-01,160.0,123.96,0.7747
ENG-00392,2025-03-01,160.0,117.54,0.7346
ENG-00392,2025-04-01,160.0,119.64,0.7478
ENG-00392,2025-05-01,160.0,138.04,0.8628
ENG-00392,2025-06-01,160.0,134.88,0.843
ENG-00392,2025-07-01,160.0,118.04,0.7377
ENG-00393,2026-06-01,160.0,94.71,0.5919
ENG-00393,2026-07-01,160.0,82.01,0.5126
ENG-00393,2026-08-01,160.0,92.37,0.5773
ENG-00393,2026-09-01,160.0,69.26,0.4329
ENG-00394,2025-09-01,160.0,101.66,0.6354
ENG-00394,2025-10-01,160.0,91.76,0.5735
ENG-00394,2025-11-01,160.0,117.63,0.7352
ENG-00394,2025-12-01,160.0,97.57,0.6098
ENG-00395,2026-07-01,160.0,94.57,0.5911
ENG-00395,2026-08-01,160.0,81.72,0.5108
ENG-00396,2026-06-01,160.0,130.63,0.8165
ENG-00396,2026-07-01,160.0,105.11,0.6569
ENG-00396,2026-08-01,160.0,93.2,0.5825
ENG-00396,2026-09-01,160.0,138.24,0.864
ENG-00396,2026-10-01,160.0,110.2,0.6887
ENG-00396,2026-11-01,160.0,117.99,0.7374
ENG-00396,2026-12-01,160.0,110.12,0.6882
ENG-00396,2027-01-01,160.0,96.58,0.6036
ENG-00396,2027-02-01,160.0,104.68,0.6543
ENG-00397,2024-12-01,160.0,100.25,0.6265
ENG-00397,2025-01-01,160.0,96.49,0.6031
ENG-00397,2025-02-01,160.0,102.36,0.6397
ENG-00397,2025-03-01,160.0,128.35,0.8022
ENG-00397,2025-04-01,160.0,93.21,0.5826
ENG-00397,2025-05-01,160.0,103.09,0.6443
ENG-00397,2025-06-01,160.0,113.34,0.7084
ENG-00397,2025-07-01,160.0,94.51,0.5907
ENG-00398,2024-02-01,160.0,102.2,0.6388
ENG-00398,2024-03-01,160.0,82.09,0.513
ENG-00398,2024-04-01,160.0,80.0,0.5
ENG-00398,2024-05-01,160.0,106.09,0.663
ENG-00398,2024-06-01,160.0,60.57,0.3785
ENG-00399,2025-07-01,160.0,146.78,0.9173
ENG-00399,2025-08-01,160.0,96.98,0.6061
ENG-00399,2025-09-01,160.0,118.82,0.7426
ENG-00399,2025-10-01,160.0,97.26,0.6079
ENG-00399,2025-11-01,160.0,115.72,0.7232
ENG-00399,2025-12-01,160.0,117.89,0.7368
ENG-00399,2026-01-01,160.0,107.53,0.6721
ENG-00399,2026-02-01,160.0,113.76,0.711
ENG-00399,2026-03-01,160.0,60.04,0.3752
ENG-00399,2026-04-01,160.0,108.08,0.6755
ENG-00399,2026-05-01,160.0,84.35,0.5272
ENG-00400,2026-04-01,160.0,77.22,0.4826
ENG-00400,2026-05-01,160.0,127.29,0.7955
ENG-00400,2026-06-01,160.0,104.34,0.6521
ENG-00400,2026-07-01,160.0,117.02,0.7314
ENG-00400,2026-08-01,160.0,131.05,0.8191
ENG-00401,2024-04-01,160.0,114.63,0.7164
ENG-00401,2024-05-01,160.0,107.47,0.6717
ENG-00401,2024-06-01,160.0,108.06,0.6754
ENG-00401,2024-07-01,160.0,139.54,0.8721
ENG-00401,2024-08-01,160.0,119.04,0.744
ENG-00401,2024-09-01,160.0,125.29,0.7831
ENG-00401,2024-10-01,160.0,124.98,0.7811
ENG-00401,2024-11-01,160.0,114.62,0.7164
ENG-00401,2024-12-01,160.0,95.79,0.5987
ENG-00401,2025-01-01,160.0,136.71,0.8545
ENG-00401,2025-02-01,160.0,113.83,0.7114
ENG-00401,2025-03-01,160.0,90.43,0.5652
ENG-00402,2025-11-01,160.0,96.75,0.6047
ENG-00402,2025-12-01,160.0,106.5,0.6656
ENG-00402,2026-01-01,160.0,93.35,0.5834
ENG-00402,2026-02-01,160.0,85.99,0.5374
ENG-00402,2026-03-01,160.0,103.62,0.6476
ENG-00402,2026-04-01,160.0,113.48,0.7093
ENG-00402,2026-05-01,160.0,89.04,0.5565
ENG-00402,2026-06-01,160.0,104.09,0.6506
ENG-00403,2026-02-01,160.0,95.75,0.5984
ENG-00403,2026-03-01,160.0,89.5,0.5594
ENG-00403,2026-04-01,160.0,96.79,0.6049
ENG-00403,2026-05-01,160.0,86.94,0.5434
ENG-00403,2026-06-01,160.0,119.09,0.7443
ENG-00403,2026-07-01,160.0,96.53,0.6033
ENG-00403,2026-08-01,160.0,90.45,0.5653
ENG-00404,2025-06-01,160.0,111.7,0.6981
ENG-00404,2025-07-01,160.0,102.76,0.6423
ENG-00404,2025-08-01,160.0,78.65,0.4916
ENG-00404,2025-09-01,160.0,119.37,0.7461
ENG-00404,2025-10-01,160.0,106.86,0.6679
ENG-00404,2025-11-01,160.0,124.52,0.7783
ENG-00404,2025-12-01,160.0,85.68,0.5355
ENG-00405,2025-01-01,160.0,93.45,0.5841
ENG-00405,2025-02-01,160.0,94.92,0.5933
ENG-00405,2025-03-01,160.0,105.97,0.6623
ENG-00405,2025-04-01,160.0,88.3,0.5519
ENG-00405,2025-05-01,160.0,92.81,0.5801
ENG-00405,2025-06-01,160.0,87.11,0.5445
ENG-00405,2025-07-01,160.0,86.23,0.5389
ENG-00406,2025-06-01,160.0,121.27,0.7579
ENG-00406,2025-07-01,160.0,106.72,0.667
ENG-00406,2025-08-01,160.0,115.13,0.7196
ENG-00406,2025-09-01,160.0,83.22,0.5201
ENG-00406,2025-10-01,160.0,118.4,0.74
ENG-00406,2025-11-01,160.0,122.38,0.7649
ENG-00406,2025-12-01,160.0,86.09,0.538
ENG-00406,2026-01-01,160.0,80.32,0.502
ENG-00406,2026-02-01,160.0,119.55,0.7472
ENG-00406,2026-03-01,160.0,93.99,0.5875
ENG-00406,2026-04-01,160.0,117.45,0.7341
ENG-00406,2026-05-01,160.0,101.28,0.633
ENG-00407,2025-02-01,160.0,92.93,0.5808
ENG-00407,2025-03-01,160.0,127.99,0.7999
ENG-00407,2025-04-01,160.0,114.78,0.7174
ENG-00407,2025-05-01,160.0,95.48,0.5967
ENG-00407,2025-06-01,160.0,94.95,0.5934
ENG-00407,2025-07-01,160.0,83.3,0.5207
ENG-00407,2025-08-01,160.0,124.71,0.7794
ENG-00407,2025-09-01,160.0,109.21,0.6825
ENG-00407,2025-10-01,160.0,92.91,0.5807
ENG-00407,2025-11-01,160.0,102.12,0.6383
ENG-00407,2025-12-01,160.0,65.52,0.4095
ENG-00407,2026-01-01,160.0,123.02,0.7689
ENG-00407,2026-02-01,160.0,111.07,0.6942
ENG-00408,2026-02-01,160.0,138.58,0.8661
ENG-00408,2026-03-01,160.0,112.79,0.7049
ENG-00408,2026-04-01,160.0,109.53,0.6845
ENG-00408,2026-05-01,160.0,111.18,0.6949
ENG-00408,2026-06-01,160.0,105.02,0.6563
ENG-00408,2026-07-01,160.0,103.59,0.6474
ENG-00408,2026-08-01,160.0,95.47,0.5967
ENG-00409,2025-11-01,160.0,88.49,0.5531
