engagement_id,client_id,talent_id,role,start_date,expected_end_date,monthly_contract_value,status,termination_date,outcome
ENG-00252,C-0028,T-0477,ML Engineer,2024-11-01,2025-09-01,1739312.81,Active,,Renewed
ENG-00253,C-0043,T-0126,ML Engineer,2024-01-01,2024-11-01,2375805.63,Active,,Completed
ENG-00254,C-0046,T-0326,Data Engineer,2025-03-01,2025-12-01,1318115.18,Terminated,2025-08-01,Early Termination
ENG-00255,C-0030,T-0095,ML Engineer,2024-01-01,2024-09-01,2713102.87,Active,,Completed
ENG-00256,C-0002,T-0058,ML Engineer,2026-05-01,2027-04-01,1008374.38,Active,,Completed
ENG-00257,C-0007,T-0177,BI Developer,2024-05-01,2025-04-01,2328940.08,Active,,Renewed
ENG-00258,C-0009,T-0443,BI Developer,2025-06-01,2026-01-01,2212663.46,Terminated,2025-10-01,Early Termination
ENG-00259,C-0028,T-0345,Data Scientist,2026-02-01,2026-11-01,2194335.06,Active,,Renewed
ENG-00260,C-0037,T-0245,ML Engineer,2026-07-01,2027-06-01,2048004.28,Terminated,2027-01-01,Early Termination
ENG-00261,C-0049,T-0142,BI Developer,2024-03-01,2024-10-01,1213302.03,Active,,Renewed
ENG-00262,C-0014,T-0071,Analytics Engineer,2026-08-01,2027-07-01,1034349.58,Active,,Renewed
ENG-00263,C-0048,T-0136,Data Analyst,2024-07-01,2025-07-01,2184494.69,Active,,Renewed
ENG-00264,C-0040,T-0077,AI Engineer,2025-11-01,2026-07-01,3260762.1,Active,,Completed
ENG-00265,C-0004,T-0094,AI Engineer,2025-05-01,2026-02-01,1073991.65,Terminated,2025-10-01,Early Termination
ENG-00266,C-0022,T-0344,Data Analyst,2025-05-01,2026-03-01,1652476.25,Active,,Renewed
ENG-00267,C-0019,T-0067,Data Scientist,2025-05-01,2026-04-01,1971543.87,Terminated,2025-12-01,Early Termination
ENG-00268,C-0054,T-0024,BI Developer,2025-11-01,2026-08-01,3028528.53,Terminated,2026-06-01,Early Termination
ENG-00269,C-0056,T-0272,AI Engineer,2024-10-01,2025-05-01,2565258.88,Active,,Completed
ENG-00270,C-0050,T-0144,Data Engineer,2025-09-01,2026-06-01,2716352.99,Active,,Renewed
ENG-00271,C-0032,T-0228,Analytics Engineer,2026-05-01,2027-05-01,1092643.36,Active,,Renewed
ENG-00272,C-0030,T-0070,Data Analyst,2024-08-01,2025-05-01,2997853.11,Terminated,2025-03-01,Early Termination
ENG-00273,C-0019,T-0105,BI Developer,2024-05-01,2025-05-01,2767929.28,Active,,Renewed
ENG-00274,C-0047,T-0221,AI Engineer,2025-07-01,2026-03-01,2576311.31,Active,,Renewed
ENG-00275,C-0006,T-0346,BI Developer,2025-08-01,2026-02-01,1031062.14,Active,,Renewed
ENG-00276,C-0017,T-0208,BI Developer,2026-07-01,2027-06-01,1701419.24,Active,,Completed
ENG-00277,C-0009,T-0271,BI Developer,2026-05-01,2027-05-01,1650242.62,Terminated,2027-03-01,Early Termination
ENG-00278,C-0030,T-0261,Data Analyst,2024-04-01,2024-12-01,983756.27,Active,,Completed
ENG-00279,C-0018,T-0135,BI Developer,2024-10-01,2025-09-01,1923372.38,Active,,Completed
ENG-00280,C-0012,T-0140,Data Engineer,2026-02-01,2027-02-01,1618359.69,Terminated,2026-12-01,Early Termination
ENG-00281,C-0023,T-0213,ML Engineer,2024-01-01,2024-08-01,2835062.43,Active,,Completed
ENG-00282,C-0052,T-0017,Analytics Engineer,2025-12-01,2026-08-01,2056108.15,Active,,Renewed
ENG-00283,C-0034,T-0343,Data Analyst,2025-07-01,2026-01-01,1766688.42,Active,,Renewed
ENG-00284,C-0050,T-0308,Analytics Engineer,2024-03-01,2025-03-01,2603448.43,Active,,Completed
ENG-00285,C-0055,T-0154,Analytics Engineer,2025-09-01,2026-09-01,1664131.05,Terminated,2026-07-01,Early Termination
ENG-00286,C-0055,T-0187,BI Developer,2024-11-01,2025-11-01,2745999.36,Active,,Renewed
ENG-00287,C-0022,T-0165,ML Engineer,2025-01-01,2025-07-01,2372101.63,Active,,Renewed
ENG-00288,C-0053,T-0326,Data Engineer,2025-05-01,2026-03-01,1797245.28,Active,,Completed
ENG-00289,C-0055,T-0380,Data Analyst,2026-03-01,2027-02-01,1573891.37,Active,,Completed
ENG-00290,C-0058,T-0055,ML Engineer,2025-05-01,2026-02-01,2377784.47,Active,,Renewed
ENG-00291,C-0022,T-0207,Data Scientist,2024-11-01,2025-06-01,983486.63,Terminated,2025-03-01,Early Termination
ENG-00292,C-0014,T-0007,AI Engineer,2024-04-01,2025-04-01,3300704.27,Active,,Renewed
ENG-00293,C-0036,T-0227,Data Engineer,2025-05-01,2026-02-01,1367776.97,Active,,Renewed
ENG-00294,C-0056,T-0125,Data Analyst,2024-08-01,2025-03-01,1904868.54,Active,,Renewed
ENG-00295,C-0055,T-0168,Data Engineer,2025-06-01,2026-01-01,1229412.6,Active,,Renewed
ENG-00296,C-0035,T-0229,Data Engineer,2024-07-01,2025-01-01,1070866.73,Active,,Renewed
ENG-00297,C-0009,T-0162,AI Engineer,2025-11-01,2026-10-01,2558550.73,Active,,Completed
ENG-00298,C-0026,T-0198,BI Developer,2024-01-01,2024-12-01,1122241.46,Active,,Renewed
ENG-00299,C-0043,T-0383,Data Engineer,2024-06-01,2025-01-01,1132681.44,Terminated,2024-11-01,Early Termination
ENG-00300,C-0034,T-0406,Data Scientist,2024-04-01,2024-12-01,1030203.6,Terminated,2024-07-01,Early Termination
ENG-00301,C-0021,T-0003,Data Analyst,2025-12-01,2026-07-01,1064639.15,Active,,Renewed
ENG-00302,C-0021,T-0189,Data Analyst,2024-12-01,2025-07-01,1407793.57,Active,,Renewed
ENG-00303,C-0004,T-0424,Data Engineer,2025-09-01,2026-08-01,2661131.2,Active,,Completed
ENG-00304,C-0018,T-0266,ML Engineer,2025-05-01,2026-01-01,807036.46,Active,,Renewed
ENG-00305,C-0041,T-0103,Analytics Engineer,2024-05-01,2025-02-01,1072070.32,Active,,Completed
ENG-00306,C-0015,T-0297,ML Engineer,2024-09-01,2025-04-01,1312365.83,Terminated,2025-01-01,Early Termination
ENG-00307,C-0060,T-0073,Data Analyst,2024-08-01,2025-05-01,1023179.54,Active,,Renewed
ENG-00308,C-0005,T-0011,Data Engineer,2024-11-01,2025-11-01,938817.96,Terminated,2025-05-01,Early Termination
ENG-00309,C-0036,T-0317,AI Engineer,2025-03-01,2026-03-01,1193812.0,Terminated,2025-12-01,Early Termination
ENG-00310,C-0030,T-0258,Data Scientist,2026-01-01,2027-01-01,2829468.75,Active,,Renewed
ENG-00311,C-0050,T-0379,Data Analyst,2026-03-01,2027-03-01,1386433.42,Active,,Renewed
ENG-00312,C-0054,T-0173,Data Engineer,2026-08-01,2027-05-01,2663143.18,Active,,Completed
ENG-00313,C-0033,T-0428,BI Developer,2025-08-01,2026-06-01,1988537.34,Active,,Renewed
ENG-00314,C-0038,T-0211,BI Developer,2024-06-01,2025-04-01,2423535.16,Terminated,2024-12-01,Early Termination
ENG-00315,C-0042,T-0370,BI Developer,2024-08-01,2025-02-01,1981297.12,Active,,Renewed
ENG-00316,C-0032,T-0051,AI Engineer,2025-06-01,2025-12-01,1372593.98,Active,,Renewed
ENG-00317,C-0012,T-0049,ML Engineer,2024-09-01,2025-07-01,1362067.31,Active,,Completed
ENG-00318,C-0026,T-0392,Data Scientist,2024-01-01,2024-09-01,1015106.94,Active,,Completed
ENG-00319,C-0015,T-0417,AI Engineer,2024-06-01,2025-01-01,3286027.84,Terminated,2024-10-01,Early Termination
ENG-00320,C-0028,T-0472,ML Engineer,2025-01-01,2025-07-01,1636831.11,Active,,Renewed
ENG-00321,C-0037,T-0163,Data Scientist,2025-06-01,2025-12-01,1898537.74,Terminated,2025-10-01,Early Termination
ENG-00322,C-0013,T-0012,ML Engineer,2025-06-01,2026-05-01,1704760.11,Terminated,2026-03-01,Early Termination
ENG-00323,C-0015,T-0490,Analytics Engineer,2024-07-01,2025-05-01,929865.62,Active,,Completed
ENG-00324,C-0050,T-0301,Analytics Engineer,2026-01-01,2026-09-01,2648860.63,Terminated,2026-04-01,Early Termination
ENG-00325,C-0023,T-0124,BI Developer,2024-01-01,2024-08-01,1608025.68,Active,,Renewed
ENG-00326,C-0012,T-0382,ML Engineer,2025-05-01,2026-01-01,1778468.08,Active,,Renewed
ENG-00327,C-0043,T-0452,AI Engineer,2025-03-01,2025-12-01,2456590.02,Terminated,2025-08-01,Early Termination
ENG-00328,C-0043,T-0143,BI Developer,2024-11-01,2025-07-01,1029020.72,Terminated,2025-05-01,Early Termination
ENG-00329,C-0050,T-0385,Analytics Engineer,2025-08-01,2026-08-01,2372690.06,Active,,Renewed
ENG-00330,C-0046,T-0394,Data Scientist,2024-10-01,2025-07-01,783429.2,Active,,Renewed
ENG-00331,C-0060,T-0251,BI Developer,2024-11-01,2025-06-01,2735180.87,Active,,Renewed
ENG-00332,C-0035,T-0317,AI Engineer,2026-07-01,2027-01-01,3144500.37,Terminated,2026-11-01,Early Termination
ENG-00333,C-0018,T-0135,BI Developer,2025-12-01,2026-12-01,3438633.28,Active,,Renewed
ENG-00334,C-0052,T-0465,Data Analyst,2024-02-01,2024-12-01,2729014.36,Active,,Completed
ENG-00335,C-0016,T-0492,Data Scientist,2024-02-01,2024-12-01,1352619.84,Active,,Completed
ENG-00336,C-0018,T-0491,AI Engineer,2026-04-01,2026-10-01,2729043.0,Terminated,2026-07-01,Early Termination
ENG-00337,C-0050,T-0369,BI Developer,2024-02-01,2025-02-01,2660619.38,Active,,Renewed
ENG-00338,C-0053,T-0022,Data Engineer,2025-07-01,2026-02-01,2987313.55,Terminated,2025-12-01,Early Termination
ENG-00339,C-0021,T-0184,Analytics Engineer,2025-04-01,2025-10-01,3221332.75,Active,,Completed
ENG-00340,C-0044,T-0223,AI Engineer,2024-08-01,2025-06-01,2765985.76,Terminated,2025-01-01,Early Termination
ENG-00341,C-0056,T-0480,Analytics Engineer,2025-03-01,2025-10-01,2092654.36,Active,,Renewed
ENG-00342,C-0048,T-0274,AI Engineer,2025-10-01,2026-08-01,2270043.51,Active,,Completed
ENG-00343,C-0001,T-0269,Data Engineer,2025-02-01,2025-08-01,1538163.49,Active,,Completed
ENG-00344,C-0040,T-0074,Data Engineer,2025-08-01,2026-04-01,971172.54,Terminated,2025-12-01,Early Termination
ENG-00345,C-0011,T-0397,Data Engineer,2025-02-01,2025-11-01,2155566.25,Active,,Renewed
ENG-00346,C-0051,T-0169,BI Developer,2025-09-01,2026-09-01,831105.67,Terminated,2026-07-01,Early Termination
ENG-00347,C-0005,T-0046,BI Developer,2026-04-01,2027-03-01,1394361.45,Active,,Renewed
ENG-00348,C-0060,T-0494,AI Engineer,2024-04-01,2024-11-01,1723321.12,Active,,Renewed
ENG-00349,C-0011,T-0096,AI Engineer,2025-11-01,2026-09-01,1255367.53,Active,,Renewed
ENG-00350,C-0026,T-0009,AI Engineer,2025-11-01,2026-09-01,1959865.0,Active,,Completed
ENG-00351,C-0015,T-0039,Data Analyst,2025-02-01,2025-09-01,3045662.94,Active,,Renewed
ENG-00352,C-0049,T-0227,Data Engineer,2026-07-01,2027-01-01,3496172.99,Active,,Renewed
ENG-00353,C-0024,T-0052,Data Engineer,2024-11-01,2025-07-01,938081.2,Active,,Renewed
ENG-00354,C-0045,T-0422,AI Engineer,2025-01-01,2025-10-01,1140308.55,Active,,Completed
ENG-00355,C-0005,T-0257,Data Analyst,2026-06-01,2026-12-01,1377913.49,Active,,Completed
ENG-00356,C-0028,T-0162,AI Engineer,2025-07-01,2026-05-01,2500057.91,Active,,Completed
ENG-00357,C-0055,T-0002,Analytics Engineer,2024-12-01,2025-06-01,2749511.18,Active,,Completed
ENG-00358,C-0056,T-0240,Data Analyst,2025-04-01,2026-01-01,2695214.93,Active,,Renewed
ENG-00359,C-0013,T-0076,Analytics Engineer,2025-05-01,2025-11-01,1310598.95,Active,,Renewed
ENG-00360,C-0024,T-0490,Analytics Engineer,2024-03-01,2025-01-01,1561087.23,Active,,Renewed
ENG-00361,C-0025,T-0146,Data Analyst,2024-04-01,2025-02-01,1352007.98,Active,,Renewed
ENG-00362,C-0034,T-0238,Data Analyst,2025-01-01,2025-07-01,3168947.37,Terminated,2025-04-01,Early Termination
ENG-00363,C-0033,T-0010,Data Analyst,2024-03-01,2024-10-01,3074255.61,Active,,Completed
ENG-00364,C-0007,T-0066,Data Analyst,2026-05-01,2026-12-01,1535586.37,Terminated,2026-10-01,Early Termination
ENG-00365,C-0046,T-0104,ML Engineer,2026-08-01,2027-07-01,2819803.11,Active,,Renewed
ENG-00366,C-0014,T-0026,Analytics Engineer,2025-10-01,2026-09-01,923377.15,Terminated,2026-07-01,Early Termination
ENG-00367,C-0019,T-0363,AI Engineer,2025-12-01,2026-10-01,867171.69,Active,,Completed
ENG-00368,C-0051,T-0473,AI Engineer,2024-09-01,2025-05-01,1710551.74,Active,,Renewed
ENG-00369,C-0042,T-0493,BI Developer,2025-12-01,2026-08-01,3309608.0,Active,,Completed
ENG-00370,C-0024,T-0133,Data Scientist,2025-09-01,2026-05-01,1618133.16,Active,,Completed
ENG-00371,C-0055,T-0395,Data Engineer,2026-04-01,2027-04-01,2321285.96,Active,,Renewed
ENG-00372,C-0024,T-0253,AI Engineer,2024-07-01,2025-05-01,2335518.72,Active,,Renewed
ENG-00373,C-0034,T-0023,Data Scientist,2026-04-01,2026-11-01,2262391.72,Active,,Renewed
ENG-00374,C-0015,T-0046,BI Developer,2026-02-01,2026-10-01,1941061.11,Active,,Completed
ENG-00375,C-0011,T-0274,AI Engineer,2026-05-01,2027-05-01,1263593.83,Active,,Completed
ENG-00376,C-0030,T-0212,BI Developer,2024-06-01,2025-05-01,1673779.66,Terminated,2024-10-01,Early Termination
ENG-00377,C-0034,T-0005,Analytics Engineer,2025-11-01,2026-06-01,1042059.78,Active,,Completed
ENG-00378,C-0049,T-0466,ML Engineer,2024-10-01,2025-05-01,1414580.67,Active,,Renewed
ENG-00379,C-0024,T-0366,ML Engineer,2026-06-01,2027-06-01,905929.15,Active,,Renewed
ENG-00380,C-0054,T-0252,BI Developer,2025-05-01,2026-03-01,1654381.92,Active,,Renewed
ENG-00381,C-0037,T-0494,AI Engineer,2024-07-01,2025-01-01,809356.06,Active,,Renewed
ENG-00382,C-0005,T-0486,Data Analyst,2024-06-01,2025-06-01,1878088.03,Active,,Completed
ENG-00383,C-0045,T-0487,AI Engineer,2025-12-01,2026-08-01,1680523.79,Active,,Completed
ENG-00384,C-0035,T-0130,AI Engineer,2026-03-01,2027-01-01,1611676.2,Active,,Renewed
ENG-00385,C-0024,T-0441,AI Engineer,2024-09-01,2025-05-01,928693.37,Terminated,2025-03-01,Early Termination
ENG-00386,C-0029,T-0253,AI Engineer,2025-12-01,2026-11-01,2146330.1,Active,,Completed
ENG-00387,C-0019,T-0364,Data Analyst,2026-04-01,2026-12-01,3346883.33,Active,,Renewed
ENG-00388,C-0037,T-0430,Data Analyst,2024-03-01,2024-10-01,2571102.65,Terminated,2024-08-01,Early Termination
ENG-00389,C-0035,T-0082,Data Analyst,2024-08-01,2025-08-01,1350937.16,Terminated,2024-12-01,Early Termination
ENG-00390,C-0027,T-0225,Data Analyst,2024-01-01,2024-07-01,2954633.1,Terminated,2024-04-01,Early Termination
ENG-00391,C-0018,T-0065,ML Engineer,2024-10-01,2025-09-01,3262711.86,Active,,Completed
ENG-00392,C-0024,T-0140,Data Engineer,2024-08-01,2025-07-01,2675804.6,Active,,Completed
ENG-00393,C-0030,T-0207,Data Scientist,2026-06-01,2026-12-01,1041815.69,Terminated,2026-09-01,Early Termination
ENG-00394,C-0029,T-0428,BI Developer,2025-09-01,2026-04-01,2726625.69,Terminated,2025-12-01,Early Termination
ENG-00395,C-0019,T-0432,Analytics Engineer,2026-07-01,2027-05-01,1038077.83,Active,,Renewed
ENG-00396,C-0035,T-0195,ML Engineer,2026-06-01,2027-06-01,1967400.67,Terminated,2027-02-01,Early Termination
ENG-00397,C-0014,T-0165,ML Engineer,2024-12-01,2025-11-01,888258.51,Terminated,2025-07-01,Early Termination
ENG-00398,C-0031,T-0266,ML Engineer,2024-02-01,2024-12-01,2572279.78,Terminated,2024-06-01,Early Termination
ENG-00399,C-0008,T-0456,Data Engineer,2025-07-01,2026-05-01,2758535.5,Active,,Completed
ENG-00400,C-0029,T-0489,ML Engineer,2026-04-01,2027-02-01,1159518.9,Active,,Renewed
ENG-00401,C-0048,T-0114,ML Engineer,2024-04-01,2025-03-01,1356792.51,Active,,Renewed
ENG-00402,C-0050,T-0094,AI Engineer,2025-11-01,2026-06-01,1374337.63,Active,,Completed
ENG-00403,C-0042,T-0354,BI Developer,2026-02-01,2026-11-01,2133000.35,Active,,Renewed
ENG-00404,C-0045,T-0151,AI Engineer,2025-06-01,2025-12-01,2610632.84,Active,,Renewed
ENG-00405,C-0004,T-0100,BI Developer,2025-01-01,2025-07-01,2351060.33,Active,,Completed
ENG-00406,C-0021,T-0016,Data Engineer,2025-06-01,2026-05-01,818496.25,Active,,Completed
ENG-00407,C-0040,T-0202,Data Scientist,2025-02-01,2026-02-01,2135550.3,Active,,Completed
ENG-00408,C-0049,T-0196,Data Analyst,2026-02-01,2026-10-01,2015291.69,Active,,Renewed
ENG-00409,C-0035,T-0282,Data Engineer,2025-11-01,2026-10-01,2214098.71,Terminated,2026-04-01,Early Termination
ENG-00410,C-0052,T-0101,Analytics Engineer,2024-04-01,2024-10-01,898177.03,Active,,Renewed
ENG-00411,C-0017,T-0358,AI Engineer,2025-05-01,2025-11-01,2377163.38,Active,,Renewed
ENG-00412,C-0010,T-0341,Data Analyst,2024-09-01,2025-07-01,2141505.61,Terminated,2025-03-01,Early Termination
ENG-00413,C-0006,T-0232,AI Engineer,2026-07-01,2027-03-01,1275146.25,Active,,Renewed
ENG-00414,C-0035,T-0091,ML Engineer,2025-08-01,2026-02-01,3206008.56,Active,,Completed
ENG-00415,C-0040,T-0254,Analytics Engineer,2024-02-01,2024-10-01,811225.81,Active,,Renewed
ENG-00416,C-0018,T-0338,ML Engineer,2024-10-01,2025-04-01,2428666.96,Active,,Completed
ENG-00417,C-0048,T-0187,BI Developer,2025-07-01,2026-02-01,1067940.88,Active,,Completed
ENG-00418,C-0045,T-0132,Analytics Engineer,2025-08-01,2026-07-01,2779993.11,Active,,Renewed
ENG-00419,C-0022,T-0254,Analytics Engineer,2024-03-01,2024-09-01,912746.64,Active,,Renewed
ENG-00420,C-0015,T-0178,Data Analyst,2026-01-01,2026-07-01,3458317.07,Terminated,2026-04-01,Early Termination
ENG-00421,C-0045,T-0201,BI Developer,2024-11-01,2025-10-01,922499.77,Terminated,2025-05-01,Early Termination
ENG-00422,C-0041,T-0175,Data Analyst,2025-07-01,2026-07-01,1769898.69,Active,,Renewed
ENG-00423,C-0011,T-0152,Data Engineer,2025-08-01,2026-04-01,3103884.01,Active,,Completed
ENG-00424,C-0016,T-0359,Analytics Engineer,2024-03-01,2024-11-01,1326783.72,Terminated,2024-06-01,Early Termination
ENG-00425,C-0030,T-0231,AI Engineer,2025-03-01,2025-11-01,2295634.9,Active,,Completed
ENG-00426,C-0031,T-0234,ML Engineer,2025-12-01,2026-12-01,2751859.79,Active,,Renewed
ENG-00427,C-0010,T-0327,Data Engineer,2025-04-01,2025-12-01,1769694.36,Active,,Renewed
ENG-00428,C-0057,T-0181,BI Developer,2026-02-01,2027-01-01,1034903.59,Terminated,2026-11-01,Early Termination
ENG-00429,C-0024,T-0051,AI Engineer,2025-12-01,2026-08-01,1745249.58,Active,,Completed
ENG-00430,C-0023,T-0427,ML Engineer,2024-12-01,2025-07-01,2047961.73,Terminated,2025-03-01,Early Termination
ENG-00431,C-0004,T-0028,Data Scientist,2024-01-01,2024-12-01,1265228.94,Active,,Renewed
ENG-00432,C-0053,T-0286,Data Scientist,2026-06-01,2027-04-01,1798781.72,Active,,Completed
ENG-00433,C-0015,T-0133,Data Scientist,2025-12-01,2026-07-01,1318124.31,Active,,Renewed
ENG-00434,C-0060,T-0107,BI Developer,2026-08-01,2027-04-01,838224.17,Active,,Completed
ENG-00435,C-0030,T-0021,AI Engineer,2025-07-01,2026-07-01,1557906.6,Active,,Renewed
ENG-00436,C-0053,T-0451,BI Developer,2026-02-01,2026-10-01,3456499.32,Active,,Renewed
ENG-00437,C-0011,T-0215,Analytics Engineer,2024-08-01,2025-02-01,1750291.04,Active,,Completed
ENG-00438,C-0010,T-0172,Data Engineer,2026-02-01,2026-10-01,2258044.55,Active,,Renewed
ENG-00439,C-0049,T-0371,AI Engineer,2025-04-01,2026-03-01,2129995.29,Active,,Renewed
ENG-00440,C-0050,T-0020,Analytics Engineer,2025-01-01,2025-07-01,1475245.25,Active,,Renewed
ENG-00441,C-0033,T-0283,Data Engineer,2025-07-01,2026-06-01,3441853.65,Active,,Completed
ENG-00442,C-0002,T-0248,ML Engineer,2024-02-01,2024-10-01,1769418.86,Active,,Completed
ENG-00443,C-0057,T-0277,BI Developer,2025-09-01,2026-03-01,1781068.18,Active,,Renewed
ENG-00444,C-0024,T-0062,AI Engineer,2024-12-01,2025-11-01,1094319.0,Active,,Renewed
ENG-00445,C-0057,T-0477,ML Engineer,2026-06-01,2027-06-01,2282083.88,Active,,Renewed
ENG-00446,C-0053,T-0120,AI Engineer,2025-10-01,2026-08-01,1195317.99,Terminated,2026-01-01,Early Termination
ENG-00447,C-0052,T-0340,Data Analyst,2025-11-01,2026-05-01,896485.18,Active,,Renewed
ENG-00448,C-0042,T-0374,Data Scientist,2025-10-01,2026-04-01,2388682.13,Active,,Renewed
ENG-00449,C-0041,T-0172,Data Engineer,2026-06-01,2027-05-01,973268.51,Active,,Renewed
ENG-00450,C-0032,T-0066,Data Analyst,2025-05-01,2026-03-01,1522508.21,Terminated,2026-01-01,Early Termination
ENG-00451,C-0002,T-0149,BI Developer,2025-06-01,2026-06-01,2363878.21,Terminated,2025-10-01,Early Termination
ENG-00452,C-0024,T-0404,ML Engineer,2025-09-01,2026-06-01,2203634.37,Active,,Completed
ENG-00453,C-0044,T-0454,BI Developer,2024-03-01,2025-01-01,3216010.79,Active,,Completed
ENG-00454,C-0049,T-0469,ML Engineer,2025-04-01,2026-04-01,1261803.76,Active,,Renewed
ENG-00455,C-0034,T-0114,ML Engineer,2025-11-01,2026-08-01,1971534.64,Terminated,2026-06-01,Early Termination
ENG-00456,C-0043,T-0304,Data Engineer,2025-01-01,2025-08-01,3596583.53,Active,,Completed
ENG-00457,C-0002,T-0076,Analytics Engineer,2024-11-01,2025-05-01,787381.09,Active,,Renewed
ENG-00458,C-0029,T-0356,AI Engineer,2026-01-01,2026-07-01,1257230.66,Active,,Renewed
ENG-00459,C-0031,T-0208,BI Developer,2024-06-01,2024-12-01,2213749.99,Active,,Completed
ENG-00460,C-0054,T-0357,Analytics Engineer,2025-06-01,2025-12-01,994284.73,Active,,Renewed
ENG-00461,C-0019,T-0343,Data Analyst,2024-07-01,2025-07-01,1522492.36,Active,,Completed
ENG-00462,C-0014,T-0497,AI Engineer,2025-12-01,2026-09-01,1275837.99,Active,,Renewed
ENG-00463,C-0022,T-0245,ML Engineer,2025-07-01,2026-04-01,986502.73,Active,,Renewed
ENG-00464,C-0011,T-0171,Data Engineer,2025-09-01,2026-05-01,2595254.08,Active,,Renewed
ENG-00465,C-0034,T-0264,BI Developer,2025-10-01,2026-09-01,2954444.04,Active,,Completed
ENG-00466,C-0039,T-0082,Data Analyst,2024-01-01,2024-09-01,2745350.72,Terminated,2024-06-01,Early Termination
ENG-00467,C-0049,T-0056,ML Engineer,2024-05-01,2025-05-01,2066001.05,Active,,Renewed
ENG-00468,C-0059,T-0260,Data Scientist,2025-05-01,2026-05-01,930066.79,Active,,Completed
ENG-00469,C-0005,T-0413,Data Engineer,2025-09-01,2026-09-01,2824296.75,Active,,Renewed
ENG-00470,C-0015,T-0267,ML Engineer,2024-01-01,2024-09-01,2016081.79,Active,,Completed
ENG-00471,C-0019,T-0391,AI Engineer,2026-04-01,2027-01-01,1866170.47,Active,,Completed
ENG-00472,C-0015,T-0089,Data Analyst,2024-04-01,2025-04-01,983001.75,Terminated,2025-02-01,Early Termination
ENG-00473,C-0050,T-0225,Data Analyst,2024-11-01,2025-05-01,1355541.83,Active,,Completed
ENG-00474,C-0009,T-0307,ML Engineer,2025-02-01,2025-11-01,1565577.76,Active,,Renewed
ENG-00475,C-0002,T-0174,Data Analyst,2024-10-01,2025-10-01,1028534.17,Active,,Completed
ENG-00476,C-0052,T-0008,Data Scientist,2025-06-01,2026-03-01,2576211.63,Terminated,2025-09-01,Early Termination
ENG-00477,C-0058,T-0037,ML Engineer,2024-07-01,2025-07-01,2160807.77,Active,,Renewed
ENG-00478,C-0014,T-0464,Data Engineer,2024-10-01,2025-04-01,826085.25,Terminated,2025-02-01,Early Termination
ENG-00479,C-0020,T-0303,Data Engineer,2025-12-01,2026-08-01,1104218.4,Active,,Completed
ENG-00480,C-0031,T-0133,Data Scientist,2026-04-01,2027-04-01,922388.9,Active,,Completed
ENG-00481,C-0032,T-0130,AI Engineer,2026-08-01,2027-07-01,2536335.95,Terminated,2026-11-01,Early Termination
ENG-00482,C-0060,T-0020,Analytics Engineer,2026-07-01,2027-05-01,1207827.53,Active,,Renewed
ENG-00483,C-0025,T-0473,AI Engineer,2024-10-01,2025-06-01,898607.0,Terminated,2025-02-01,Early Termination
ENG-00484,C-0001,T-0055,ML Engineer,2024-05-01,2025-05-01,1527641.17,Active,,Renewed
ENG-00485,C-0026,T-0380,Data Analyst,2024-06-01,2025-04-01,2985695.99,Active,,Renewed
ENG-00486,C-0034,T-0121,AI Engineer,2026-02-01,2026-11-01,1378513.48,Active,,Completed
ENG-00487,C-0032,T-0168,Data Engineer,2024-10-01,2025-10-01,1209905.2,Terminated,2025-04-01,Early Termination
ENG-00488,C-0031,T-0137,AI Engineer,2024-07-01,2025-05-01,2125987.0,Active,,Renewed
ENG-00489,C-0056,T-0413,Data Engineer,2025-04-01,2026-03-01,1948427.54,Terminated,2025-12-01,Early Termination
ENG-00490,C-0049,T-0017,Analytics Engineer,2024-08-01,2025-02-01,1069394.5,Active,,Completed
ENG-00491,C-0016,T-0177,BI Developer,2024-07-01,2025-04-01,1444237.84,Active,,Renewed
ENG-00492,C-0022,T-0140,Data Engineer,2024-12-01,2025-06-01,1053280.77,Active,,Renewed
ENG-00493,C-0041,T-0137,AI Engineer,2024-07-01,2025-03-01,884892.2,Active,,Renewed
ENG-00494,C-0025,T-0097,BI Developer,2025-12-01,2026-07-01,1178494.16,Active,,Renewed
ENG-00495,C-0026,T-0457,AI Engineer,2024-08-01,2025-07-01,2579442.83,Active,,Renewed
ENG-00496,C-0011,T-0190,AI Engineer,2026-02-01,2027-02-01,2263012.26,Active,,Renewed
ENG-00497,C-0016,T-0210,Data Scientist,2026-06-01,2027-04-01,1307877.29,Terminated,2027-02-01,Early Termination
ENG-00498,C-0045,T-0193,AI Engineer,2026-06-01,2027-06-01,870590.97,Active,,Renewed
ENG-00499,C-0051,T-0491,AI Engineer,2025-04-01,2025-12-01,2111712.52,Active,,Renewed
ENG-00500,C-0048,T-0170,Data Analyst,2024-10-01,2025-09-01,2352328.14,Active,,Renewed
ENG-00501,C-0019,T-0171,Data Engineer,2025-10-01,2026-08-01,958964.4,Terminated,2026-06-01,Early Termination
ENG-00502,C-0009,T-0164,BI Developer,2024-01-01,2024-07-01,1066910.14,Terminated,2024-05-01,Early Termination
ENG-00503,C-0010,T-0164,BI Developer,2025-12-01,2026-06-01,1717913.44,Active,,Renewed
ENG-00504,C-0024,T-0045,ML Engineer,2026-08-01,2027-06-01,2715362.46,Active,,Completed
