engagement_id,as_of_date,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs,health_band,churn_next_90d
ENG-00366,2025-12-01,74.12,79.74,80.23,66.49,44.54,69.41,Watch,0
ENG-00366,2026-01-01,73.26,79.94,97.98,79.28,49.98,75.79,Watch,0
ENG-00366,2026-02-01,75.9,77.86,94.18,66.8,52.82,73.97,Watch,0
ENG-00366,2026-03-01,75.85,72.64,65.55,74.09,55.07,68.73,Watch,0
ENG-00366,2026-04-01,70.59,62.17,85.11,70.11,48.8,67.38,Watch,0
ENG-00366,2026-05-01,70.24,50.81,49.76,72.47,53.97,59.34,Critical,1
ENG-00366,2026-06-01,64.55,59.98,68.78,60.42,32.28,57.41,Critical,1
ENG-00366,2026-07-01,62.84,50.61,50.52,58.36,20.39,48.77,Critical,1
ENG-00367,2025-12-01,71.76,76.87,87.4,64.67,57.46,71.99,Watch,0
ENG-00367,2026-01-01,77.22,76.7,85.36,71.67,58.09,74.09,Watch,0
ENG-00367,2026-02-01,72.19,81.61,88.36,76.23,59.55,75.39,Watch,0
ENG-00367,2026-03-01,77.32,78.53,67.43,75.27,61.05,72.02,Watch,0
ENG-00367,2026-04-01,73.95,78.06,97.51,79.47,50.77,75.68,Watch,0
ENG-00367,2026-05-01,66.58,83.18,85.53,78.2,54.44,73.0,Watch,0
ENG-00367,2026-06-01,81.84,80.4,88.11,68.59,65.38,77.53,Watch,0
ENG-00367,2026-07-01,76.46,72.31,88.81,75.61,55.49,73.78,Watch,0
ENG-00367,2026-08-01,80.11,72.46,79.07,70.09,51.46,71.14,Watch,0
ENG-00368,2024-09-01,73.72,75.14,100.0,87.16,57.35,78.0,Watch,0
ENG-00368,2024-10-01,88.1,88.24,56.27,80.18,55.82,74.12,Watch,0
ENG-00368,2024-11-01,77.89,81.45,78.03,81.92,71.24,77.91,Watch,0
ENG-00368,2024-12-01,81.04,80.81,90.79,71.2,61.11,77.48,Watch,0
ENG-00368,2025-01-01,82.53,83.77,100.0,62.74,61.73,79.14,Watch,0
ENG-00368,2025-02-01,77.09,76.35,69.36,72.76,69.08,73.15,Watch,0
ENG-00368,2025-03-01,72.98,86.29,77.95,75.81,57.52,73.97,Watch,0
ENG-00368,2025-04-01,79.58,81.2,78.24,74.17,64.4,75.79,Watch,0
ENG-00368,2025-05-01,74.28,83.86,95.26,77.75,55.92,77.24,Watch,0
ENG-00369,2025-12-01,74.83,78.77,89.39,63.61,63.77,74.64,Watch,0
ENG-00369,2026-01-01,77.77,78.7,81.56,70.09,64.65,74.94,Watch,0
ENG-00369,2026-02-01,76.18,77.28,59.91,71.68,51.91,67.62,Watch,0
ENG-00369,2026-03-01,76.82,76.81,66.88,73.14,41.4,67.19,Watch,0
ENG-00369,2026-04-01,75.0,78.36,62.38,66.54,45.42,65.96,Watch,0
ENG-00369,2026-05-01,74.8,87.43,93.04,69.47,47.59,74.73,Watch,0
ENG-00369,2026-06-01,74.07,83.01,69.18,75.1,45.34,69.29,Watch,0
ENG-00369,2026-07-01,71.32,83.85,68.76,64.12,40.31,66.03,Watch,0
ENG-00369,2026-08-01,74.48,76.01,80.16,68.28,49.34,69.97,Watch,0
ENG-00370,2025-09-01,83.23,88.51,62.42,76.7,51.67,72.83,Watch,0
ENG-00370,2025-10-01,77.08,82.22,85.54,70.48,74.2,78.23,Watch,0
ENG-00370,2025-11-01,78.63,80.03,98.73,82.43,53.04,78.38,Watch,0
ENG-00370,2025-12-01,80.2,81.43,78.54,70.9,49.05,72.49,Watch,0
ENG-00370,2026-01-01,82.47,83.75,84.77,73.18,47.9,74.88,Watch,0
ENG-00370,2026-02-01,77.46,78.97,99.88,67.13,46.66,74.54,Watch,0
ENG-00370,2026-03-01,78.87,80.97,97.28,79.63,57.06,78.72,Watch,0
ENG-00370,2026-04-01,77.0,78.05,90.27,77.6,56.8,75.91,Watch,0
ENG-00370,2026-05-01,84.21,78.5,95.95,69.4,54.18,77.19,Watch,0
ENG-00371,2026-04-01,76.5,80.48,98.08,69.29,55.55,76.34,Watch,0
ENG-00371,2026-05-01,80.13,81.17,61.5,68.04,57.93,70.36,Watch,0
ENG-00371,2026-06-01,74.75,79.8,98.44,77.37,57.97,77.53,Watch,0
ENG-00371,2026-07-01,69.08,73.0,91.79,79.62,58.23,73.82,Watch,0
ENG-00371,2026-08-01,79.23,70.47,81.29,78.57,55.65,73.08,Watch,0
ENG-00372,2024-07-01,73.81,71.1,94.24,70.14,45.89,71.22,Watch,0
ENG-00372,2024-08-01,73.2,77.12,53.82,68.76,42.81,63.37,Watch,0
ENG-00372,2024-09-01,72.62,67.11,75.14,65.28,62.73,68.94,Watch,0
ENG-00372,2024-10-01,74.69,78.1,56.95,67.5,57.58,67.32,Watch,0
ENG-00372,2024-11-01,69.7,74.6,79.15,75.7,45.05,68.54,Watch,0
ENG-00372,2024-12-01,72.93,72.11,97.03,76.82,55.99,74.78,Watch,0
ENG-00372,2025-01-01,72.92,74.52,99.35,79.84,44.09,73.8,Watch,0
ENG-00372,2025-02-01,71.48,78.0,58.79,77.51,51.4,67.14,Watch,0
ENG-00372,2025-03-01,75.2,76.24,95.05,76.72,50.73,74.71,Watch,0
ENG-00372,2025-04-01,72.14,79.33,92.63,80.14,48.86,74.22,Watch,0
ENG-00372,2025-05-01,72.24,73.35,94.67,75.57,53.36,73.67,Watch,0
ENG-00373,2026-04-01,80.06,83.66,92.9,71.68,67.31,79.54,Watch,0
ENG-00373,2026-05-01,82.13,84.12,100.0,79.33,69.81,83.22,Healthy,0
ENG-00373,2026-06-01,82.04,80.9,77.84,75.98,57.63,75.18,Watch,0
ENG-00373,2026-07-01,74.67,80.86,84.91,78.23,54.13,74.38,Watch,0
ENG-00373,2026-08-01,83.15,78.68,90.34,69.05,57.8,76.51,Watch,0
ENG-00374,2026-02-01,78.47,83.49,81.25,76.26,68.0,77.61,Watch,0
ENG-00374,2026-03-01,78.45,87.24,58.98,85.26,51.14,71.87,Watch,0
ENG-00374,2026-04-01,76.19,88.02,94.79,67.59,56.03,76.96,Watch,0
ENG-00374,2026-05-01,77.94,83.03,82.41,78.88,58.4,76.08,Watch,0
ENG-00374,2026-06-01,78.32,81.9,96.62,77.84,59.08,78.78,Watch,0
ENG-00374,2026-07-01,71.3,79.82,96.42,77.44,57.52,76.19,Watch,0
ENG-00374,2026-08-01,78.22,77.91,90.55,72.15,61.9,76.45,Watch,0
ENG-00375,2026-05-01,77.23,74.99,88.67,73.69,40.51,71.19,Watch,0
ENG-00375,2026-06-01,71.83,82.95,97.26,67.42,54.65,75.04,Watch,0
ENG-00375,2026-07-01,81.72,78.13,85.95,65.95,63.79,75.9,Watch,0
ENG-00375,2026-08-01,71.48,74.83,83.12,69.72,52.67,70.45,Watch,0
ENG-00376,2024-06-01,71.87,70.28,81.57,72.17,39.23,67.01,Watch,0
ENG-00376,2024-07-01,72.74,70.97,91.35,70.6,31.08,67.46,Watch,0
ENG-00376,2024-08-01,61.39,61.59,83.45,69.01,43.25,63.36,Watch,1
ENG-00376,2024-09-01,60.97,55.94,70.14,68.21,33.7,57.43,Critical,1
ENG-00376,2024-10-01,58.92,52.32,61.96,67.37,26.91,53.07,Critical,1
ENG-00377,2025-11-01,64.77,59.52,93.05,66.06,38.72,64.36,Watch,0
ENG-00377,2025-12-01,69.0,61.34,88.27,69.49,50.03,67.6,Watch,0
ENG-00377,2026-01-01,73.12,64.58,52.24,72.63,40.82,60.7,Watch,0
ENG-00377,2026-02-01,68.7,62.92,77.59,77.7,40.9,65.11,Watch,0
ENG-00377,2026-03-01,68.79,71.45,85.17,68.29,38.85,66.54,Watch,0
ENG-00377,2026-04-01,68.78,64.88,54.58,58.49,44.68,58.79,Critical,0
ENG-00377,2026-05-01,67.46,63.16,58.12,67.15,46.66,60.52,Watch,0
ENG-00377,2026-06-01,67.91,70.61,57.47,68.05,41.57,61.11,Watch,0
ENG-00378,2024-10-01,82.32,82.58,82.15,69.88,62.53,76.51,Watch,0
ENG-00378,2024-11-01,85.52,88.86,95.38,76.85,64.39,82.63,Healthy,0
ENG-00378,2024-12-01,84.45,93.45,100.0,74.98,60.82,83.22,Healthy,0
ENG-00378,2025-01-01,79.55,81.45,90.59,74.04,64.19,78.24,Watch,0
ENG-00378,2025-02-01,83.29,86.65,66.98,81.65,56.59,75.11,Watch,0
ENG-00378,2025-03-01,81.15,90.94,97.6,66.45,61.86,80.34,Healthy,0
ENG-00378,2025-04-01,83.8,87.48,87.83,72.65,60.1,78.93,Watch,0
ENG-00378,2025-05-01,77.77,89.36,94.44,73.23,68.55,80.89,Healthy,0
ENG-00379,2026-06-01,73.88,73.04,79.23,69.7,61.63,71.71,Watch,0
ENG-00379,2026-07-01,71.43,81.74,92.94,66.77,52.29,73.27,Watch,0
ENG-00379,2026-08-01,67.54,78.36,56.38,69.27,58.01,65.82,Watch,0
ENG-00380,2025-05-01,90.08,93.16,97.22,74.15,71.61,86.04,Healthy,0
ENG-00380,2025-06-01,84.97,86.56,97.73,79.97,71.21,84.34,Healthy,0
ENG-00380,2025-07-01,77.58,92.04,98.36,77.11,65.61,82.16,Healthy,0
ENG-00380,2025-08-01,82.92,89.61,94.02,81.79,75.77,84.88,Healthy,0
ENG-00380,2025-09-01,87.6,96.38,99.82,85.97,67.4,87.51,Healthy,0
ENG-00380,2025-10-01,84.25,84.48,90.52,80.88,54.32,79.06,Watch,0
ENG-00380,2025-11-01,84.11,89.79,80.2,81.04,67.76,80.73,Healthy,0
ENG-00380,2025-12-01,84.24,92.62,99.45,69.23,68.49,83.56,Healthy,0
ENG-00380,2026-01-01,83.86,89.02,89.35,80.07,71.02,82.85,Healthy,0
ENG-00380,2026-02-01,87.41,89.21,100.0,84.08,69.85,86.28,Healthy,0
ENG-00380,2026-03-01,85.12,82.9,92.5,77.77,80.58,84.14,Healthy,0
ENG-00381,2024-07-01,81.29,81.98,70.49,67.94,47.89,70.59,Watch,0
ENG-00381,2024-08-01,73.62,82.98,69.07,68.84,60.98,71.34,Watch,0
ENG-00381,2024-09-01,75.0,82.03,94.83,80.87,52.41,76.73,Watch,0
ENG-00381,2024-10-01,71.36,76.28,90.23,75.18,52.76,72.97,Watch,0
ENG-00381,2024-11-01,73.44,77.76,73.76,62.31,46.69,67.35,Watch,0
ENG-00381,2024-12-01,75.37,69.82,65.91,75.33,58.43,68.97,Watch,0
ENG-00381,2025-01-01,66.9,74.46,54.78,71.55,52.69,63.84,Watch,0
ENG-00382,2024-06-01,81.48,79.31,78.57,73.11,57.8,74.47,Watch,0
ENG-00382,2024-07-01,79.4,80.33,89.68,79.98,53.22,76.5,Watch,0
ENG-00382,2024-08-01,76.98,81.12,99.05,70.11,66.98,79.19,Watch,0
ENG-00382,2024-09-01,80.65,80.7,80.62,87.55,53.64,76.29,Watch,0
ENG-00382,2024-10-01,76.64,85.62,97.7,75.61,59.65,79.09,Watch,0
ENG-00382,2024-11-01,81.03,78.17,90.52,79.48,66.07,79.13,Watch,0
ENG-00382,2024-12-01,77.81,77.33,76.7,72.99,63.5,73.91,Watch,0
ENG-00382,2025-01-01,79.39,84.11,83.79,67.54,70.77,77.71,Watch,0
ENG-00382,2025-02-01,87.56,91.39,93.13,82.55,61.07,83.39,Healthy,0
ENG-00382,2025-03-01,85.0,84.08,96.3,75.89,58.0,80.31,Healthy,0
ENG-00382,2025-04-01,83.57,87.93,82.62,70.9,61.71,77.98,Watch,0
ENG-00382,2025-05-01,76.75,85.36,90.76,75.26,57.54,77.21,Watch,0
ENG-00382,2025-06-01,76.08,80.87,79.03,75.76,53.03,72.97,Watch,0
ENG-00383,2025-12-01,62.82,55.08,44.47,74.98,31.82,53.23,Critical,0
ENG-00383,2026-01-01,61.63,52.1,82.84,70.13,26.86,58.29,Critical,0
ENG-00383,2026-02-01,67.46,65.46,80.58,65.77,34.24,62.79,Watch,0
ENG-00383,2026-03-01,56.11,59.26,78.79,70.51,34.81,59.18,Critical,0
ENG-00383,2026-04-01,66.25,55.53,49.67,70.01,35.09,55.12,Critical,0
ENG-00383,2026-05-01,63.14,62.67,57.64,73.68,39.36,58.77,Critical,0
ENG-00383,2026-06-01,57.18,56.87,65.15,62.35,37.1,55.47,Critical,0
ENG-00383,2026-07-01,69.11,67.3,66.18,71.82,40.12,62.77,Watch,0
ENG-00383,2026-08-01,63.9,62.79,51.84,72.63,33.49,56.49,Critical,0
ENG-00384,2026-03-01,83.77,85.55,100.0,78.15,72.28,84.23,Healthy,0
ENG-00384,2026-04-01,79.8,81.52,88.55,73.84,72.87,79.61,Watch,0
ENG-00384,2026-05-01,85.37,90.62,96.96,77.77,76.05,85.73,Healthy,0
ENG-00384,2026-06-01,83.01,90.25,95.28,78.15,65.96,82.77,Healthy,0
ENG-00384,2026-07-01,83.64,84.85,99.4,74.22,68.44,82.58,Healthy,0
ENG-00384,2026-08-01,87.44,80.89,100.0,76.93,61.24,81.83,Healthy,0
ENG-00385,2024-09-01,75.91,84.34,82.12,77.62,51.28,74.17,Watch,0
ENG-00385,2024-10-01,80.2,77.6,77.45,75.45,55.59,73.49,Watch,0
ENG-00385,2024-11-01,76.54,77.97,86.37,71.06,56.44,73.95,Watch,0
ENG-00385,2024-12-01,75.62,68.68,91.94,70.96,38.44,69.36,Watch,1
ENG-00385,2025-01-01,69.18,61.89,57.87,73.7,39.9,60.28,Watch,1
ENG-00385,2025-02-01,69.41,64.49,78.23,73.97,41.06,65.2,Watch,1
ENG-00385,2025-03-01,63.08,57.66,71.11,67.64,42.18,60.1,Watch,1
ENG-00386,2025-12-01,85.02,83.15,94.79,83.71,60.42,81.48,Healthy,0
ENG-00386,2026-01-01,74.68,81.43,92.75,73.96,69.13,78.43,Watch,0
ENG-00386,2026-02-01,82.57,81.7,92.5,65.57,62.26,77.77,Watch,0
ENG-00386,2026-03-01,82.44,81.62,85.88,74.36,68.94,79.05,Watch,0
ENG-00386,2026-04-01,80.15,88.09,95.67,67.73,68.22,80.59,Healthy,0
ENG-00386,2026-05-01,83.55,83.64,100.0,71.04,81.74,84.62,Healthy,0
ENG-00386,2026-06-01,81.28,86.19,90.74,84.9,53.86,79.21,Watch,0
ENG-00386,2026-07-01,78.02,81.65,80.11,69.96,62.51,74.85,Watch,0
ENG-00386,2026-08-01,83.34,80.02,95.4,71.9,56.06,77.92,Watch,0
ENG-00387,2026-04-01,84.68,92.62,100.0,67.77,71.29,84.12,Healthy,0
ENG-00387,2026-05-01,81.61,84.94,77.7,65.15,71.01,76.91,Watch,0
ENG-00387,2026-06-01,79.54,87.81,99.36,76.45,73.64,83.51,Healthy,0
ENG-00387,2026-07-01,83.12,89.59,99.6,68.54,71.73,83.25,Healthy,0
ENG-00387,2026-08-01,82.64,79.91,90.86,75.21,71.67,80.43,Healthy,0
ENG-00388,2024-03-01,87.36,88.55,89.25,77.93,69.82,83.05,Healthy,0
ENG-00388,2024-04-01,82.75,82.18,96.07,76.17,70.21,81.8,Healthy,0
ENG-00388,2024-05-01,78.72,82.95,97.79,67.84,61.59,78.32,Watch,0
ENG-00388,2024-06-01,74.84,63.55,71.67,77.39,49.45,67.25,Watch,1
ENG-00388,2024-07-01,70.78,64.58,65.44,75.38,49.61,64.93,Watch,1
ENG-00388,2024-08-01,65.75,66.03,91.06,69.78,41.42,66.61,Watch,1
ENG-00389,2024-08-01,76.53,71.91,68.16,73.98,49.29,68.1,Watch,0
ENG-00389,2024-09-01,69.21,71.54,98.0,71.53,43.68,70.68,Watch,0
ENG-00389,2024-10-01,65.69,68.64,55.0,68.38,47.51,60.91,Watch,1
ENG-00389,2024-11-01,66.8,54.06,49.88,59.0,30.44,52.43,Critical,1
ENG-00389,2024-12-01,51.99,45.27,38.0,66.51,28.05,45.24,Critical,1
ENG-00390,2024-01-01,74.81,89.51,85.89,67.57,54.09,74.74,Watch,0
ENG-00390,2024-02-01,81.6,73.1,58.0,68.68,52.07,67.34,Watch,1
ENG-00390,2024-03-01,67.05,64.29,90.65,67.16,41.55,66.13,Watch,1
ENG-00390,2024-04-01,61.42,59.68,64.93,62.84,25.3,54.76,Critical,1
ENG-00391,2024-10-01,80.88,80.35,100.0,67.44,66.21,79.65,Watch,0
ENG-00391,2024-11-01,82.06,91.26,82.35,75.84,67.05,80.02,Healthy,0
ENG-00391,2024-12-01,84.19,80.55,100.0,82.46,61.02,81.73,Healthy,0
ENG-00391,2025-01-01,80.18,91.39,96.27,76.43,73.97,83.84,Healthy,0
ENG-00391,2025-02-01,81.07,86.62,98.1,83.2,56.99,81.09,Healthy,0
ENG-00391,2025-03-01,78.51,81.65,80.88,79.75,63.81,76.86,Watch,0
ENG-00391,2025-04-01,77.6,87.12,81.25,73.28,69.84,78.03,Watch,0
ENG-00391,2025-05-01,81.51,81.02,100.0,76.06,61.41,80.27,Healthy,0
ENG-00391,2025-06-01,78.33,83.2,86.56,76.33,70.42,79.07,Watch,0
ENG-00391,2025-07-01,87.85,80.87,91.3,72.5,61.32,79.53,Watch,0
ENG-00391,2025-08-01,84.72,92.16,89.51,72.97,49.67,78.39,Watch,0
ENG-00391,2025-09-01,80.04,88.7,74.96,82.68,73.59,79.86,Watch,0
ENG-00392,2024-08-01,87.51,87.72,97.51,80.01,66.47,84.22,Healthy,0
ENG-00392,2024-09-01,87.65,91.21,96.76,69.44,77.48,85.42,Healthy,0
ENG-00392,2024-10-01,87.92,90.17,100.0,80.07,68.86,85.8,Healthy,0
ENG-00392,2024-11-01,88.78,82.65,99.93,75.04,70.53,84.07,Healthy,0
ENG-00392,2024-12-01,84.49,88.28,100.0,73.76,80.13,85.87,Healthy,0
ENG-00392,2025-01-01,89.38,90.43,98.62,87.74,64.42,86.2,Healthy,0
ENG-00392,2025-02-01,91.13,92.27,96.05,77.56,72.07,86.5,Healthy,0
ENG-00392,2025-03-01,85.42,84.1,100.0,76.92,68.35,83.38,Healthy,0
ENG-00392,2025-04-01,85.7,90.85,100.0,74.25,67.53,84.24,Healthy,0
ENG-00392,2025-05-01,93.44,85.72,98.28,87.89,72.99,87.94,Healthy,0
ENG-00392,2025-06-01,83.35,93.81,97.83,79.55,72.87,85.67,Healthy,0
ENG-00392,2025-07-01,83.18,96.11,100.0,81.64,59.11,84.09,Healthy,0
ENG-00393,2026-06-01,64.29,61.44,44.94,73.82,40.21,56.46,Critical,0
ENG-00393,2026-07-01,54.74,49.42,81.46,59.37,30.27,54.82,Critical,1
ENG-00393,2026-08-01,56.21,55.44,42.28,74.61,23.55,49.5,Critical,1
ENG-00393,2026-09-01,51.69,47.03,33.16,62.1,21.28,42.53,Critical,1
ENG-00394,2025-09-01,74.05,74.31,78.45,78.58,65.3,73.91,Watch,0
ENG-00394,2025-10-01,68.71,70.44,61.88,68.07,41.45,62.14,Watch,1
ENG-00394,2025-11-01,67.68,65.28,58.21,74.07,26.89,58.11,Critical,1
ENG-00394,2025-12-01,64.93,48.65,53.43,74.68,8.91,49.63,Critical,1
ENG-00395,2026-07-01,71.32,80.07,68.13,70.3,56.12,69.24,Watch,0
ENG-00395,2026-08-01,75.08,84.18,96.87,75.66,65.32,79.39,Watch,0
ENG-00396,2026-06-01,77.67,82.59,96.96,81.56,56.36,78.83,Watch,0
ENG-00396,2026-07-01,81.94,89.56,100.0,71.45,72.0,83.51,Healthy,0
ENG-00396,2026-08-01,79.59,85.82,93.61,80.65,66.87,81.25,Healthy,0
ENG-00396,2026-09-01,78.14,87.39,77.37,76.43,65.88,77.13,Watch,0
ENG-00396,2026-10-01,77.51,84.1,100.0,70.51,62.3,79.23,Watch,0
ENG-00396,2026-11-01,79.19,77.01,58.85,67.31,52.42,67.55,Watch,0
ENG-00396,2026-12-01,75.95,74.11,82.19,81.3,55.3,73.5,Watch,1
ENG-00396,2027-01-01,72.61,69.58,54.24,61.46,43.22,60.78,Watch,1
ENG-00396,2027-02-01,66.75,58.94,44.2,68.93,42.12,56.08,Critical,1
ENG-00397,2024-12-01,75.13,81.05,57.78,64.79,61.83,68.63,Watch,0
ENG-00397,2025-01-01,73.31,74.06,75.4,66.45,60.32,70.25,Watch,0
ENG-00397,2025-02-01,79.15,74.67,89.48,74.93,53.8,74.62,Watch,0
ENG-00397,2025-03-01,75.91,68.81,79.7,69.29,53.32,69.74,Watch,0
ENG-00397,2025-04-01,71.49,66.46,87.55,59.53,52.57,68.12,Watch,0
ENG-00397,2025-05-01,68.6,67.11,76.86,70.17,39.37,64.34,Watch,1
ENG-00397,2025-06-01,68.04,55.36,45.08,77.37,25.65,53.83,Critical,1
ENG-00397,2025-07-01,56.7,53.38,42.74,70.17,27.61,49.45,Critical,1
ENG-00398,2024-02-01,73.46,76.75,96.57,73.34,61.74,76.38,Watch,0
ENG-00398,2024-03-01,68.94,76.37,49.81,65.99,51.01,62.57,Watch,0
ENG-00398,2024-04-01,67.0,66.9,53.78,65.68,37.86,58.31,Critical,1
ENG-00398,2024-05-01,62.46,48.49,53.34,67.01,26.68,51.37,Critical,1
ENG-00398,2024-06-01,51.77,44.83,56.19,62.8,22.13,46.99,Critical,1
ENG-00399,2025-07-01,77.41,74.61,93.39,84.8,54.27,76.53,Watch,0
ENG-00399,2025-08-01,71.82,75.26,74.91,75.32,59.81,71.25,Watch,0
ENG-00399,2025-09-01,76.72,72.96,79.2,70.34,61.13,72.39,Watch,0
ENG-00399,2025-10-01,72.49,83.07,75.43,66.69,53.46,70.52,Watch,0
ENG-00399,2025-11-01,69.69,81.26,67.56,71.07,50.65,67.97,Watch,0
ENG-00399,2025-12-01,78.83,78.59,96.76,67.79,59.64,76.87,Watch,0
ENG-00399,2026-01-01,68.36,87.4,94.86,75.29,58.05,76.45,Watch,0
ENG-00399,2026-02-01,74.42,75.82,70.51,78.27,37.17,67.05,Watch,0
ENG-00399,2026-03-01,80.24,83.01,75.69,67.12,56.62,73.19,Watch,0
ENG-00399,2026-04-01,73.47,83.75,55.5,65.69,60.85,68.24,Watch,0
ENG-00399,2026-05-01,73.68,80.1,55.73,73.08,53.74,67.29,Watch,0
ENG-00400,2026-04-01,74.25,75.35,81.72,60.89,49.74,69.06,Watch,0
ENG-00400,2026-05-01,79.93,71.6,84.61,73.16,51.97,72.59,Watch,0
ENG-00400,2026-06-01,66.57,77.34,93.91,73.09,49.64,71.79,Watch,0
ENG-00400,2026-07-01,74.39,76.2,98.33,72.07,51.25,74.56,Watch,0
ENG-00400,2026-08-01,74.98,79.61,76.05,76.96,42.23,69.87,Watch,0
ENG-00401,2024-04-01,73.57,76.21,100.0,68.08,46.14,73.07,Watch,0
ENG-00401,2024-05-01,77.9,75.69,92.18,72.93,46.72,73.33,Watch,0
ENG-00401,2024-06-01,77.06,76.23,86.21,76.89,57.77,74.84,Watch,0
ENG-00401,2024-07-01,73.38,80.46,76.24,76.43,66.82,74.51,Watch,0
ENG-00401,2024-08-01,74.66,72.7,88.33,79.49,52.33,73.26,Watch,0
ENG-00401,2024-09-01,79.72,73.6,81.2,73.29,55.66,73.02,Watch,0
ENG-00401,2024-10-01,80.77,77.65,95.13,74.34,49.26,75.75,Watch,0
ENG-00401,2024-11-01,78.94,77.03,74.22,72.82,51.91,71.29,Watch,0
ENG-00401,2024-12-01,78.06,85.53,100.0,77.64,61.0,80.47,Healthy,0
ENG-00401,2025-01-01,76.77,78.19,83.22,80.8,58.32,75.26,Watch,0
ENG-00401,2025-02-01,78.93,82.76,92.45,79.68,72.64,81.25,Healthy,0
ENG-00401,2025-03-01,78.48,83.89,82.11,73.52,62.67,76.38,Watch,0
ENG-00402,2025-11-01,81.53,82.99,98.99,66.36,61.58,79.05,Watch,0
ENG-00402,2025-12-01,81.28,83.66,51.12,69.04,54.24,68.48,Watch,0
ENG-00402,2026-01-01,84.48,80.47,79.29,71.48,66.49,77.09,Watch,0
ENG-00402,2026-02-01,81.77,86.16,82.87,69.53,58.37,76.35,Watch,0
ENG-00402,2026-03-01,86.16,95.49,98.23,66.17,69.4,84.09,Healthy,0
ENG-00402,2026-04-01,75.78,82.54,96.4,71.34,59.56,77.35,Watch,0
ENG-00402,2026-05-01,80.52,82.9,81.13,73.75,69.96,77.99,Watch,0
ENG-00402,2026-06-01,79.8,82.01,94.65,78.22,66.23,80.26,Healthy,0
ENG-00403,2026-02-01,80.76,74.15,81.44,76.68,58.71,74.55,Watch,0
ENG-00403,2026-03-01,70.89,72.84,91.93,66.9,54.63,71.64,Watch,0
ENG-00403,2026-04-01,83.19,81.37,80.88,72.07,69.1,77.88,Watch,0
ENG-00403,2026-05-01,78.28,75.84,83.68,68.0,50.19,71.71,Watch,0
ENG-00403,2026-06-01,76.26,77.61,95.74,82.54,56.1,77.33,Watch,0
ENG-00403,2026-07-01,74.16,75.29,75.29,68.87,41.83,67.35,Watch,0
ENG-00403,2026-08-01,77.95,75.7,85.08,61.94,60.17,72.97,Watch,0
ENG-00404,2025-06-01,80.08,96.68,100.0,74.1,75.51,85.57,Healthy,0
ENG-00404,2025-07-01,79.66,88.14,98.81,72.42,69.08,81.98,Healthy,0
ENG-00404,2025-08-01,77.38,83.74,85.86,63.5,62.68,75.33,Watch,0
ENG-00404,2025-09-01,82.52,88.58,91.8,75.74,58.72,79.81,Watch,0
ENG-00404,2025-10-01,82.38,84.17,97.66,72.64,67.8,81.42,Healthy,0
ENG-00404,2025-11-01,77.34,82.49,85.94,76.99,62.57,77.09,Watch,0
ENG-00404,2025-12-01,83.8,86.59,96.16,67.2,63.32,80.24,Healthy,0
ENG-00405,2025-01-01,69.57,76.3,87.14,68.78,57.88,71.97,Watch,0
ENG-00405,2025-02-01,74.37,71.27,83.8,80.21,41.45,69.93,Watch,0
ENG-00405,2025-03-01,66.46,73.27,96.3,66.17,52.61,70.98,Watch,0
ENG-00405,2025-04-01,70.33,73.16,68.89,72.79,46.27,66.16,Watch,0
ENG-00405,2025-05-01,69.81,69.37,89.12,69.96,44.3,68.5,Watch,0
ENG-00405,2025-06-01,67.37,66.95,84.06,74.41,46.57,67.52,Watch,0
ENG-00405,2025-07-01,69.71,69.92,92.68,66.44,47.63,69.44,Watch,0
ENG-00406,2025-06-01,76.74,67.39,59.98,79.22,38.98,64.34,Watch,0
ENG-00406,2025-07-01,67.9,67.03,67.94,77.33,47.95,65.16,Watch,0
ENG-00406,2025-08-01,68.41,70.39,47.57,68.11,40.54,59.02,Critical,0
ENG-00406,2025-09-01,66.39,61.95,68.56,63.59,38.68,59.97,Critical,0
ENG-00406,2025-10-01,73.83,70.09,81.6,67.23,46.68,68.22,Watch,0
ENG-00406,2025-11-01,65.94,68.1,58.84,63.55,45.17,60.44,Watch,0
ENG-00406,2025-12-01,68.34,70.83,62.09,77.49,49.29,65.15,Watch,0
ENG-00406,2026-01-01,72.56,69.4,69.69,69.12,44.24,65.17,Watch,0
ENG-00406,2026-02-01,71.63,67.17,82.5,70.72,47.04,67.86,Watch,0
ENG-00406,2026-03-01,64.03,71.55,80.39,66.32,51.75,66.69,Watch,0
ENG-00406,2026-04-01,67.0,67.74,61.85,80.16,49.5,64.59,Watch,0
ENG-00406,2026-05-01,69.54,68.76,65.19,67.31,46.15,63.5,Watch,0
ENG-00407,2025-02-01,77.32,82.58,93.66,68.8,43.16,73.53,Watch,0
ENG-00407,2025-03-01,78.88,79.02,96.88,85.94,64.67,80.73,Healthy,0
ENG-00407,2025-04-01,73.76,80.84,90.68,70.44,65.67,76.45,Watch,0
ENG-00407,2025-05-01,76.41,82.01,91.36,73.99,54.23,75.72,Watch,0
ENG-00407,2025-06-01,80.33,77.81,78.08,78.73,64.08,75.89,Watch,0
ENG-00407,2025-07-01,72.69,85.91,92.4,73.5,53.51,75.56,Watch,0
ENG-00407,2025-08-01,74.93,76.88,90.96,74.44,55.91,74.65,Watch,0
ENG-00407,2025-09-01,69.48,76.78,93.79,80.69,53.51,74.29,Watch,0
