engagement_id,review_date,technical_score,delivery_score,communication_score,overall_score
ENG-00145,2026-05-01,83.21,69.33,67.47,80.35
ENG-00145,2026-06-01,78.23,88.29,90.95,80.87
ENG-00145,2026-07-01,78.83,70.91,76.12,78.73
ENG-00145,2026-08-01,80.1,83.5,73.44,79.78
ENG-00146,2025-06-01,74.57,83.65,82.43,83.2
ENG-00146,2025-07-01,81.36,77.67,74.72,84.99
ENG-00146,2025-08-01,78.79,76.32,79.25,85.53
ENG-00146,2025-09-01,67.68,71.53,81.9,85.6
ENG-00146,2025-10-01,88.63,94.53,84.05,84.29
ENG-00146,2025-11-01,71.64,76.05,84.59,88.18
ENG-00146,2025-12-01,81.54,69.56,89.21,80.99
ENG-00146,2026-01-01,80.93,67.0,79.3,83.07
ENG-00147,2025-11-01,70.12,57.74,73.33,62.74
ENG-00147,2025-12-01,65.83,61.96,57.2,66.43
ENG-00147,2026-01-01,62.73,54.63,59.62,65.31
ENG-00147,2026-02-01,62.85,60.6,60.34,63.66
ENG-00147,2026-03-01,63.45,57.22,50.19,61.83
ENG-00147,2026-04-01,70.31,60.89,64.74,56.49
ENG-00147,2026-05-01,59.91,48.84,57.25,53.01
ENG-00147,2026-06-01,61.6,54.9,58.63,64.76
ENG-00148,2024-08-01,69.33,65.4,64.97,69.39
ENG-00148,2024-09-01,72.61,64.7,68.14,66.32
ENG-00148,2024-10-01,70.88,65.96,67.6,59.03
ENG-00148,2024-11-01,55.41,60.59,68.11,65.93
ENG-00148,2024-12-01,77.85,64.91,68.92,72.28
ENG-00148,2025-01-01,69.93,74.25,72.65,72.38
ENG-00148,2025-02-01,70.97,62.76,57.32,65.03
ENG-00148,2025-03-01,72.6,65.57,74.1,61.97
ENG-00149,2024-08-01,83.17,72.81,85.24,83.91
ENG-00149,2024-09-01,83.22,77.46,85.43,84.33
ENG-00149,2024-10-01,78.14,78.73,86.24,80.91
ENG-00149,2024-11-01,74.0,78.55,76.55,81.76
ENG-00149,2024-12-01,86.83,84.15,80.82,81.1
ENG-00149,2025-01-01,78.46,79.15,83.53,86.06
ENG-00149,2025-02-01,84.84,81.32,84.53,84.98
ENG-00149,2025-03-01,78.38,72.7,74.83,80.25
ENG-00149,2025-04-01,72.3,70.92,87.9,78.82
ENG-00149,2025-05-01,87.85,71.78,78.61,78.82
ENG-00149,2025-06-01,79.95,65.84,85.23,79.14
ENG-00149,2025-07-01,80.25,78.13,82.64,83.44
ENG-00149,2025-08-01,82.78,90.21,81.44,83.04
ENG-00150,2025-07-01,77.17,76.26,67.66,81.54
ENG-00150,2025-08-01,84.32,77.0,66.2,76.18
ENG-00150,2025-09-01,67.84,70.16,74.48,77.09
ENG-00150,2025-10-01,72.27,69.0,64.66,78.33
ENG-00150,2025-11-01,76.26,82.54,80.34,79.68
ENG-00150,2025-12-01,77.22,76.84,87.2,81.52
ENG-00150,2026-01-01,83.52,69.25,72.08,79.32
ENG-00150,2026-02-01,77.67,74.16,85.17,79.0
ENG-00150,2026-03-01,73.47,78.93,80.26,83.76
ENG-00151,2026-08-01,90.88,79.33,85.95,87.38
ENG-00151,2026-09-01,64.13,70.36,63.81,70.77
ENG-00151,2026-10-01,72.35,61.49,73.37,67.33
ENG-00151,2026-11-01,66.43,60.29,57.5,63.84
ENG-00152,2025-09-01,76.11,69.95,72.43,76.79
ENG-00152,2025-10-01,66.65,67.8,68.58,79.17
ENG-00152,2025-11-01,81.43,84.0,80.17,82.12
ENG-00152,2025-12-01,74.13,71.56,75.69,78.58
ENG-00152,2026-01-01,74.38,76.44,85.15,75.27
ENG-00152,2026-02-01,68.97,67.15,76.63,77.4
ENG-00152,2026-03-01,73.36,60.96,74.97,75.33
ENG-00152,2026-04-01,76.66,82.35,78.77,81.23
ENG-00152,2026-05-01,82.29,80.23,90.73,79.61
ENG-00152,2026-06-01,77.31,88.27,72.0,83.62
ENG-00152,2026-07-01,79.38,79.47,87.61,78.33
ENG-00152,2026-08-01,75.92,69.23,76.49,72.24
ENG-00153,2025-10-01,80.17,74.36,79.21,77.83
ENG-00153,2025-11-01,77.83,74.86,67.77,69.05
ENG-00153,2025-12-01,81.46,78.53,83.07,75.02
ENG-00153,2026-01-01,75.31,67.42,84.26,71.66
ENG-00153,2026-02-01,65.83,62.55,79.8,64.86
ENG-00153,2026-03-01,75.26,64.21,62.16,68.04
ENG-00153,2026-04-01,60.58,55.58,58.47,64.2
ENG-00153,2026-05-01,55.16,47.6,49.73,52.72
ENG-00154,2026-06-01,59.67,59.56,71.01,67.59
ENG-00154,2026-07-01,60.95,58.18,57.81,66.42
ENG-00154,2026-08-01,53.0,60.76,51.52,58.92
ENG-00154,2026-09-01,49.86,46.45,56.43,49.46
ENG-00154,2026-10-01,52.28,42.39,40.19,39.04
ENG-00155,2024-02-01,80.97,74.73,79.36,82.73
ENG-00155,2024-03-01,77.24,72.87,82.57,80.55
ENG-00155,2024-04-01,80.36,90.58,87.04,87.69
ENG-00155,2024-05-01,81.59,78.71,84.46,84.4
ENG-00155,2024-06-01,86.52,86.09,83.07,82.92
ENG-00155,2024-07-01,81.41,81.99,84.09,86.36
ENG-00155,2024-08-01,83.04,76.27,84.82,84.01
ENG-00155,2024-09-01,84.35,78.17,85.75,85.57
ENG-00155,2024-10-01,81.31,80.68,84.26,90.47
ENG-00155,2024-11-01,81.48,85.88,82.12,85.7
ENG-00156,2024-10-01,77.77,71.02,75.89,81.29
ENG-00156,2024-11-01,68.28,65.21,72.78,72.6
ENG-00156,2024-12-01,69.89,63.94,72.28,64.37
ENG-00156,2025-01-01,58.3,59.81,58.44,61.55
ENG-00157,2024-02-01,73.77,77.78,75.28,76.93
ENG-00157,2024-03-01,69.63,76.49,70.95,76.8
ENG-00157,2024-04-01,76.23,69.72,81.92,82.86
ENG-00157,2024-05-01,76.88,81.92,81.98,76.91
ENG-00157,2024-06-01,71.54,78.07,75.36,77.83
ENG-00157,2024-07-01,74.38,85.7,82.71,82.16
ENG-00157,2024-08-01,71.73,76.21,76.37,78.49
ENG-00158,2026-06-01,72.79,72.72,76.42,76.25
ENG-00158,2026-07-01,72.22,64.43,69.35,72.84
ENG-00158,2026-08-01,55.75,53.79,66.42,60.91
ENG-00158,2026-09-01,54.8,52.36,56.53,53.24
ENG-00159,2025-07-01,77.39,75.12,74.18,81.04
ENG-00159,2025-08-01,69.5,83.95,79.32,80.44
ENG-00159,2025-09-01,85.08,75.37,83.86,85.8
ENG-00159,2025-10-01,77.73,83.26,76.29,82.83
ENG-00159,2025-11-01,67.85,75.58,72.84,78.43
ENG-00159,2025-12-01,71.74,66.92,80.41,77.64
ENG-00159,2026-01-01,75.5,71.22,76.19,76.13
ENG-00160,2025-05-01,67.92,72.31,71.14,79.13
ENG-00160,2025-06-01,70.69,67.85,77.83,78.53
ENG-00160,2025-07-01,76.7,72.79,77.99,77.01
ENG-00160,2025-08-01,75.78,70.21,77.72,82.13
ENG-00160,2025-09-01,78.79,84.57,84.51,79.07
ENG-00160,2025-10-01,75.5,77.14,73.19,77.63
ENG-00160,2025-11-01,82.1,73.2,73.61,79.02
ENG-00160,2025-12-01,81.03,77.1,76.46,81.47
ENG-00160,2026-01-01,71.72,85.25,84.43,81.76
ENG-00160,2026-02-01,72.24,64.3,68.13,77.69
ENG-00160,2026-03-01,89.78,79.46,84.71,79.01
ENG-00160,2026-04-01,76.47,67.02,88.08,79.0
ENG-00161,2024-02-01,70.18,77.93,72.33,83.92
ENG-00161,2024-03-01,87.7,66.6,87.18,80.95
ENG-00161,2024-04-01,75.88,72.25,78.43,83.38
ENG-00161,2024-05-01,82.64,82.01,93.79,89.16
ENG-00161,2024-06-01,81.81,79.41,89.26,89.56
ENG-00161,2024-07-01,78.23,89.95,87.93,88.08
ENG-00161,2024-08-01,81.87,83.87,85.85,91.63
ENG-00161,2024-09-01,83.75,80.57,89.37,87.12
ENG-00161,2024-10-01,84.94,71.64,74.97,79.62
ENG-00161,2024-11-01,65.04,75.3,76.78,69.83
ENG-00161,2024-12-01,75.43,66.49,67.82,70.91
ENG-00162,2026-04-01,85.74,88.22,76.7,83.88
ENG-00162,2026-05-01,85.82,80.29,82.49,83.82
ENG-00162,2026-06-01,73.35,61.94,72.5,73.14
ENG-00162,2026-07-01,70.28,64.81,60.8,66.2
ENG-00162,2026-08-01,67.06,56.71,67.55,62.09
ENG-00163,2026-03-01,80.6,77.69,80.9,87.21
ENG-00163,2026-04-01,75.55,95.16,90.29,87.59
ENG-00163,2026-05-01,82.46,86.43,79.67,86.45
ENG-00163,2026-06-01,81.58,89.56,95.83,88.77
ENG-00163,2026-07-01,75.02,82.37,83.19,80.83
ENG-00163,2026-08-01,86.61,81.51,79.88,87.36
ENG-00164,2024-08-01,70.85,78.85,86.27,76.67
ENG-00164,2024-09-01,73.34,53.95,61.14,59.59
ENG-00164,2024-10-01,65.93,64.87,69.11,65.89
ENG-00164,2024-11-01,64.04,61.53,46.19,60.09
ENG-00164,2024-12-01,53.84,55.09,52.5,53.0
ENG-00164,2025-01-01,57.24,37.21,44.47,41.61
ENG-00165,2024-06-01,87.74,82.94,89.45,89.24
ENG-00165,2024-07-01,77.09,78.55,94.84,85.97
ENG-00165,2024-08-01,78.7,73.38,88.87,87.69
ENG-00165,2024-09-01,84.41,76.08,92.61,79.2
ENG-00165,2024-10-01,78.32,89.0,82.65,88.12
ENG-00165,2024-11-01,90.17,83.46,81.31,83.8
ENG-00165,2024-12-01,67.84,75.82,85.41,82.35
ENG-00165,2025-01-01,74.42,70.68,79.77,82.72
ENG-00165,2025-02-01,81.53,75.66,74.65,86.81
ENG-00166,2024-10-01,69.41,66.39,67.21,75.12
ENG-00166,2024-11-01,82.18,67.35,68.59,73.95
ENG-00166,2024-12-01,70.52,54.67,73.46,64.69
ENG-00166,2025-01-01,60.26,57.79,52.46,58.78
ENG-00166,2025-02-01,60.88,57.71,54.02,57.59
ENG-00166,2025-03-01,49.11,38.59,47.32,45.54
ENG-00167,2024-04-01,76.86,63.36,84.78,78.66
ENG-00167,2024-05-01,66.62,68.43,66.96,66.18
ENG-00167,2024-06-01,69.33,63.66,72.35,59.96
ENG-00167,2024-07-01,62.77,48.7,61.94,55.26
ENG-00168,2025-11-01,87.88,81.09,92.3,88.41
ENG-00168,2025-12-01,82.03,74.6,81.94,81.31
ENG-00168,2026-01-01,83.0,77.88,97.48,90.92
ENG-00168,2026-02-01,91.62,85.76,91.4,90.08
ENG-00168,2026-03-01,84.11,93.55,74.01,86.04
ENG-00168,2026-04-01,74.6,90.17,79.92,87.56
ENG-00168,2026-05-01,75.73,85.55,87.49,85.89
ENG-00168,2026-06-01,73.36,83.16,87.96,86.3
ENG-00168,2026-07-01,85.01,82.26,89.62,84.31
ENG-00169,2026-08-01,68.32,73.05,69.01,78.09
ENG-00170,2026-08-01,62.29,74.43,68.41,76.03
ENG-00171,2026-08-01,78.49,84.35,90.62,85.37
ENG-00172,2025-11-01,84.29,74.27,83.74,85.26
ENG-00172,2025-12-01,92.11,92.3,90.33,87.83
ENG-00172,2026-01-01,77.99,72.91,70.79,77.3
ENG-00172,2026-02-01,76.54,76.87,68.5,81.69
ENG-00172,2026-03-01,75.55,87.27,87.28,84.65
ENG-00172,2026-04-01,70.24,80.05,81.24,81.4
ENG-00172,2026-05-01,79.08,81.33,86.52,76.97
ENG-00172,2026-06-01,76.63,80.17,79.35,82.77
ENG-00172,2026-07-01,74.15,75.83,80.49,77.4
ENG-00172,2026-08-01,66.34,73.55,77.76,69.87
ENG-00172,2026-09-01,67.77,63.32,63.93,64.81
ENG-00173,2025-07-01,83.04,88.89,84.86,86.47
ENG-00173,2025-08-01,86.18,79.67,82.96,86.68
ENG-00173,2025-09-01,86.18,85.68,80.92,80.44
ENG-00173,2025-10-01,81.31,76.97,84.15,78.77
ENG-00173,2025-11-01,77.43,83.39,84.12,81.12
ENG-00173,2025-12-01,69.58,77.52,74.77,73.98
ENG-00173,2026-01-01,71.17,76.26,68.75,76.83
ENG-00173,2026-02-01,74.21,87.21,78.85,82.42
ENG-00173,2026-03-01,74.51,85.95,75.82,81.62
ENG-00174,2025-05-01,78.43,66.14,73.76,79.22
ENG-00174,2025-06-01,88.26,88.79,85.68,84.7
ENG-00174,2025-07-01,79.06,79.33,88.36,82.74
ENG-00174,2025-08-01,85.68,79.81,85.46,85.43
ENG-00174,2025-09-01,72.11,78.62,78.14,81.78
ENG-00174,2025-10-01,80.6,86.48,86.64,84.39
ENG-00174,2025-11-01,83.62,79.77,87.72,76.41
ENG-00174,2025-12-01,70.92,80.91,71.42,78.35
ENG-00174,2026-01-01,72.32,80.57,82.0,81.18
ENG-00174,2026-02-01,79.68,72.62,76.95,78.0
ENG-00174,2026-03-01,72.7,82.85,77.71,75.07
ENG-00174,2026-04-01,87.41,75.9,89.09,76.99
ENG-00175,2026-08-01,73.68,70.73,69.52,71.91
ENG-00175,2026-09-01,74.99,68.46,84.14,61.55
ENG-00175,2026-10-01,61.98,53.59,47.68,47.1
ENG-00175,2026-11-01,55.38,46.67,48.02,46.14
ENG-00176,2024-08-01,81.22,82.15,84.27,85.32
ENG-00176,2024-09-01,87.71,75.87,92.3,76.7
ENG-00176,2024-10-01,62.11,65.47,60.6,69.92
ENG-00176,2024-11-01,75.56,50.13,62.35,58.82
ENG-00176,2024-12-01,70.9,58.1,64.82,56.8
ENG-00177,2025-08-01,88.89,80.46,83.76,82.95
ENG-00177,2025-09-01,76.54,70.21,87.05,83.67
ENG-00177,2025-10-01,84.18,71.36,79.73,76.96
ENG-00177,2025-11-01,80.57,74.59,82.39,82.19
ENG-00177,2025-12-01,81.67,92.28,79.92,88.67
ENG-00177,2026-01-01,81.46,85.38,74.47,86.03
ENG-00177,2026-02-01,82.86,79.63,77.41,89.58
ENG-00177,2026-03-01,74.95,71.74,75.71,81.6
ENG-00177,2026-04-01,83.15,89.93,100.0,91.08
ENG-00177,2026-05-01,90.18,93.15,94.59,91.2
ENG-00177,2026-06-01,81.81,73.43,93.23,84.61
ENG-00177,2026-07-01,85.07,67.3,77.82,76.81
ENG-00177,2026-08-01,82.37,86.59,84.63,91.13
ENG-00178,2025-12-01,77.61,87.46,78.66,76.78
ENG-00178,2026-01-01,89.99,98.01,93.47,87.15
ENG-00178,2026-02-01,77.71,79.11,82.73,86.4
ENG-00178,2026-03-01,72.17,76.75,73.78,81.33
ENG-00178,2026-04-01,83.92,82.55,79.47,83.32
ENG-00178,2026-05-01,75.37,80.71,74.45,75.68
ENG-00178,2026-06-01,77.95,76.65,75.32,77.67
ENG-00178,2026-07-01,75.86,76.86,89.62,78.4
ENG-00178,2026-08-01,82.94,83.33,82.89,78.93
ENG-00179,2026-05-01,82.48,82.92,80.72,83.17
ENG-00179,2026-06-01,86.88,80.11,85.86,88.43
ENG-00179,2026-07-01,81.14,81.6,85.04,81.43
ENG-00179,2026-08-01,73.9,74.64,81.04,79.97
ENG-00180,2024-12-01,72.71,86.38,81.75,87.38
ENG-00180,2025-01-01,90.51,84.35,94.45,88.33
ENG-00180,2025-02-01,76.65,82.31,86.52,88.13
ENG-00180,2025-03-01,84.61,81.35,82.18,86.95
ENG-00180,2025-04-01,78.25,86.79,90.95,82.45
ENG-00180,2025-05-01,73.53,80.28,86.38,83.86
ENG-00180,2025-06-01,76.9,71.52,88.66,87.86
ENG-00180,2025-07-01,80.88,81.97,90.98,83.91
ENG-00181,2025-05-01,67.05,71.52,76.59,76.21
ENG-00181,2025-06-01,72.92,73.27,75.66,75.31
ENG-00181,2025-07-01,76.3,55.64,71.82,63.56
ENG-00181,2025-08-01,66.97,66.8,74.16,74.01
ENG-00181,2025-09-01,73.9,59.82,79.79,70.02
ENG-00181,2025-10-01,68.6,77.47,71.12,69.76
ENG-00181,2025-11-01,78.92,82.78,78.87,77.36
ENG-00181,2025-12-01,67.0,72.45,79.97,71.78
ENG-00181,2026-01-01,78.96,78.42,74.13,79.31
ENG-00181,2026-02-01,71.33,56.25,56.07,66.84
ENG-00182,2026-05-01,79.08,81.81,89.32,89.84
ENG-00182,2026-06-01,81.55,88.43,95.6,89.29
ENG-00182,2026-07-01,77.67,75.75,88.4,85.81
ENG-00182,2026-08-01,74.63,66.99,69.06,82.75
ENG-00183,2024-01-01,80.19,79.67,70.91,79.76
ENG-00183,2024-02-01,76.7,68.66,70.44,75.32
ENG-00183,2024-03-01,62.83,63.01,61.12,67.37
ENG-00183,2024-04-01,57.74,54.28,53.21,59.66
ENG-00184,2025-05-01,85.48,86.7,75.68,87.36
ENG-00184,2025-06-01,79.38,80.53,88.68,79.97
ENG-00184,2025-07-01,79.9,75.04,76.27,78.32
ENG-00184,2025-08-01,70.62,64.64,69.29,72.02
ENG-00184,2025-09-01,64.47,51.92,73.61,60.25
ENG-00184,2025-10-01,59.02,47.79,54.96,56.33
ENG-00185,2025-11-01,77.81,79.39,82.23,85.6
ENG-00185,2025-12-01,70.65,81.81,86.89,87.77
ENG-00185,2026-01-01,81.75,75.49,82.07,85.59
ENG-00185,2026-02-01,78.35,75.57,84.92,82.61
ENG-00185,2026-03-01,80.65,74.2,84.67,88.41
ENG-00185,2026-04-01,83.29,75.81,87.65,86.79
ENG-00185,2026-05-01,80.63,72.53,82.69,87.49
ENG-00185,2026-06-01,83.6,79.57,80.16,88.97
ENG-00185,2026-07-01,79.26,76.44,82.06,87.28
ENG-00185,2026-08-01,87.63,81.96,86.98,91.69
ENG-00186,2025-02-01,83.78,74.83,85.27,78.9
ENG-00186,2025-03-01,72.52,70.58,70.6,73.31
ENG-00186,2025-04-01,66.14,70.77,77.55,82.91
ENG-00186,2025-05-01,76.23,80.33,72.34,78.02
ENG-00186,2025-06-01,73.61,73.72,77.21,68.64
ENG-00186,2025-07-01,60.56,66.55,70.59,66.04
ENG-00186,2025-08-01,57.79,60.36,58.49,59.43
ENG-00187,2024-06-01,79.7,75.4,85.77,83.86
ENG-00187,2024-07-01,71.51,69.69,80.69,77.78
ENG-00187,2024-08-01,69.94,73.46,87.0,79.97
ENG-00187,2024-09-01,76.97,85.9,72.19,78.58
ENG-00187,2024-10-01,68.13,59.14,57.07,66.12
ENG-00187,2024-11-01,74.35,73.38,74.45,70.14
ENG-00187,2024-12-01,74.3,71.16,68.12,67.97
ENG-00187,2025-01-01,63.36,59.32,62.2,57.56
ENG-00188,2024-05-01,91.31,75.52,84.72,87.87
ENG-00188,2024-06-01,83.66,79.05,76.22,83.27
ENG-00188,2024-07-01,77.28,79.14,81.05,84.86
ENG-00188,2024-08-01,85.14,89.73,82.23,87.51
ENG-00188,2024-09-01,81.95,76.69,87.0,80.15
ENG-00188,2024-10-01,92.92,90.39,81.74,90.29
ENG-00188,2024-11-01,86.63,85.66,83.58,87.76
ENG-00188,2024-12-01,79.02,87.45,90.68,89.64
ENG-00188,2025-01-01,83.79,88.48,88.68,89.08
ENG-00188,2025-02-01,80.11,83.88,79.94,86.77
ENG-00189,2025-02-01,77.86,76.1,95.29,85.13
ENG-00189,2025-03-01,79.17,70.7,82.84,83.82
ENG-00189,2025-04-01,68.81,77.86,83.62,82.02
ENG-00189,2025-05-01,65.52,81.46,68.75,79.01
ENG-00189,2025-06-01,70.35,51.98,73.15,62.6
ENG-00190,2024-07-01,77.58,75.55,83.51,75.22
ENG-00190,2024-08-01,78.58,76.77,76.39,78.86
ENG-00190,2024-09-01,86.57,75.68,78.78,77.27
ENG-00190,2024-10-01,74.92,73.85,70.68,77.06
ENG-00190,2024-11-01,79.18,73.79,75.25,78.94
ENG-00190,2024-12-01,74.91,67.47,69.86,78.29
ENG-00190,2025-01-01,77.07,75.69,83.05,75.41
ENG-00190,2025-02-01,75.86,67.86,77.62,83.37
ENG-00191,2026-07-01,92.78,92.03,100.0,95.33
ENG-00191,2026-08-01,82.65,82.86,92.95,89.38
ENG-00192,2024-07-01,87.26,77.64,89.29,88.59
ENG-00192,2024-08-01,79.14,79.93,83.54,84.55
ENG-00192,2024-09-01,71.28,80.91,78.96,82.23
ENG-00192,2024-10-01,79.01,64.44,70.67,81.61
ENG-00192,2024-11-01,84.41,84.15,92.9,86.93
ENG-00192,2024-12-01,80.19,72.7,84.23,83.89
ENG-00192,2025-01-01,84.41,82.82,94.45,89.15
ENG-00193,2024-05-01,74.29,68.88,69.25,70.86
ENG-00193,2024-06-01,65.99,69.92,62.33,67.8
ENG-00193,2024-07-01,59.11,60.22,65.76,58.31
ENG-00193,2024-08-01,57.42,55.84,58.78,58.05
ENG-00194,2024-04-01,77.41,76.75,71.75,81.39
ENG-00194,2024-05-01,83.04,66.74,69.24,68.62
ENG-00194,2024-06-01,63.98,53.45,49.6,63.48
ENG-00194,2024-07-01,59.8,65.15,54.38,54.29
ENG-00195,2024-05-01,79.81,80.13,85.37,86.56
ENG-00195,2024-06-01,86.46,67.68,77.0,83.28
ENG-00195,2024-07-01,77.21,76.49,88.79,72.69
ENG-00195,2024-08-01,84.17,72.71,79.1,85.03
ENG-00195,2024-09-01,85.19,77.36,89.8,83.91
ENG-00195,2024-10-01,79.7,72.14,75.47,79.05
ENG-00195,2024-11-01,74.83,72.4,74.4,81.79
ENG-00195,2024-12-01,82.61,77.47,71.23,80.82
ENG-00195,2025-01-01,87.28,80.51,92.95,76.62
ENG-00195,2025-02-01,77.74,77.1,77.34,81.63
ENG-00195,2025-03-01,84.52,81.21,89.57,80.8
ENG-00195,2025-04-01,89.44,83.55,84.06,84.55
ENG-00195,2025-05-01,85.62,81.04,77.74,81.22
ENG-00196,2024-02-01,77.45,81.63,77.65,87.35
ENG-00196,2024-03-01,82.95,75.19,82.14,83.65
ENG-00196,2024-04-01,76.85,74.1,74.44,79.63
ENG-00196,2024-05-01,70.05,68.33,74.72,75.41
ENG-00196,2024-06-01,64.4,60.5,64.8,68.69
ENG-00197,2026-04-01,80.47,83.87,92.37,86.16
ENG-00197,2026-05-01,78.38,83.89,90.58,87.11
ENG-00197,2026-06-01,89.19,83.62,85.33,91.14
ENG-00197,2026-07-01,87.67,76.69,97.12,87.63
ENG-00197,2026-08-01,72.94,72.48,78.16,88.4
ENG-00198,2024-03-01,78.3,60.32,72.82,76.22
ENG-00198,2024-04-01,69.9,78.84,66.6,78.71
ENG-00198,2024-05-01,72.66,69.63,64.62,68.67
ENG-00198,2024-06-01,80.56,77.08,78.42,72.25
ENG-00198,2024-07-01,76.98,71.81,68.47,73.77
ENG-00198,2024-08-01,73.58,61.39,70.22,74.7
ENG-00198,2024-09-01,77.9,75.75,75.05,76.51
ENG-00198,2024-10-01,73.67,68.96,74.14,72.07
ENG-00198,2024-11-01,75.64,57.9,79.39,75.04
ENG-00198,2024-12-01,64.83,60.12,62.04,66.58
ENG-00199,2026-03-01,82.8,78.15,88.65,89.5
ENG-00199,2026-04-01,86.13,84.0,84.47,91.13
ENG-00199,2026-05-01,81.56,78.8,80.54,85.28
ENG-00199,2026-06-01,88.55,81.22,95.39,89.76
ENG-00199,2026-07-01,85.22,82.15,95.06,87.65
ENG-00199,2026-08-01,77.56,76.48,91.42,87.24
ENG-00199,2026-09-01,83.04,84.19,88.49,82.7
ENG-00199,2026-10-01,78.81,76.25,71.87,75.54
ENG-00199,2026-11-01,74.33,73.46,76.51,77.6
ENG-00199,2026-12-01,67.42,61.99,53.81,68.65
ENG-00200,2025-08-01,73.84,65.82,70.53,73.11
ENG-00200,2025-09-01,73.65,77.68,85.44,79.88
ENG-00200,2025-10-01,72.83,69.85,67.26,73.48
ENG-00200,2025-11-01,63.57,55.09,54.12,56.1
ENG-00200,2025-12-01,64.28,52.64,56.44,57.69
ENG-00200,2026-01-01,59.05,56.55,50.71,54.49
ENG-00201,2025-02-01,76.19,73.72,81.67,85.82
ENG-00201,2025-03-01,77.33,70.14,77.27,83.34
ENG-00201,2025-04-01,72.62,75.15,74.3,77.93
ENG-00201,2025-05-01,83.36,79.24,85.26,82.56
ENG-00201,2025-06-01,77.38,90.84,82.46,86.86
ENG-00201,2025-07-01,76.81,73.87,69.96,76.98
ENG-00201,2025-08-01,89.76,79.47,85.77,85.86
ENG-00201,2025-09-01,81.63,81.85,83.76,78.1
ENG-00201,2025-10-01,77.11,79.83,70.52,78.96
ENG-00201,2025-11-01,80.55,80.11,83.67,83.57
ENG-00201,2025-12-01,71.8,82.53,75.46,83.33
ENG-00202,2026-02-01,78.16,78.54,90.04,88.01
ENG-00202,2026-03-01,85.93,88.94,97.79,89.26
ENG-00202,2026-04-01,78.46,72.06,84.19,80.41
ENG-00202,2026-05-01,77.39,78.03,85.59,87.89
ENG-00202,2026-06-01,78.37,75.57,74.77,85.68
ENG-00202,2026-07-01,84.96,88.48,84.8,87.33
ENG-00202,2026-08-01,83.76,81.73,87.24,83.39
ENG-00203,2025-10-01,79.85,79.61,70.26,84.16
ENG-00203,2025-11-01,74.51,69.06,83.07,74.62
ENG-00203,2025-12-01,87.15,88.73,79.72,83.26
ENG-00203,2026-01-01,81.22,81.51,91.11,86.65
ENG-00203,2026-02-01,86.73,82.05,83.22,78.02
ENG-00203,2026-03-01,84.02,74.43,93.02,83.5
ENG-00203,2026-04-01,79.83,76.12,92.08,84.84
ENG-00203,2026-05-01,80.62,87.87,90.23,85.74
ENG-00203,2026-06-01,87.56,86.7,84.91,85.36
ENG-00203,2026-07-01,75.01,68.24,83.74,78.61
ENG-00203,2026-08-01,80.46,82.85,84.16,87.7
ENG-00204,2025-12-01,78.15,69.2,81.22,82.92
ENG-00204,2026-01-01,75.81,78.04,77.03,81.62
ENG-00204,2026-02-01,77.11,74.23,72.53,76.04
ENG-00204,2026-03-01,85.99,84.98,83.8,86.04
ENG-00204,2026-04-01,79.67,76.54,78.29,82.73
ENG-00204,2026-05-01,86.45,70.69,85.33,84.95
ENG-00204,2026-06-01,69.26,82.55,86.65,83.08
ENG-00204,2026-07-01,70.23,71.38,82.6,77.25
ENG-00204,2026-08-01,74.89,80.89,94.8,82.46
ENG-00205,2026-04-01,69.77,72.09,73.6,76.19
ENG-00205,2026-05-01,73.39,65.16,80.73,75.53
ENG-00205,2026-06-01,76.43,60.26,85.73,73.58
ENG-00205,2026-07-01,62.38,70.8,71.2,70.85
ENG-00205,2026-08-01,76.05,55.71,71.62,76.53
ENG-00206,2025-08-01,79.37,77.71,91.57,81.98
ENG-00206,2025-09-01,83.51,72.34,79.58,81.22
ENG-00206,2025-10-01,76.29,86.76,74.88,82.51
ENG-00206,2025-11-01,68.63,75.24,70.3,77.6
ENG-00206,2025-12-01,62.31,64.44,68.51,65.32
ENG-00206,2026-01-01,62.48,51.8,50.2,59.24
ENG-00207,2024-01-01,79.95,79.69,80.99,80.47
ENG-00207,2024-02-01,76.99,62.6,82.91,77.41
ENG-00207,2024-03-01,80.88,83.07,82.63,86.3
ENG-00207,2024-04-01,80.19,78.42,69.06,77.67
ENG-00207,2024-05-01,77.54,72.41,69.43,80.6
ENG-00207,2024-06-01,73.23,77.74,67.76,76.13
ENG-00207,2024-07-01,83.85,71.65,80.55,75.85
ENG-00207,2024-08-01,79.83,74.01,80.6,76.44
ENG-00208,2025-07-01,73.18,80.92,71.48,83.23
ENG-00208,2025-08-01,75.3,78.82,72.84,80.8
ENG-00208,2025-09-01,71.3,76.34,82.74,80.18
ENG-00208,2025-10-01,77.05,82.19,85.19,79.53
ENG-00208,2025-11-01,70.21,63.73,73.25,74.19
ENG-00208,2025-12-01,70.56,72.69,73.77,78.55
ENG-00208,2026-01-01,79.27,68.01,81.78,79.27
ENG-00209,2026-07-01,82.28,75.49,72.5,87.37
ENG-00209,2026-08-01,75.87,70.39,81.52,83.66
ENG-00209,2026-09-01,80.27,74.02,64.11,73.98
ENG-00209,2026-10-01,68.8,63.32,73.71,74.89
ENG-00209,2026-11-01,58.46,58.55,57.54,70.64
ENG-00210,2026-03-01,62.11,67.94,69.48,77.09
