engagement_id,source_date,sentiment_score,sentiment_label,issue_category
ENG-00279,2024-10-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00279,2024-11-01,-0.3612,Negative,COLLABORATION
ENG-00279,2024-12-01,0.5106,Positive,COMMUNICATION
ENG-00279,2025-01-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00279,2025-02-01,0.3612,Positive,GENERAL
ENG-00279,2025-03-01,0.5106,Positive,COMMUNICATION
ENG-00279,2025-04-01,0.4404,Positive,COLLABORATION
ENG-00279,2025-05-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00279,2025-06-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00279,2025-07-01,0.4404,Positive,COLLABORATION
ENG-00279,2025-08-01,0.3612,Positive,GENERAL
ENG-00279,2025-09-01,0.5106,Positive,COMMUNICATION
ENG-00280,2026-02-01,0.3612,Positive,GENERAL
ENG-00280,2026-03-01,0.5106,Positive,COMMUNICATION
ENG-00280,2026-04-01,0.4404,Positive,COLLABORATION
ENG-00280,2026-05-01,0.4404,Positive,COLLABORATION
ENG-00280,2026-06-01,0.3612,Positive,GENERAL
ENG-00280,2026-07-01,0.3612,Positive,GENERAL
ENG-00280,2026-08-01,0.4404,Positive,COLLABORATION
ENG-00280,2026-09-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00280,2026-10-01,0.0,Neutral,COMMUNICATION
ENG-00280,2026-11-01,0.0,Neutral,QUALITY
ENG-00280,2026-12-01,-0.4767,Negative,TIMELINE
ENG-00281,2024-01-01,0.3612,Positive,GENERAL
ENG-00281,2024-02-01,0.3612,Positive,GENERAL
ENG-00281,2024-03-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00281,2024-04-01,0.5106,Positive,COMMUNICATION
ENG-00281,2024-05-01,0.4404,Positive,COLLABORATION
ENG-00281,2024-06-01,0.3612,Positive,GENERAL
ENG-00281,2024-07-01,0.4404,Positive,COLLABORATION
ENG-00281,2024-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00282,2025-12-01,0.5106,Positive,COMMUNICATION
ENG-00282,2026-01-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00282,2026-02-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00282,2026-03-01,0.5106,Positive,COMMUNICATION
ENG-00282,2026-04-01,0.5106,Positive,COMMUNICATION
ENG-00282,2026-05-01,0.4404,Positive,COLLABORATION
ENG-00282,2026-06-01,0.5106,Positive,COMMUNICATION
ENG-00282,2026-07-01,0.5106,Positive,COMMUNICATION
ENG-00282,2026-08-01,0.3612,Positive,GENERAL
ENG-00283,2025-07-01,-0.4767,Negative,TIMELINE
ENG-00283,2025-08-01,0.0,Neutral,QUALITY
ENG-00283,2025-09-01,-0.3612,Negative,COLLABORATION
ENG-00283,2025-10-01,0.0,Neutral,QUALITY
ENG-00283,2025-11-01,0.0,Neutral,DELIVERY
ENG-00283,2025-12-01,0.0,Neutral,QUALITY
ENG-00283,2026-01-01,0.0,Neutral,COMMUNICATION
ENG-00284,2024-03-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00284,2024-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00284,2024-05-01,0.3612,Positive,GENERAL
ENG-00284,2024-06-01,0.4404,Positive,COLLABORATION
ENG-00284,2024-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00284,2024-08-01,0.5106,Positive,COMMUNICATION
ENG-00284,2024-09-01,0.5106,Positive,COMMUNICATION
ENG-00284,2024-10-01,0.5106,Positive,COMMUNICATION
ENG-00284,2024-11-01,0.3612,Positive,GENERAL
ENG-00284,2024-12-01,0.4404,Positive,COLLABORATION
ENG-00284,2025-01-01,0.3612,Positive,GENERAL
ENG-00284,2025-02-01,0.4404,Positive,COLLABORATION
ENG-00284,2025-03-01,0.5106,Positive,COMMUNICATION
ENG-00285,2025-09-01,0.0,Neutral,COMMUNICATION
ENG-00285,2025-10-01,0.4588,Positive,AVAILABILITY
ENG-00285,2025-11-01,-0.4767,Negative,TIMELINE
ENG-00285,2025-12-01,0.0,Neutral,QUALITY
ENG-00285,2026-01-01,0.0,Neutral,QUALITY
ENG-00285,2026-02-01,0.0,Neutral,QUALITY
ENG-00285,2026-03-01,-0.296,Negative,CLIENT_EXPECTATION
ENG-00285,2026-04-01,0.4588,Positive,AVAILABILITY
ENG-00285,2026-05-01,-0.4767,Negative,TIMELINE
ENG-00285,2026-06-01,0.0,Neutral,DELIVERY
ENG-00285,2026-07-01,0.0,Neutral,COMMUNICATION
ENG-00286,2024-11-01,0.5106,Positive,COMMUNICATION
ENG-00286,2024-12-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00286,2025-01-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00286,2025-02-01,0.3612,Positive,GENERAL
ENG-00286,2025-03-01,0.5106,Positive,COMMUNICATION
ENG-00286,2025-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00286,2025-05-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00286,2025-06-01,0.3612,Positive,GENERAL
ENG-00286,2025-07-01,0.5106,Positive,COMMUNICATION
ENG-00286,2025-08-01,0.4404,Positive,COLLABORATION
ENG-00286,2025-09-01,0.3612,Positive,GENERAL
ENG-00286,2025-10-01,0.4404,Positive,COLLABORATION
ENG-00286,2025-11-01,0.4404,Positive,COLLABORATION
ENG-00287,2025-01-01,0.5106,Positive,COMMUNICATION
ENG-00287,2025-02-01,0.4404,Positive,COLLABORATION
ENG-00287,2025-03-01,0.4019,Positive,TECHNICAL_SKILL
ENG-00287,2025-04-01,0.4588,Positive,AVAILABILITY
ENG-00287,2025-05-01,0.4019,Positive,TECHNICAL_SKILL
ENG-00287,2025-06-01,0.4588,Positive,AVAILABILITY
ENG-00287,2025-07-01,0.0,Neutral,COMMUNICATION
ENG-00288,2025-05-01,0.5106,Positive,COMMUNICATION
ENG-00288,2025-06-01,0.5106,Positive,COMMUNICATION
ENG-00288,2025-07-01,0.3612,Positive,GENERAL
ENG-00288,2025-08-01,0.4404,Positive,COLLABORATION
ENG-00288,2025-09-01,0.4404,Positive,COLLABORATION
ENG-00288,2025-10-01,0.4404,Positive,COLLABORATION
ENG-00288,2025-11-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00288,2025-12-01,0.3612,Positive,GENERAL
ENG-00288,2026-01-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00288,2026-02-01,0.5106,Positive,COMMUNICATION
ENG-00288,2026-03-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00289,2026-03-01,0.3612,Positive,GENERAL
ENG-00289,2026-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00289,2026-05-01,0.5106,Positive,COMMUNICATION
ENG-00289,2026-06-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00289,2026-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00289,2026-08-01,0.3612,Positive,GENERAL
ENG-00290,2025-05-01,0.4404,Positive,COLLABORATION
ENG-00290,2025-06-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00290,2025-07-01,0.5106,Positive,COMMUNICATION
ENG-00290,2025-08-01,0.5106,Positive,COMMUNICATION
ENG-00290,2025-09-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00290,2025-10-01,0.4404,Positive,COLLABORATION
ENG-00290,2025-11-01,0.3612,Positive,GENERAL
ENG-00290,2025-12-01,0.4404,Positive,COLLABORATION
ENG-00290,2026-01-01,0.5106,Positive,COMMUNICATION
ENG-00290,2026-02-01,0.5106,Positive,COMMUNICATION
ENG-00291,2024-11-01,0.4588,Positive,AVAILABILITY
ENG-00291,2024-12-01,0.0,Neutral,DELIVERY
ENG-00291,2025-01-01,0.0,Neutral,QUALITY
ENG-00291,2025-02-01,0.4588,Positive,AVAILABILITY
ENG-00291,2025-03-01,0.0,Neutral,COMMUNICATION
ENG-00292,2024-04-01,0.4404,Positive,COLLABORATION
ENG-00292,2024-05-01,0.5106,Positive,COMMUNICATION
ENG-00292,2024-06-01,0.3612,Positive,GENERAL
ENG-00292,2024-07-01,0.3612,Positive,GENERAL
ENG-00292,2024-08-01,0.5106,Positive,COMMUNICATION
ENG-00292,2024-09-01,0.3612,Positive,GENERAL
ENG-00292,2024-10-01,0.3612,Positive,GENERAL
ENG-00292,2024-11-01,0.0,Neutral,COMMUNICATION
ENG-00292,2024-12-01,0.3612,Positive,GENERAL
ENG-00292,2025-01-01,0.3612,Positive,GENERAL
ENG-00292,2025-02-01,0.4404,Positive,COLLABORATION
ENG-00292,2025-03-01,0.4404,Positive,COLLABORATION
ENG-00292,2025-04-01,0.4588,Positive,AVAILABILITY
ENG-00293,2025-05-01,0.5106,Positive,COMMUNICATION
ENG-00293,2025-06-01,0.3612,Positive,GENERAL
ENG-00293,2025-07-01,0.3612,Positive,GENERAL
ENG-00293,2025-08-01,0.4404,Positive,COLLABORATION
ENG-00293,2025-09-01,0.3612,Positive,GENERAL
ENG-00293,2025-10-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00293,2025-11-01,0.3612,Positive,GENERAL
ENG-00293,2025-12-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00293,2026-01-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00293,2026-02-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00294,2024-08-01,0.3612,Positive,GENERAL
ENG-00294,2024-09-01,0.5106,Positive,COMMUNICATION
ENG-00294,2024-10-01,0.5106,Positive,COMMUNICATION
ENG-00294,2024-11-01,0.4404,Positive,COLLABORATION
ENG-00294,2024-12-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00294,2025-01-01,0.3612,Positive,GENERAL
ENG-00294,2025-02-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00294,2025-03-01,0.3612,Positive,GENERAL
ENG-00295,2025-06-01,0.4404,Positive,COLLABORATION
ENG-00295,2025-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00295,2025-08-01,0.3612,Positive,GENERAL
ENG-00295,2025-09-01,0.5106,Positive,COMMUNICATION
ENG-00295,2025-10-01,0.5106,Positive,COMMUNICATION
ENG-00295,2025-11-01,0.4404,Positive,COLLABORATION
ENG-00295,2025-12-01,0.4404,Positive,COLLABORATION
ENG-00295,2026-01-01,0.3612,Positive,GENERAL
ENG-00296,2024-07-01,0.5106,Positive,COMMUNICATION
ENG-00296,2024-08-01,0.4404,Positive,COLLABORATION
ENG-00296,2024-09-01,0.3612,Positive,GENERAL
ENG-00296,2024-10-01,0.5106,Positive,COMMUNICATION
ENG-00296,2024-11-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00296,2024-12-01,0.5106,Positive,COMMUNICATION
ENG-00296,2025-01-01,0.5106,Positive,COMMUNICATION
ENG-00297,2025-11-01,0.5106,Positive,COMMUNICATION
ENG-00297,2025-12-01,0.4404,Positive,COLLABORATION
ENG-00297,2026-01-01,0.3612,Positive,GENERAL
ENG-00297,2026-02-01,0.5106,Positive,COMMUNICATION
ENG-00297,2026-03-01,0.5106,Positive,COMMUNICATION
ENG-00297,2026-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00297,2026-05-01,0.5106,Positive,COMMUNICATION
ENG-00297,2026-06-01,0.3612,Positive,GENERAL
ENG-00297,2026-07-01,0.5106,Positive,COMMUNICATION
ENG-00297,2026-08-01,0.5106,Positive,COMMUNICATION
ENG-00298,2024-01-01,0.3612,Positive,GENERAL
ENG-00298,2024-02-01,0.3612,Positive,GENERAL
ENG-00298,2024-03-01,0.3612,Positive,GENERAL
ENG-00298,2024-04-01,-0.4767,Negative,TIMELINE
ENG-00298,2024-05-01,0.3612,Positive,GENERAL
ENG-00298,2024-06-01,0.4404,Positive,COLLABORATION
ENG-00298,2024-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00298,2024-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00298,2024-09-01,-0.4767,Negative,TIMELINE
ENG-00298,2024-10-01,0.4019,Positive,TECHNICAL_SKILL
ENG-00298,2024-11-01,0.4404,Positive,COLLABORATION
ENG-00298,2024-12-01,0.5106,Positive,COMMUNICATION
ENG-00299,2024-06-01,0.4404,Positive,COLLABORATION
ENG-00299,2024-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00299,2024-08-01,0.4404,Positive,COLLABORATION
ENG-00299,2024-09-01,0.0,Neutral,DELIVERY
ENG-00299,2024-10-01,0.0,Neutral,COMMUNICATION
ENG-00299,2024-11-01,0.4588,Positive,AVAILABILITY
ENG-00300,2024-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00300,2024-05-01,0.4588,Positive,AVAILABILITY
ENG-00300,2024-06-01,-0.296,Negative,CLIENT_EXPECTATION
ENG-00300,2024-07-01,-0.296,Negative,CLIENT_EXPECTATION
ENG-00301,2025-12-01,0.5106,Positive,COMMUNICATION
ENG-00301,2026-01-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00301,2026-02-01,0.5106,Positive,COMMUNICATION
ENG-00301,2026-03-01,0.4404,Positive,COLLABORATION
ENG-00301,2026-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00301,2026-05-01,0.5106,Positive,COMMUNICATION
ENG-00301,2026-06-01,0.4404,Positive,COLLABORATION
ENG-00301,2026-07-01,0.5106,Positive,COMMUNICATION
ENG-00302,2024-12-01,0.3612,Positive,GENERAL
ENG-00302,2025-01-01,0.5106,Positive,COMMUNICATION
ENG-00302,2025-02-01,0.5106,Positive,COMMUNICATION
ENG-00302,2025-03-01,0.5106,Positive,COMMUNICATION
ENG-00302,2025-04-01,0.3612,Positive,GENERAL
ENG-00302,2025-05-01,0.3612,Positive,GENERAL
ENG-00302,2025-06-01,0.4404,Positive,COLLABORATION
ENG-00302,2025-07-01,0.3612,Positive,GENERAL
ENG-00303,2025-09-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00303,2025-10-01,0.3612,Positive,GENERAL
ENG-00303,2025-11-01,0.3612,Positive,GENERAL
ENG-00303,2025-12-01,0.5106,Positive,COMMUNICATION
ENG-00303,2026-01-01,0.4404,Positive,COLLABORATION
ENG-00303,2026-02-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00303,2026-03-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00303,2026-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00303,2026-05-01,0.4404,Positive,COLLABORATION
ENG-00303,2026-06-01,0.5106,Positive,COMMUNICATION
ENG-00303,2026-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00303,2026-08-01,0.5106,Positive,COMMUNICATION
ENG-00304,2025-05-01,0.5106,Positive,COMMUNICATION
ENG-00304,2025-06-01,0.3612,Positive,GENERAL
ENG-00304,2025-07-01,0.5106,Positive,COMMUNICATION
ENG-00304,2025-08-01,0.3612,Positive,GENERAL
ENG-00304,2025-09-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00304,2025-10-01,0.3612,Positive,GENERAL
ENG-00304,2025-11-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00304,2025-12-01,0.5106,Positive,COMMUNICATION
ENG-00304,2026-01-01,0.5106,Positive,COMMUNICATION
ENG-00305,2024-05-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00305,2024-06-01,0.5106,Positive,COMMUNICATION
ENG-00305,2024-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00305,2024-08-01,0.3612,Positive,GENERAL
ENG-00305,2024-09-01,0.4404,Positive,COLLABORATION
ENG-00305,2024-10-01,0.5106,Positive,COMMUNICATION
ENG-00305,2024-11-01,0.4404,Positive,COLLABORATION
ENG-00305,2024-12-01,0.4404,Positive,COLLABORATION
ENG-00305,2025-01-01,0.3612,Positive,GENERAL
ENG-00305,2025-02-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00306,2024-09-01,0.5106,Positive,COMMUNICATION
ENG-00306,2024-10-01,0.4404,Positive,COLLABORATION
ENG-00306,2024-11-01,0.5106,Positive,COMMUNICATION
ENG-00306,2024-12-01,-0.4767,Negative,TIMELINE
ENG-00306,2025-01-01,-0.4767,Negative,TIMELINE
ENG-00307,2024-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00307,2024-09-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00307,2024-10-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00307,2024-11-01,0.4404,Positive,COLLABORATION
ENG-00307,2024-12-01,0.4404,Positive,COLLABORATION
ENG-00307,2025-01-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00307,2025-02-01,0.3612,Positive,GENERAL
ENG-00307,2025-03-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00307,2025-04-01,0.5106,Positive,COMMUNICATION
ENG-00307,2025-05-01,0.3612,Positive,GENERAL
ENG-00308,2024-11-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00308,2024-12-01,0.5106,Positive,COMMUNICATION
ENG-00308,2025-01-01,0.3612,Positive,GENERAL
ENG-00308,2025-02-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00308,2025-03-01,0.0,Neutral,COMMUNICATION
ENG-00308,2025-04-01,0.0,Neutral,COMMUNICATION
ENG-00308,2025-05-01,0.0,Neutral,QUALITY
ENG-00309,2025-03-01,0.5106,Positive,COMMUNICATION
ENG-00309,2025-04-01,0.3612,Positive,GENERAL
ENG-00309,2025-05-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00309,2025-06-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00309,2025-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00309,2025-08-01,0.4404,Positive,COLLABORATION
ENG-00309,2025-09-01,0.5106,Positive,COMMUNICATION
ENG-00309,2025-10-01,0.3612,Positive,GENERAL
ENG-00309,2025-11-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00309,2025-12-01,-0.4767,Negative,TIMELINE
ENG-00310,2026-01-01,0.3612,Positive,GENERAL
ENG-00310,2026-02-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00310,2026-03-01,0.5106,Positive,COMMUNICATION
ENG-00310,2026-04-01,0.3612,Positive,GENERAL
ENG-00310,2026-05-01,0.3612,Positive,GENERAL
ENG-00310,2026-06-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00310,2026-07-01,0.3612,Positive,GENERAL
ENG-00310,2026-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00311,2026-03-01,0.3612,Positive,GENERAL
ENG-00311,2026-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00311,2026-05-01,0.5106,Positive,COMMUNICATION
ENG-00311,2026-06-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00311,2026-07-01,0.5106,Positive,COMMUNICATION
ENG-00311,2026-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00312,2026-08-01,0.3612,Positive,GENERAL
ENG-00313,2025-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00313,2025-09-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00313,2025-10-01,0.3612,Positive,GENERAL
ENG-00313,2025-11-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00313,2025-12-01,0.5106,Positive,COMMUNICATION
ENG-00313,2026-01-01,0.5106,Positive,COMMUNICATION
ENG-00313,2026-02-01,0.3612,Positive,GENERAL
ENG-00313,2026-03-01,0.3612,Positive,GENERAL
ENG-00313,2026-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00313,2026-05-01,0.5106,Positive,COMMUNICATION
ENG-00313,2026-06-01,0.4404,Positive,COLLABORATION
ENG-00314,2024-06-01,0.3612,Positive,GENERAL
ENG-00314,2024-07-01,0.5106,Positive,COMMUNICATION
ENG-00314,2024-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00314,2024-09-01,0.5106,Positive,COMMUNICATION
ENG-00314,2024-10-01,0.4019,Positive,TECHNICAL_SKILL
ENG-00314,2024-11-01,0.4588,Positive,AVAILABILITY
ENG-00314,2024-12-01,0.0,Neutral,DELIVERY
ENG-00315,2024-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00315,2024-09-01,0.4404,Positive,COLLABORATION
ENG-00315,2024-10-01,0.5106,Positive,COMMUNICATION
ENG-00315,2024-11-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00315,2024-12-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00315,2025-01-01,0.4404,Positive,COLLABORATION
ENG-00315,2025-02-01,0.3612,Positive,GENERAL
ENG-00316,2025-06-01,0.3612,Positive,GENERAL
ENG-00316,2025-07-01,0.4404,Positive,COLLABORATION
ENG-00316,2025-08-01,0.3612,Positive,GENERAL
ENG-00316,2025-09-01,0.0,Neutral,DELIVERY
ENG-00316,2025-10-01,0.5106,Positive,COMMUNICATION
ENG-00316,2025-11-01,0.3612,Positive,GENERAL
ENG-00316,2025-12-01,0.4404,Positive,COLLABORATION
ENG-00317,2024-09-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00317,2024-10-01,0.5106,Positive,COMMUNICATION
ENG-00317,2024-11-01,0.4404,Positive,COLLABORATION
ENG-00317,2024-12-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00317,2025-01-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00317,2025-02-01,0.5106,Positive,COMMUNICATION
ENG-00317,2025-03-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00317,2025-04-01,0.3612,Positive,GENERAL
ENG-00317,2025-05-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00317,2025-06-01,0.4404,Positive,COLLABORATION
ENG-00317,2025-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00318,2024-01-01,0.3612,Positive,GENERAL
ENG-00318,2024-02-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00318,2024-03-01,0.5106,Positive,COMMUNICATION
ENG-00318,2024-04-01,0.4404,Positive,COLLABORATION
ENG-00318,2024-05-01,0.4404,Positive,COLLABORATION
ENG-00318,2024-06-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00318,2024-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00318,2024-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00318,2024-09-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00319,2024-06-01,0.4404,Positive,COLLABORATION
ENG-00319,2024-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00319,2024-08-01,0.4404,Positive,COLLABORATION
ENG-00319,2024-09-01,0.4019,Positive,TECHNICAL_SKILL
ENG-00319,2024-10-01,-0.296,Negative,CLIENT_EXPECTATION
ENG-00320,2025-01-01,0.5106,Positive,COMMUNICATION
ENG-00320,2025-02-01,0.5106,Positive,COMMUNICATION
ENG-00320,2025-03-01,0.5106,Positive,COMMUNICATION
ENG-00320,2025-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00320,2025-05-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00320,2025-06-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00320,2025-07-01,0.5106,Positive,COMMUNICATION
ENG-00321,2025-06-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00321,2025-07-01,-0.4767,Negative,TIMELINE
ENG-00321,2025-08-01,0.0,Neutral,DELIVERY
ENG-00321,2025-09-01,0.4019,Positive,TECHNICAL_SKILL
ENG-00321,2025-10-01,0.4019,Positive,TECHNICAL_SKILL
ENG-00322,2025-06-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00322,2025-07-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00322,2025-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00322,2025-09-01,0.5106,Positive,COMMUNICATION
ENG-00322,2025-10-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00322,2025-11-01,0.4404,Positive,COLLABORATION
ENG-00322,2025-12-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00322,2026-01-01,0.5106,Positive,COMMUNICATION
ENG-00322,2026-02-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00322,2026-03-01,0.0,Neutral,QUALITY
ENG-00323,2024-07-01,0.5106,Positive,COMMUNICATION
ENG-00323,2024-08-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00323,2024-09-01,0.4019,Positive,TECHNICAL_SKILL
ENG-00323,2024-10-01,0.4404,Positive,COLLABORATION
ENG-00323,2024-11-01,0.3612,Positive,GENERAL
ENG-00323,2024-12-01,0.5106,Positive,COMMUNICATION
ENG-00323,2025-01-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00323,2025-02-01,0.5106,Positive,COMMUNICATION
ENG-00323,2025-03-01,0.5106,Positive,COMMUNICATION
ENG-00323,2025-04-01,0.3612,Positive,GENERAL
ENG-00323,2025-05-01,0.3612,Positive,GENERAL
ENG-00324,2026-01-01,0.0,Neutral,COMMUNICATION
ENG-00324,2026-02-01,0.0,Neutral,DELIVERY
ENG-00324,2026-03-01,-0.296,Negative,CLIENT_EXPECTATION
ENG-00324,2026-04-01,0.0,Neutral,COMMUNICATION
ENG-00325,2024-01-01,0.5106,Positive,COMMUNICATION
ENG-00325,2024-02-01,0.4404,Positive,COLLABORATION
ENG-00325,2024-03-01,0.3612,Positive,GENERAL
ENG-00325,2024-04-01,0.4404,Positive,COLLABORATION
ENG-00325,2024-05-01,0.3612,Positive,GENERAL
ENG-00325,2024-06-01,0.5106,Positive,COMMUNICATION
ENG-00325,2024-07-01,0.4404,Positive,COLLABORATION
ENG-00325,2024-08-01,0.4404,Positive,COLLABORATION
ENG-00326,2025-05-01,-0.3612,Negative,COLLABORATION
ENG-00326,2025-06-01,0.0,Neutral,DELIVERY
ENG-00326,2025-07-01,0.0,Neutral,QUALITY
ENG-00326,2025-08-01,-0.3612,Negative,COLLABORATION
ENG-00326,2025-09-01,0.0,Neutral,DELIVERY
ENG-00326,2025-10-01,-0.3612,Negative,COLLABORATION
ENG-00326,2025-11-01,0.0,Neutral,COMMUNICATION
ENG-00326,2025-12-01,0.0,Neutral,COMMUNICATION
ENG-00326,2026-01-01,0.0,Neutral,DELIVERY
ENG-00327,2025-03-01,0.4404,Positive,COLLABORATION
ENG-00327,2025-04-01,0.4404,Positive,COLLABORATION
ENG-00327,2025-05-01,0.4588,Positive,AVAILABILITY
ENG-00327,2025-06-01,0.0,Neutral,DELIVERY
ENG-00327,2025-07-01,0.0,Neutral,COMMUNICATION
ENG-00327,2025-08-01,0.0,Neutral,QUALITY
ENG-00328,2024-11-01,0.5106,Positive,COMMUNICATION
ENG-00328,2024-12-01,0.4404,Positive,COLLABORATION
ENG-00328,2025-01-01,0.3612,Positive,GENERAL
ENG-00328,2025-02-01,0.4404,Positive,COLLABORATION
ENG-00328,2025-03-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00328,2025-04-01,-0.3612,Negative,COLLABORATION
ENG-00328,2025-05-01,0.0,Neutral,QUALITY
ENG-00329,2025-08-01,0.5106,Positive,COMMUNICATION
ENG-00329,2025-09-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00329,2025-10-01,0.5106,Positive,COMMUNICATION
ENG-00329,2025-11-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00329,2025-12-01,0.4404,Positive,COLLABORATION
ENG-00329,2026-01-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00329,2026-02-01,0.5106,Positive,COMMUNICATION
ENG-00329,2026-03-01,0.3612,Positive,GENERAL
ENG-00329,2026-04-01,0.6908,Positive,CLIENT_EXPECTATION
ENG-00329,2026-05-01,0.3612,Positive,GENERAL
ENG-00329,2026-06-01,0.3612,Positive,GENERAL
