engagement_id,as_of_date,client_id,talent_id,role,risk_target,behs,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs_delta,performance_health_delta,client_feedback_health_delta,milestone_health_delta,utilisation_health_delta,sentiment_health_delta,technical_score,delivery_score,communication_score,overall_score,feedback_rating,feedback_count,delay_days,delayed_milestones,milestone_count,utilisation,utilisation_delta,engagement_age_months,remaining_months,monthly_contract_value,contract_exposure
ENG-00038,2025-05-01,C-0032,T-0089,Data Analyst,0,71.9,76.44,78.49,80.12,71.93,51.4,-7.819999999999993,-1.6500000000000057,-7.1000000000000085,-15.670000000000002,3.160000000000011,-16.6,76.75,73.13,75.11,78.08,3.92,1,3.0,0,1,0.6692,0.06790000000000007,9,0,1511810.38,0.0
ENG-00039,2024-03-01,C-0060,T-0128,Data Scientist,0,76.56,75.49,76.03,96.91,80.52,55.1,0.0,0.0,0.0,0.0,0.0,0.0,74.63,80.85,67.46,81.04,3.8,1,0.0,0,1,0.9018,0.0,0,12,2701981.26,32423775.119999997
ENG-00039,2024-04-01,C-0060,T-0128,Data Scientist,0,73.54,84.91,68.67,83.52,72.35,55.13,-3.019999999999996,9.420000000000002,-7.359999999999999,-13.39,-8.170000000000002,0.030000000000001137,84.46,78.75,85.07,78.88,3.43,1,2.0,0,1,0.7008,-0.20100000000000007,1,11,2701981.26,29721793.86
ENG-00039,2024-05-01,C-0060,T-0128,Data Scientist,0,65.73,73.37,73.02,53.79,73.03,55.38,-7.810000000000002,-11.539999999999992,4.349999999999994,-29.729999999999997,0.6800000000000068,0.25,75.56,75.84,77.35,68.35,3.65,1,8.0,1,1,0.5289,-0.17189999999999994,2,10,2701981.26,27019812.599999998
ENG-00039,2024-06-01,C-0060,T-0128,Data Scientist,0,72.89,72.8,78.12,85.58,77.85,51.37,7.159999999999997,-0.5700000000000074,5.1000000000000085,31.79,4.819999999999993,-4.010000000000005,80.09,70.76,75.27,77.86,3.91,1,1.0,0,1,0.5977,0.06879999999999997,3,9,2701981.26,24317831.339999996
ENG-00039,2024-07-01,C-0060,T-0128,Data Scientist,0,76.31,79.3,77.84,94.92,71.46,56.06,3.4200000000000017,6.5,-0.28000000000000114,9.340000000000003,-6.390000000000001,4.690000000000005,83.1,75.38,89.19,82.69,3.89,1,0.0,0,1,0.5316,-0.06610000000000005,4,8,2701981.26,21615850.08
ENG-00039,2024-08-01,C-0060,T-0128,Data Scientist,0,76.09,82.55,75.87,84.35,72.1,62.94,-0.21999999999999886,3.25,-1.9699999999999989,-10.570000000000007,0.6400000000000006,6.8799999999999955,87.31,78.93,86.06,80.66,3.79,1,2.0,0,1,0.585,0.0534,5,7,2701981.26,18913868.82
ENG-00039,2024-09-01,C-0060,T-0128,Data Scientist,0,73.23,74.28,75.47,91.61,64.3,57.98,-2.8599999999999994,-8.269999999999996,-0.4000000000000057,7.260000000000005,-7.799999999999997,-4.960000000000001,80.35,79.09,72.95,79.03,3.77,1,1.0,0,1,0.4605,-0.12449999999999994,6,6,2701981.26,16211887.559999999
ENG-00039,2024-10-01,C-0060,T-0128,Data Scientist,0,70.04,79.0,70.9,70.25,83.05,48.02,-3.1899999999999977,4.719999999999999,-4.569999999999993,-21.36,18.75,-9.959999999999994,78.6,73.34,71.75,73.98,3.54,1,5.0,1,1,0.8048,0.34429999999999994,7,5,2701981.26,13509906.299999999
ENG-00039,2024-11-01,C-0060,T-0128,Data Scientist,0,71.65,79.77,87.42,69.15,68.91,50.29,1.6099999999999994,0.769999999999996,16.519999999999996,-1.0999999999999943,-14.14,2.269999999999996,85.66,71.88,87.23,79.79,4.37,1,5.0,1,1,0.6704,-0.13439999999999996,8,4,2701981.26,10807925.04
ENG-00039,2024-12-01,C-0060,T-0128,Data Scientist,0,74.08,78.73,79.16,75.92,72.12,62.8,2.4299999999999926,-1.039999999999992,-8.260000000000005,6.769999999999996,3.210000000000008,12.509999999999998,75.54,78.53,80.97,78.18,3.96,1,4.0,1,1,0.6964,0.026000000000000023,9,3,2701981.26,8105943.779999999
ENG-00039,2025-01-01,C-0060,T-0128,Data Scientist,0,70.38,76.3,75.66,65.64,78.42,56.42,-3.700000000000003,-2.430000000000007,-3.5,-10.280000000000001,6.299999999999997,-6.3799999999999955,75.1,77.61,75.81,73.41,3.78,1,7.0,1,1,0.6553,-0.041100000000000025,10,2,2701981.26,5403962.52
ENG-00039,2025-02-01,C-0060,T-0128,Data Scientist,0,74.16,83.82,80.42,56.84,76.63,71.3,3.780000000000001,7.519999999999996,4.760000000000005,-8.799999999999997,-1.7900000000000063,14.879999999999995,82.76,72.38,93.49,75.88,4.02,1,7.0,1,1,0.627,-0.028299999999999992,11,1,2701981.26,2701981.26
ENG-00039,2025-03-01,C-0060,T-0128,Data Scientist,0,69.96,77.59,75.79,69.54,73.91,52.07,-4.200000000000003,-6.22999999999999,-4.6299999999999955,12.700000000000003,-2.719999999999999,-19.229999999999997,83.74,70.97,72.48,74.95,3.79,1,6.0,1,1,0.5157,-0.11129999999999995,12,0,2701981.26,0.0
ENG-00040,2024-08-01,C-0034,T-0328,Data Engineer,0,73.1,81.18,76.42,69.93,76.36,60.38,0.0,0.0,0.0,0.0,0.0,0.0,79.37,82.64,79.46,76.7,3.82,1,5.0,1,1,0.7601,0.0,0,12,1093796.94,13125563.28
ENG-00040,2024-09-01,C-0034,T-0328,Data Engineer,0,74.62,75.12,79.81,90.48,67.96,57.94,1.5200000000000102,-6.060000000000002,3.3900000000000006,20.549999999999997,-8.400000000000006,-2.440000000000005,72.96,74.05,77.38,80.6,3.99,1,1.0,0,1,0.5619,-0.19820000000000004,1,11,1093796.94,12031766.34
ENG-00040,2024-10-01,C-0034,T-0328,Data Engineer,0,68.53,76.01,74.47,53.54,74.72,63.58,-6.090000000000003,0.8900000000000006,-5.340000000000003,-36.940000000000005,6.760000000000005,5.640000000000001,68.1,56.03,76.73,69.85,3.72,1,9.0,1,1,0.5566,-0.005299999999999971,2,10,1093796.94,10937969.399999999
ENG-00040,2024-11-01,C-0034,T-0328,Data Engineer,0,70.86,75.72,79.4,66.97,75.38,56.72,2.3299999999999983,-0.29000000000000625,4.930000000000007,13.43,0.6599999999999966,-6.859999999999999,73.64,78.64,76.55,74.82,3.97,1,5.0,1,1,0.8384,0.28180000000000005,3,9,1093796.94,9844172.459999999
ENG-00040,2024-12-01,C-0034,T-0328,Data Engineer,0,74.19,74.01,81.63,84.43,76.57,54.93,3.3299999999999983,-1.7099999999999937,2.2299999999999898,17.460000000000008,1.1899999999999977,-1.7899999999999991,63.36,57.09,81.35,79.28,4.08,1,2.0,0,1,0.8016,-0.036800000000000055,4,8,1093796.94,8750375.52
ENG-00040,2025-01-01,C-0034,T-0328,Data Engineer,0,76.41,82.63,78.67,94.18,73.5,50.78,2.219999999999999,8.61999999999999,-2.9599999999999937,9.75,-3.069999999999993,-4.149999999999999,91.59,85.02,82.73,84.13,3.93,1,0.0,0,1,0.5527,-0.2489,5,7,1093796.94,7656578.58
ENG-00040,2025-02-01,C-0034,T-0328,Data Engineer,0,76.75,81.59,79.13,91.91,70.54,57.79,0.3400000000000034,-1.039999999999992,0.45999999999999375,-2.2700000000000102,-2.9599999999999937,7.009999999999998,75.82,86.23,82.63,83.31,3.96,1,1.0,0,1,0.7406,0.18790000000000007,6,6,1093796.94,6562781.64
ENG-00040,2025-03-01,C-0034,T-0328,Data Engineer,0,75.43,76.06,78.37,97.77,69.11,54.08,-1.3199999999999932,-5.530000000000001,-0.7599999999999909,5.859999999999999,-1.4300000000000068,-3.710000000000001,76.54,67.53,75.72,82.29,3.92,1,0.0,0,1,0.6959,-0.04470000000000007,7,5,1093796.94,5468984.699999999
ENG-00040,2025-04-01,C-0034,T-0328,Data Engineer,0,72.16,75.55,78.1,80.14,68.37,56.88,-3.2700000000000102,-0.5100000000000051,-0.27000000000001023,-17.629999999999995,-0.7399999999999949,2.8000000000000043,79.52,67.89,75.05,77.59,3.9,1,3.0,0,1,0.4987,-0.1972,8,4,1093796.94,4375187.76
ENG-00040,2025-05-01,C-0034,T-0328,Data Engineer,0,75.19,79.82,78.71,95.82,67.53,50.98,3.030000000000001,4.269999999999996,0.6099999999999994,15.679999999999993,-0.8400000000000034,-5.900000000000006,75.56,86.61,76.35,83.43,3.94,1,0.0,0,1,0.6528,0.15410000000000007,9,3,1093796.94,3281390.82
ENG-00040,2025-06-01,C-0034,T-0328,Data Engineer,0,79.45,74.19,82.2,95.69,73.84,71.24,4.260000000000005,-5.6299999999999955,3.490000000000009,-0.12999999999999545,6.310000000000002,20.259999999999998,76.71,71.23,81.86,82.37,4.11,1,0.0,0,1,0.8562,0.20339999999999991,10,2,1093796.94,2187593.88
ENG-00040,2025-07-01,C-0034,T-0328,Data Engineer,0,71.67,71.71,75.87,89.35,71.93,49.54,-7.780000000000001,-2.480000000000004,-6.329999999999998,-6.340000000000003,-1.9099999999999966,-21.699999999999996,66.02,69.91,76.84,77.58,3.79,1,1.0,0,1,0.6493,-0.20689999999999997,11,1,1093796.94,1093796.94
ENG-00040,2025-08-01,C-0034,T-0328,Data Engineer,0,71.93,73.84,73.93,88.35,74.65,49.05,0.2600000000000051,2.1300000000000097,-1.9399999999999977,-1.0,2.719999999999999,-0.490000000000002,77.09,73.62,74.6,77.5,3.7,1,1.0,0,1,0.8026,0.1533,12,0,1093796.94,0.0
ENG-00041,2025-11-01,C-0039,T-0446,AI Engineer,0,74.6,81.81,83.02,66.38,78.58,62.39,0.0,0.0,0.0,0.0,0.0,0.0,80.99,76.01,82.6,78.38,4.15,1,7.0,1,1,0.7665,0.0,0,10,1019057.97,10190579.7
ENG-00041,2025-12-01,C-0039,T-0446,AI Engineer,0,77.53,74.91,78.93,100.0,72.64,60.6,2.930000000000007,-6.900000000000006,-4.089999999999989,33.620000000000005,-5.939999999999998,-1.7899999999999991,76.12,82.14,70.83,82.59,3.95,1,0.0,0,1,0.8681,0.10160000000000002,1,9,1019057.97,9171521.73
ENG-00041,2026-01-01,C-0039,T-0446,AI Engineer,0,72.7,80.53,80.28,62.15,72.22,66.25,-4.829999999999998,5.6200000000000045,1.3499999999999943,-37.85,-0.4200000000000017,5.649999999999999,73.06,78.53,86.44,75.85,4.01,1,6.0,1,1,0.8268,-0.0413,2,8,1019057.97,8152463.76
ENG-00041,2026-02-01,C-0039,T-0446,AI Engineer,0,74.2,71.82,85.62,94.24,67.47,50.77,1.5,-8.710000000000008,5.340000000000003,32.089999999999996,-4.75,-15.479999999999997,67.37,75.52,68.66,82.25,4.28,1,0.0,0,1,0.5053,-0.3215,3,7,1019057.97,7133405.79
ENG-00041,2026-03-01,C-0039,T-0446,AI Engineer,0,77.18,75.02,80.27,90.6,76.98,63.51,2.980000000000004,3.200000000000003,-5.3500000000000085,-3.6400000000000006,9.510000000000005,12.739999999999995,73.78,69.0,78.11,80.75,4.01,1,1.0,0,1,0.7388,0.23350000000000004,4,6,1019057.97,6114347.82
ENG-00041,2026-04-01,C-0039,T-0446,AI Engineer,0,74.58,71.87,75.11,94.79,69.61,60.98,-2.6000000000000085,-3.1499999999999915,-5.159999999999997,4.190000000000012,-7.3700000000000045,-2.530000000000001,65.55,70.2,73.19,78.73,3.76,1,0.0,0,1,0.5036,-0.23519999999999996,5,5,1019057.97,5095289.85
ENG-00041,2026-05-01,C-0039,T-0446,AI Engineer,0,75.7,74.43,76.81,90.79,70.02,65.32,1.1200000000000045,2.5600000000000023,1.7000000000000028,-4.0,0.4099999999999966,4.339999999999996,76.38,69.6,77.97,79.35,3.84,1,1.0,0,1,0.6454,0.14179999999999993,6,4,1019057.97,4076231.88
ENG-00041,2026-06-01,C-0039,T-0446,AI Engineer,0,75.14,80.09,75.76,75.38,80.71,63.92,-0.5600000000000023,5.659999999999997,-1.0499999999999972,-15.41000000000001,10.689999999999998,-1.3999999999999915,79.04,79.42,81.97,77.4,3.79,1,4.0,1,1,0.8784,0.23299999999999998,7,3,1019057.97,3057173.91
ENG-00041,2026-07-01,C-0039,T-0446,AI Engineer,0,73.22,76.29,76.28,86.53,75.95,50.97,-1.9200000000000017,-3.799999999999997,0.519999999999996,11.150000000000006,-4.759999999999991,-12.950000000000003,80.68,69.02,77.12,78.84,3.81,1,1.0,0,1,0.789,-0.08939999999999992,8,2,1019057.97,2038115.94
ENG-00041,2026-08-01,C-0039,T-0446,AI Engineer,0,75.88,68.98,85.72,90.51,75.94,59.97,2.6599999999999966,-7.310000000000002,9.439999999999998,3.980000000000004,-0.010000000000005116,9.0,72.97,70.77,79.78,80.22,4.29,1,1.0,0,1,0.7339,-0.05510000000000004,9,1,1019057.97,1019057.97
ENG-00042,2024-01-01,C-0013,T-0138,AI Engineer,0,82.35,82.12,88.74,97.18,77.49,65.04,0.0,0.0,0.0,0.0,0.0,0.0,85.97,80.29,85.37,88.2,4.44,1,0.0,0,1,0.8056,0.0,0,6,1102643.33,6615859.98
ENG-00042,2024-02-01,C-0013,T-0138,AI Engineer,1,74.32,68.48,79.86,87.3,74.72,62.82,-8.030000000000001,-13.64,-8.879999999999995,-9.88000000000001,-2.769999999999996,-2.220000000000006,67.94,72.06,75.38,77.17,3.99,1,1.0,0,1,0.6695,-0.1361,1,5,1102643.33,5513216.65
ENG-00042,2024-03-01,C-0013,T-0138,AI Engineer,1,60.38,68.61,67.47,62.52,65.41,37.1,-13.93999999999999,0.12999999999999545,-12.39,-24.779999999999994,-9.310000000000002,-25.72,71.93,61.07,67.68,66.68,3.37,1,6.0,1,1,0.7013,0.03180000000000005,2,4,1102643.33,4410573.32
ENG-00042,2024-04-01,C-0013,T-0138,AI Engineer,1,59.53,61.69,62.33,71.38,74.44,30.99,-0.8500000000000014,-6.920000000000002,-5.140000000000001,8.859999999999992,9.030000000000001,-6.110000000000003,65.82,57.56,57.2,64.34,3.12,1,4.0,1,1,0.7112,0.00990000000000002,3,3,1102643.33,3307929.99
ENG-00043,2025-11-01,C-0045,T-0344,Data Analyst,0,74.95,73.99,84.06,81.43,76.12,59.66,0.0,0.0,0.0,0.0,0.0,0.0,72.42,68.38,72.07,79.37,4.2,1,2.0,0,1,0.6428,0.0,0,7,3387282.88,23710980.16
ENG-00043,2025-12-01,C-0045,T-0344,Data Analyst,0,80.17,78.72,82.47,90.17,72.68,75.31,5.219999999999999,4.730000000000004,-1.5900000000000034,8.739999999999995,-3.4399999999999977,15.650000000000006,75.64,75.13,100.0,82.89,4.12,1,1.0,0,1,0.6955,0.05269999999999997,1,6,3387282.88,20323697.28
ENG-00043,2026-01-01,C-0045,T-0344,Data Analyst,0,78.15,74.4,85.49,99.25,73.46,57.89,-2.019999999999996,-4.319999999999993,3.019999999999996,9.079999999999998,0.7799999999999869,-17.42,76.67,79.27,78.16,84.49,4.27,1,0.0,0,1,0.6269,-0.0686,2,5,3387282.88,16936414.4
ENG-00043,2026-02-01,C-0045,T-0344,Data Analyst,0,80.31,80.94,87.2,92.0,78.85,62.07,2.1599999999999966,6.539999999999992,1.710000000000008,-7.25,5.390000000000001,4.18,81.94,80.02,77.09,85.89,4.36,1,2.0,0,1,0.7067,0.07979999999999998,3,4,3387282.88,13549131.52
ENG-00043,2026-03-01,C-0045,T-0344,Data Analyst,0,78.29,79.85,80.94,86.74,78.54,65.04,-2.019999999999996,-1.0900000000000034,-6.260000000000005,-5.260000000000005,-0.30999999999998806,2.970000000000006,74.38,87.2,82.15,81.95,4.05,1,2.0,0,1,0.7047,-0.0020000000000000018,4,3,3387282.88,10161848.64
ENG-00043,2026-04-01,C-0045,T-0344,Data Analyst,0,73.59,78.2,80.89,70.91,76.97,60.69,-4.700000000000003,-1.6499999999999915,-0.04999999999999716,-15.829999999999998,-1.5700000000000074,-4.3500000000000085,80.68,73.77,79.39,77.32,4.04,1,6.0,1,1,0.7272,0.022499999999999964,5,2,3387282.88,6774565.76
ENG-00043,2026-05-01,C-0045,T-0344,Data Analyst,0,77.99,78.05,84.1,88.64,71.73,65.86,4.3999999999999915,-0.15000000000000568,3.2099999999999937,17.730000000000004,-5.239999999999995,5.170000000000002,75.76,73.8,75.86,82.81,4.2,1,2.0,0,1,0.7389,0.011700000000000044,6,1,3387282.88,3387282.88
ENG-00043,2026-06-01,C-0045,T-0344,Data Analyst,0,71.53,76.52,80.54,70.19,73.97,55.79,-6.459999999999994,-1.5300000000000011,-3.559999999999988,-18.450000000000003,2.239999999999995,-10.07,79.85,76.75,81.37,76.34,4.03,1,5.0,1,1,0.7173,-0.021599999999999953,7,0,3387282.88,0.0
ENG-00044,2025-08-01,C-0050,T-0033,Data Engineer,0,65.39,65.61,68.21,74.92,73.8,46.47,0.0,0.0,0.0,0.0,0.0,0.0,67.92,62.3,60.97,68.85,3.41,1,3.0,0,1,0.6788,0.0,0,8,1743893.21,13951145.68
ENG-00044,2025-09-01,C-0050,T-0033,Data Engineer,0,70.18,66.7,72.04,90.36,68.91,53.45,4.790000000000006,1.0900000000000034,3.8300000000000125,15.439999999999998,-4.890000000000001,6.980000000000004,63.99,67.81,73.24,74.48,3.6,1,1.0,0,1,0.7703,0.09150000000000003,1,7,1743893.21,12207252.469999999
ENG-00044,2025-10-01,C-0050,T-0033,Data Engineer,0,69.28,71.0,77.42,80.96,65.95,49.8,-0.9000000000000057,4.299999999999997,5.3799999999999955,-9.400000000000006,-2.9599999999999937,-3.6500000000000057,61.63,62.99,73.29,75.74,3.87,1,3.0,0,1,0.4829,-0.2874,2,6,1743893.21,10463359.26
ENG-00044,2025-11-01,C-0050,T-0033,Data Engineer,0,67.42,72.36,73.88,79.82,68.35,41.69,-1.8599999999999994,1.3599999999999994,-3.5400000000000063,-1.1400000000000006,2.3999999999999915,-8.11,72.77,69.23,79.07,74.76,3.69,1,2.0,0,1,0.5565,0.0736,3,5,1743893.21,8719466.05
ENG-00044,2025-12-01,C-0050,T-0033,Data Engineer,0,67.91,75.57,66.28,76.33,76.44,45.17,0.4899999999999949,3.2099999999999937,-7.599999999999994,-3.489999999999995,8.090000000000003,3.480000000000004,77.79,74.47,71.9,72.51,3.31,1,4.0,1,1,0.7466,0.19010000000000005,4,4,1743893.21,6975572.84
ENG-00044,2026-01-01,C-0050,T-0033,Data Engineer,0,67.44,77.2,72.52,69.86,63.54,50.66,-0.46999999999999886,1.6300000000000097,6.239999999999995,-6.469999999999999,-12.899999999999999,5.489999999999995,74.84,84.01,76.06,73.73,3.63,1,5.0,1,1,0.511,-0.23560000000000003,5,3,1743893.21,5231679.63
ENG-00044,2026-02-01,C-0050,T-0033,Data Engineer,0,67.91,75.05,67.03,86.65,71.12,38.73,0.46999999999999886,-2.1500000000000057,-5.489999999999995,16.790000000000006,7.580000000000005,-11.93,77.23,71.47,80.5,75.14,3.35,1,2.0,0,1,0.5915,0.08050000000000002,6,2,1743893.21,3487786.42
ENG-00044,2026-03-01,C-0050,T-0033,Data Engineer,0,71.38,74.85,78.11,87.38,72.91,43.17,3.469999999999999,-0.20000000000000284,11.079999999999998,0.7299999999999898,1.789999999999992,4.440000000000005,73.95,72.83,73.73,79.13,3.91,1,1.0,0,1,0.6669,0.07540000000000002,7,1,1743893.21,1743893.21
ENG-00044,2026-04-01,C-0050,T-0033,Data Engineer,0,68.12,72.14,68.8,82.67,70.8,45.88,-3.259999999999991,-2.7099999999999937,-9.310000000000002,-4.709999999999994,-2.1099999999999994,2.710000000000001,73.43,61.46,67.66,73.6,3.44,1,2.0,0,1,0.6171,-0.049800000000000066,8,0,1743893.21,0.0
ENG-00045,2025-10-01,C-0041,T-0006,Data Analyst,0,72.2,80.48,85.88,68.05,71.77,52.64,0.0,0.0,0.0,0.0,0.0,0.0,85.06,76.0,93.47,79.26,4.29,1,6.0,1,1,0.6185,0.0,0,11,3077391.81,33851309.910000004
ENG-00045,2025-11-01,C-0041,T-0006,Data Analyst,0,72.88,84.23,80.12,71.17,68.96,56.11,0.6799999999999926,3.75,-5.759999999999991,3.1200000000000045,-2.8100000000000023,3.469999999999999,79.31,82.76,84.47,79.52,4.01,1,6.0,1,1,0.6296,0.011099999999999999,1,10,3077391.81,30773918.1
ENG-00045,2025-12-01,C-0041,T-0006,Data Analyst,0,71.75,79.79,73.46,65.08,76.79,62.9,-1.1299999999999955,-4.439999999999998,-6.660000000000011,-6.090000000000003,7.8300000000000125,6.789999999999999,85.27,74.46,71.75,73.9,3.67,1,6.0,1,1,0.7009,0.07129999999999992,2,9,3077391.81,27696526.29
ENG-00045,2026-01-01,C-0041,T-0006,Data Analyst,0,74.88,78.74,76.9,85.09,67.46,63.37,3.1299999999999955,-1.0500000000000114,3.440000000000012,20.010000000000005,-9.330000000000013,0.46999999999999886,77.12,74.83,87.6,79.68,3.84,1,2.0,0,1,0.6078,-0.09309999999999996,3,8,3077391.81,24619134.48
ENG-00045,2026-02-01,C-0041,T-0006,Data Analyst,0,76.89,78.45,79.42,85.26,77.46,63.62,2.010000000000005,-0.28999999999999204,2.519999999999996,0.1700000000000017,10.0,0.25,80.88,69.15,76.79,80.49,3.97,1,3.0,0,1,0.684,0.07620000000000005,4,7,3077391.81,21541742.67
ENG-00045,2026-03-01,C-0041,T-0006,Data Analyst,0,75.64,75.97,77.06,92.22,72.98,59.24,-1.25,-2.480000000000004,-2.3599999999999994,6.959999999999994,-4.47999999999999,-4.3799999999999955,76.29,73.8,83.27,80.42,3.85,1,0.0,0,1,0.6472,-0.036800000000000055,5,6,3077391.81,18464350.86
ENG-00045,2026-04-01,C-0041,T-0006,Data Analyst,0,77.87,80.62,82.28,96.04,68.13,59.16,2.230000000000004,4.650000000000006,5.219999999999999,3.8200000000000074,-4.8500000000000085,-0.0800000000000054,77.63,82.53,75.74,85.05,4.11,1,0.0,0,1,0.6187,-0.02849999999999997,6,5,3077391.81,15386959.05
ENG-00045,2026-05-01,C-0041,T-0006,Data Analyst,0,81.55,80.31,85.24,96.41,75.28,69.25,3.6799999999999926,-0.3100000000000023,2.9599999999999937,0.36999999999999034,7.150000000000006,10.090000000000003,76.67,94.34,82.8,86.06,4.26,1,0.0,0,1,0.5167,-0.10199999999999998,7,4,3077391.81,12309567.24
ENG-00045,2026-06-01,C-0041,T-0006,Data Analyst,0,73.02,76.71,70.68,88.83,69.84,57.3,-8.530000000000001,-3.6000000000000085,-14.559999999999988,-7.579999999999998,-5.439999999999998,-11.950000000000003,80.41,66.36,71.57,77.63,3.53,1,2.0,0,1,0.613,0.09629999999999994,8,3,3077391.81,9232175.43
ENG-00045,2026-07-01,C-0041,T-0006,Data Analyst,0,78.4,76.26,80.72,97.09,73.7,63.58,5.38000000000001,-0.44999999999998863,10.039999999999992,8.260000000000005,3.8599999999999994,6.280000000000001,77.09,69.03,81.44,83.03,4.04,1,0.0,0,1,0.639,0.026000000000000023,9,2,3077391.81,6154783.62
ENG-00045,2026-08-01,C-0041,T-0006,Data Analyst,0,82.05,78.23,86.23,100.0,81.72,64.96,3.6499999999999915,1.9699999999999989,5.510000000000005,2.9099999999999966,8.019999999999996,1.3799999999999955,74.31,67.3,86.62,86.47,4.31,1,0.0,0,1,0.7503,0.11129999999999995,10,1,3077391.81,3077391.81
ENG-00046,2026-08-01,C-0030,T-0028,Data Scientist,0,65.57,66.96,71.06,64.74,70.76,55.26,0.0,0.0,0.0,0.0,0.0,0.0,64.66,59.74,67.75,67.84,3.55,1,5.0,1,1,0.672,0.0,0,8,1772541.62,14180332.96
ENG-00046,2026-09-01,C-0030,T-0028,Data Scientist,1,67.17,68.68,71.7,82.2,72.07,42.05,1.6000000000000085,1.720000000000013,0.6400000000000006,17.460000000000008,1.309999999999988,-13.21,72.04,67.82,71.03,73.12,3.59,1,2.0,0,1,0.6701,-0.0019000000000000128,1,7,1772541.62,12407791.34
ENG-00046,2026-10-01,C-0030,T-0028,Data Scientist,1,58.75,65.11,57.0,72.96,70.47,29.54,-8.420000000000002,-3.5700000000000074,-14.700000000000003,-9.240000000000009,-1.5999999999999943,-12.509999999999998,55.62,59.04,65.83,64.23,2.85,1,4.0,1,1,0.6276,-0.04249999999999998,2,6,1772541.62,10635249.72
ENG-00046,2026-11-01,C-0030,T-0028,Data Scientist,1,50.8,59.02,39.48,57.75,67.06,32.68,-7.950000000000003,-6.089999999999996,-17.520000000000003,-15.209999999999994,-3.4099999999999966,3.1400000000000006,58.18,53.39,48.89,51.86,1.97,1,6.0,1,1,0.5899,-0.03770000000000007,3,5,1772541.62,8862708.100000001
ENG-00047,2025-05-01,C-0012,T-0462,Analytics Engineer,0,68.3,70.71,73.71,83.02,67.53,45.77,0.0,0.0,0.0,0.0,0.0,0.0,74.59,63.84,71.36,74.83,3.69,1,1.0,0,1,0.6258,0.0,0,12,1626645.05,19519740.6
ENG-00047,2025-06-01,C-0012,T-0462,Analytics Engineer,0,65.26,75.7,72.21,63.0,73.69,41.2,-3.039999999999992,4.990000000000009,-1.5,-20.019999999999996,6.159999999999997,-4.57,65.15,72.79,76.1,71.3,3.61,1,6.0,1,1,0.7094,0.08360000000000001,1,11,1626645.05,17893095.55
ENG-00047,2025-07-01,C-0012,T-0462,Analytics Engineer,0,73.68,70.92,78.66,84.77,74.48,60.48,8.420000000000002,-4.780000000000001,6.450000000000003,21.769999999999996,0.7900000000000063,19.279999999999994,68.31,61.83,80.78,77.09,3.93,1,2.0,0,1,0.7118,0.0023999999999999577,2,10,1626645.05,16266450.5
ENG-00047,2025-08-01,C-0012,T-0462,Analytics Engineer,0,68.88,74.02,85.12,69.58,70.51,44.27,-4.800000000000011,3.0999999999999943,6.460000000000008,-15.189999999999998,-3.969999999999999,-16.209999999999994,72.44,68.81,69.94,76.8,4.26,1,4.0,1,1,0.5171,-0.19469999999999998,3,9,1626645.05,14639805.450000001
ENG-00047,2025-09-01,C-0012,T-0462,Analytics Engineer,0,72.74,77.64,73.81,85.75,73.83,51.72,3.8599999999999994,3.6200000000000045,-11.310000000000002,16.17,3.319999999999993,7.449999999999996,78.17,79.39,81.75,78.32,3.69,1,2.0,0,1,0.6833,0.16620000000000001,4,8,1626645.05,13013160.4
ENG-00047,2025-10-01,C-0012,T-0462,Analytics Engineer,0,70.92,71.81,78.69,84.64,73.53,46.37,-1.8199999999999932,-5.829999999999998,4.8799999999999955,-1.1099999999999994,-0.29999999999999716,-5.350000000000001,68.58,68.44,68.62,77.42,3.93,1,2.0,0,1,0.5388,-0.14450000000000007,5,7,1626645.05,11386515.35
ENG-00047,2025-11-01,C-0012,T-0462,Analytics Engineer,0,63.87,70.4,73.59,60.11,58.45,53.82,-7.050000000000004,-1.4099999999999966,-5.099999999999994,-24.53,-15.079999999999998,7.450000000000003,72.21,64.73,70.2,68.94,3.68,1,7.0,1,1,0.5208,-0.017999999999999905,6,6,1626645.05,9759870.3
ENG-00047,2025-12-01,C-0012,T-0462,Analytics Engineer,1,67.73,69.08,72.86,75.09,74.53,48.43,3.8600000000000065,-1.3200000000000074,-0.730000000000004,14.980000000000004,16.08,-5.390000000000001,61.94,71.47,66.48,71.91,3.64,1,4.0,1,1,0.7381,0.21729999999999994,7,5,1626645.05,8133225.25
ENG-00047,2026-01-01,C-0012,T-0462,Analytics Engineer,1,52.7,62.72,57.7,32.35,73.95,39.59,-15.030000000000001,-6.359999999999999,-15.159999999999997,-42.74,-0.5799999999999983,-8.839999999999996,62.54,47.41,60.56,53.37,2.88,1,11.0,1,1,0.5754,-0.16269999999999996,8,4,1626645.05,6506580.2
ENG-00047,2026-02-01,C-0012,T-0462,Analytics Engineer,1,54.65,61.23,61.09,49.16,70.86,33.29,1.9499999999999957,-1.490000000000002,3.3900000000000006,16.809999999999995,-3.0900000000000034,-6.300000000000004,59.06,59.37,57.05,58.17,3.05,1,7.0,1,1,0.5402,-0.03520000000000001,9,3,1626645.05,4879935.15
