engagement_id,as_of_date,behs,health_band,client_id,client_name,industry,talent_id,role,monthly_contract_value,risk_probability,risk_band,contract_exposure,risk_adjusted_exposure
ENG-00178,2026-08-01,74.81,Watch,C-0024,Client 024,Logistics,T-0038,AI Engineer,798154.21,0.0373536334765113,Low,1596308.42,59627.91963614886
ENG-00179,2026-08-01,74.66,Watch,C-0029,Client 029,Retail,T-0352,BI Developer,1358954.47,0.0698116896186482,Low,4076863.41,284612.7229965437
ENG-00180,2025-07-01,80.0,Healthy,C-0003,Client 003,Insurance,T-0365,AI Engineer,1079101.02,0.0119926694661704,Low,0.0,0.0
ENG-00181,2026-02-01,62.93,Watch,C-0044,Client 044,Telecom,T-0092,Data Scientist,3333175.95,0.5629335646783286,Watch,0.0,0.0
ENG-00182,2026-08-01,78.35,Watch,C-0006,Client 006,Energy,T-0425,Analytics Engineer,1300835.88,0.0427030058227578,Low,5203343.52,222198.40863236904
ENG-00183,2024-04-01,55.22,Critical,C-0028,Client 028,Energy,T-0262,Analytics Engineer,2917547.59,0.9899206700780112,Critical,8752642.77,8664421.99583186
ENG-00184,2025-10-01,53.28,Critical,C-0040,Client 040,Insurance,T-0237,AI Engineer,1670922.35,0.997666552879716,Critical,5012767.050000001,5001070.023162523
ENG-00185,2026-08-01,84.75,Healthy,C-0005,Client 005,Healthcare,T-0362,AI Engineer,1309404.62,0.000877572258901,Low,1309404.62,1149.0971701888056
ENG-00186,2025-08-01,54.08,Critical,C-0060,Client 060,Insurance,T-0255,Data Scientist,2248274.4,0.9959406464574776,Critical,11241372.0,11195739.296748988
ENG-00187,2025-01-01,55.21,Critical,C-0023,Client 023,Banking,T-0273,AI Engineer,948070.54,0.9880488017994352,Critical,1896141.08,1873479.9221366872
ENG-00188,2025-02-01,82.39,Healthy,C-0001,Client 001,FinTech,T-0157,Data Analyst,847554.58,0.0193424023454386,Low,0.0,0.0
ENG-00189,2025-06-01,58.16,Critical,C-0040,Client 040,Insurance,T-0464,Data Engineer,1010941.04,0.9907720159843364,Critical,5054705.2,5008060.461210509
ENG-00190,2025-02-01,76.29,Watch,C-0034,Client 034,Retail,T-0485,AI Engineer,1496419.36,0.0371189884448342,Low,0.0,0.0
ENG-00191,2026-08-01,84.27,Healthy,C-0039,Client 039,Telecom,T-0066,Data Analyst,1361677.33,0.1145653106208127,Low,8170063.98,936005.9176606133
ENG-00192,2025-01-01,82.63,Healthy,C-0046,Client 046,Logistics,T-0367,Data Scientist,2017422.37,0.0016046718920963,Low,0.0,0.0
ENG-00193,2024-08-01,56.53,Critical,C-0029,Client 029,Retail,T-0012,ML Engineer,2456498.17,0.9931521419753516,Critical,7369494.51,7319029.257882094
ENG-00194,2024-07-01,52.77,Critical,C-0050,Client 050,Energy,T-0185,Data Scientist,2000167.95,0.9779098100067568,Critical,10000839.75,9779919.29983052
ENG-00195,2025-05-01,75.18,Watch,C-0023,Client 023,Banking,T-0485,AI Engineer,966947.71,0.0226487168646935,Low,0.0,0.0
ENG-00196,2024-06-01,63.35,Watch,C-0033,Client 033,FinTech,T-0088,Data Analyst,1292415.75,0.8994317184477864,Critical,10339326.0,9299517.751771877
ENG-00197,2026-08-01,83.19,Healthy,C-0010,Client 010,FinTech,T-0189,Data Analyst,930343.28,0.0323902660741343,Low,4651716.4,150670.33189741414
ENG-00198,2024-12-01,62.51,Watch,C-0038,Client 038,Energy,T-0110,Data Engineer,1069878.28,0.8895635073981166,Critical,0.0,0.0
ENG-00199,2026-12-01,61.34,Watch,C-0016,Client 016,Energy,T-0365,AI Engineer,3184394.67,0.9852957929083136,Critical,6368789.34,6275141.342621315
ENG-00200,2026-01-01,52.02,Critical,C-0042,Client 042,Energy,T-0232,AI Engineer,2848563.28,0.9975003246045124,Critical,8545689.84,8524328.389369484
ENG-00201,2025-12-01,77.65,Watch,C-0049,Client 049,Insurance,T-0297,ML Engineer,1346947.86,0.0259772486808448,Low,0.0,0.0
ENG-00202,2026-08-01,79.86,Watch,C-0052,Client 052,Banking,T-0472,ML Engineer,2786720.23,0.1588340635094188,Low,5573440.46,885252.1959896043
ENG-00203,2026-08-01,83.74,Healthy,C-0056,Client 056,FinTech,T-0261,Data Analyst,1308493.95,0.0012400639430128,Low,2616987.9,3245.232334090787
ENG-00204,2026-08-01,79.82,Watch,C-0008,Client 008,Insurance,T-0368,ML Engineer,1190041.53,0.0033261618603532,Low,1190041.53,3958.2707493223684
ENG-00205,2026-08-01,70.03,Watch,C-0009,Client 009,Banking,T-0049,ML Engineer,1943505.1,0.1128197802108445,Low,11661030.600000001,1315594.9093239324
ENG-00206,2026-01-01,51.13,Critical,C-0056,Client 056,FinTech,T-0108,BI Developer,2228446.62,0.9966783025430428,Critical,11142233.100000001,11105221.972646907
ENG-00207,2024-08-01,69.38,Watch,C-0023,Client 023,Banking,T-0474,AI Engineer,2289677.43,0.186703818989146,Low,0.0,0.0
ENG-00208,2026-01-01,74.17,Watch,C-0002,Client 002,Energy,T-0430,Data Analyst,949319.41,0.0994259768300681,Low,0.0,0.0
ENG-00209,2026-11-01,66.53,Watch,C-0018,Client 018,Banking,T-0329,Analytics Engineer,2332541.48,0.965312489931208,Critical,6997624.4399999995,6754894.271779874
ENG-00210,2026-06-01,46.63,Critical,C-0051,Client 051,Energy,T-0190,AI Engineer,1840936.46,0.9988360872318528,Critical,7363745.84,7355175.082195433
ENG-00211,2025-07-01,75.59,Watch,C-0022,Client 022,Telecom,T-0100,BI Developer,1205178.31,0.0391126482234157,Low,0.0,0.0
ENG-00212,2026-08-01,72.59,Watch,C-0005,Client 005,Healthcare,T-0426,Analytics Engineer,2402790.15,0.0309671320258819,Low,7208370.449999999,223222.5594166157
ENG-00213,2026-04-01,82.0,Healthy,C-0044,Client 044,Telecom,T-0393,ML Engineer,2195592.65,0.0004498040059852,Low,0.0,0.0
ENG-00214,2026-09-01,41.91,Critical,C-0012,Client 012,Logistics,T-0121,AI Engineer,2053574.98,0.9995398853584734,Critical,4107149.96,4105260.2001684583
ENG-00215,2025-09-01,81.55,Healthy,C-0022,Client 022,Telecom,T-0295,Analytics Engineer,1702056.39,0.0048367544157748,Low,0.0,0.0
ENG-00216,2024-04-01,57.3,Critical,C-0001,Client 001,FinTech,T-0310,Analytics Engineer,1016686.64,0.9834788741696682,Critical,4066746.56,3999559.328362171
ENG-00217,2024-12-01,81.76,Healthy,C-0037,Client 037,Energy,T-0239,Analytics Engineer,2237240.78,0.0003898648689791,Low,0.0,0.0
ENG-00218,2025-06-01,75.22,Watch,C-0027,Client 027,Healthcare,T-0464,Data Engineer,1332220.64,0.0308448322972778,Low,0.0,0.0
ENG-00219,2026-07-01,71.23,Watch,C-0053,Client 053,Telecom,T-0063,Data Analyst,3470779.81,0.6769920121255518,Critical,0.0,0.0
ENG-00220,2026-08-01,83.56,Healthy,C-0021,Client 021,Retail,T-0129,Data Analyst,1428717.76,0.0079127234151624,Low,0.0,0.0
ENG-00221,2026-08-01,50.37,Critical,C-0013,Client 013,Insurance,T-0048,Analytics Engineer,1473210.69,0.99862979235537,Critical,8839264.14,8827152.512702469
ENG-00222,2025-07-01,80.49,Healthy,C-0010,Client 010,FinTech,T-0347,Analytics Engineer,3178268.0,0.0047907883711603,Low,0.0,0.0
ENG-00223,2025-01-01,80.61,Healthy,C-0013,Client 013,Insurance,T-0323,ML Engineer,1416528.45,0.0888274598871992,Low,0.0,0.0
ENG-00224,2026-08-01,81.69,Healthy,C-0028,Client 028,Energy,T-0494,AI Engineer,2778766.37,0.0153911016663036,Low,16672598.22,256609.65424545243
ENG-00225,2026-04-01,64.04,Watch,C-0006,Client 006,Energy,T-0272,AI Engineer,1707176.34,0.1898496235987644,Low,0.0,0.0
ENG-00226,2026-05-01,69.44,Watch,C-0025,Client 025,Energy,T-0076,Analytics Engineer,1735217.23,0.1403360982469103,Low,0.0,0.0
ENG-00227,2026-08-01,80.81,Healthy,C-0052,Client 052,Banking,T-0226,BI Developer,1002370.6,0.002700867354072,Low,1002370.6,2707.270030221563
ENG-00228,2026-08-01,81.15,Healthy,C-0047,Client 047,Healthcare,T-0045,ML Engineer,997902.3,0.0052536474952169,Low,0.0,0.0
ENG-00229,2025-12-01,79.99,Watch,C-0039,Client 039,Telecom,T-0336,Data Scientist,1352294.66,0.0070509766342708,Low,0.0,0.0
ENG-00230,2025-05-01,57.98,Critical,C-0054,Client 054,Healthcare,T-0338,ML Engineer,1276051.83,0.9843914350817232,Critical,3828155.49,3768403.4765170775
ENG-00231,2024-05-01,40.26,Critical,C-0047,Client 047,Healthcare,T-0429,BI Developer,2868705.98,0.9993178512470487,Critical,8606117.94,8600247.287379477
ENG-00232,2026-05-01,60.73,Watch,C-0040,Client 040,Insurance,T-0170,Data Analyst,1010147.65,0.9723844005785308,Critical,8081181.2,7858014.537128492
ENG-00233,2025-07-01,63.42,Watch,C-0052,Client 052,Banking,T-0156,BI Developer,2244009.43,0.937424242622722,Critical,0.0,0.0
ENG-00234,2026-08-01,64.38,Watch,C-0008,Client 008,Insurance,T-0036,ML Engineer,3274913.31,0.2432298033645707,Low,16374566.55,3982782.602136577
ENG-00235,2025-01-01,80.49,Healthy,C-0050,Client 050,Energy,T-0208,BI Developer,3392874.35,0.017105396482206,Low,0.0,0.0
ENG-00236,2025-11-01,82.26,Healthy,C-0018,Client 018,Banking,T-0238,Data Analyst,1126131.93,0.0156025909869581,Low,0.0,0.0
ENG-00237,2025-03-01,85.11,Healthy,C-0044,Client 044,Telecom,T-0378,Data Engineer,2341685.24,0.0089214933584263,Low,0.0,0.0
ENG-00238,2026-08-01,79.44,Watch,C-0055,Client 055,Healthcare,T-0377,Data Engineer,1268372.68,0.0320774015209832,Low,7610236.08,244116.59840763322
ENG-00239,2026-08-01,77.02,Watch,C-0030,Client 030,Healthcare,T-0071,Analytics Engineer,2032623.14,0.0683967752344067,Low,8130492.56,556099.4721713358
ENG-00240,2025-05-01,57.23,Critical,C-0006,Client 006,Energy,T-0143,BI Developer,1105296.07,0.9694520133444696,Critical,4421184.28,4286126.001612919
ENG-00241,2026-08-01,73.86,Watch,C-0023,Client 023,Banking,T-0256,Data Scientist,1162381.47,0.4081950816943817,Watch,4649525.88,1897913.596426742
ENG-00242,2026-08-01,79.85,Watch,C-0025,Client 025,Energy,T-0168,Data Engineer,1142833.55,0.0618439011604319,Low,13714002.600000001,848127.4213083062
ENG-00243,2025-08-01,72.57,Watch,C-0057,Client 057,Retail,T-0013,Data Engineer,2114270.64,0.0359543721837858,Low,0.0,0.0
ENG-00244,2026-08-01,79.59,Watch,C-0057,Client 057,Retail,T-0423,Data Analyst,1065095.05,0.0225622365458743,Low,6390570.300000001,144185.5587716389
ENG-00245,2026-08-01,80.76,Healthy,C-0035,Client 035,Logistics,T-0366,ML Engineer,1127193.27,0.0085325368338929,Low,2254386.54,19235.636190382367
ENG-00246,2026-07-01,44.69,Critical,C-0058,Client 058,Banking,T-0261,Data Analyst,1043720.41,0.96249890669864,Critical,4174881.64,4018319.014096225
ENG-00247,2025-12-01,84.06,Healthy,C-0027,Client 027,Healthcare,T-0159,Data Engineer,883618.47,0.0034893538708262,Low,0.0,0.0
ENG-00248,2024-11-01,50.57,Critical,C-0025,Client 025,Energy,T-0422,AI Engineer,2403766.89,0.9992274131758252,Critical,4807533.78,4803819.542744797
ENG-00249,2025-10-01,80.94,Healthy,C-0051,Client 051,Energy,T-0018,Data Analyst,2422192.94,0.0084505810489485,Low,0.0,0.0
ENG-00250,2025-10-01,72.4,Watch,C-0041,Client 041,Banking,T-0224,Data Scientist,1075761.08,0.106236982968176,Low,0.0,0.0
ENG-00251,2026-02-01,75.16,Watch,C-0032,Client 032,Banking,T-0401,Analytics Engineer,3066091.43,0.0135494875144869,Low,0.0,0.0
ENG-00252,2025-09-01,80.15,Healthy,C-0028,Client 028,Energy,T-0477,ML Engineer,1739312.81,0.0087696228931806,Low,0.0,0.0
ENG-00253,2024-11-01,82.54,Healthy,C-0043,Client 043,Insurance,T-0126,ML Engineer,2375805.63,0.0352665032904565,Low,0.0,0.0
ENG-00254,2025-08-01,52.26,Critical,C-0046,Client 046,Logistics,T-0326,Data Engineer,1318115.18,0.9745179795568216,Critical,5272460.72,5138107.768147104
ENG-00255,2024-09-01,78.67,Watch,C-0030,Client 030,Healthcare,T-0095,ML Engineer,2713102.87,0.0308461841977956,Low,0.0,0.0
ENG-00256,2026-08-01,80.99,Healthy,C-0002,Client 002,Energy,T-0058,ML Engineer,1008374.38,0.0094522560852061,Low,8066995.04,76251.30295616742
ENG-00257,2025-04-01,68.34,Watch,C-0007,Client 007,FinTech,T-0177,BI Developer,2328940.08,0.4039631543243582,Watch,0.0,0.0
ENG-00258,2025-10-01,53.98,Critical,C-0009,Client 009,Banking,T-0443,BI Developer,2212663.46,0.9990176624423356,Critical,6637990.38,6631469.632742311
ENG-00259,2026-08-01,82.75,Healthy,C-0028,Client 028,Energy,T-0345,Data Scientist,2194335.06,0.0118513694401927,Low,6583005.18,78017.62641488224
ENG-00260,2027-01-01,52.14,Critical,C-0037,Client 037,Energy,T-0245,ML Engineer,2048004.28,0.9978843061574936,Critical,10240021.4,10218356.649776887
ENG-00261,2024-10-01,84.06,Healthy,C-0049,Client 049,Insurance,T-0142,BI Developer,1213302.03,0.0019235142911586,Low,0.0,0.0
ENG-00262,2026-08-01,81.33,Healthy,C-0014,Client 014,Energy,T-0071,Analytics Engineer,1034349.58,0.0178219334579531,Low,11377845.379999999,202775.2032572391
ENG-00263,2025-07-01,82.84,Healthy,C-0048,Client 048,Logistics,T-0136,Data Analyst,2184494.69,0.0074906884395441,Low,0.0,0.0
ENG-00264,2026-07-01,69.83,Watch,C-0040,Client 040,Insurance,T-0077,AI Engineer,3260762.1,0.0618981853938943,Low,0.0,0.0
ENG-00265,2025-10-01,54.47,Critical,C-0004,Client 004,Healthcare,T-0094,AI Engineer,1073991.65,0.9847659744497248,Critical,4295966.6,4230521.735052471
ENG-00266,2026-03-01,77.98,Watch,C-0022,Client 022,Telecom,T-0344,Data Analyst,1652476.25,0.0179815167452607,Low,0.0,0.0
ENG-00267,2025-12-01,58.39,Critical,C-0019,Client 019,Energy,T-0067,Data Scientist,1971543.87,0.993234215754124,Critical,7886175.48,7832819.318177203
ENG-00268,2026-06-01,46.41,Critical,C-0054,Client 054,Healthcare,T-0024,BI Developer,3028528.53,0.9916234479768604,Critical,6057057.06,6006319.806429785
ENG-00269,2025-05-01,73.8,Watch,C-0056,Client 056,FinTech,T-0272,AI Engineer,2565258.88,0.0814299679180725,Low,0.0,0.0
ENG-00270,2026-06-01,79.5,Watch,C-0050,Client 050,Energy,T-0144,Data Engineer,2716352.99,0.0153098572494993,Low,0.0,0.0
ENG-00271,2026-08-01,77.6,Watch,C-0032,Client 032,Banking,T-0228,Analytics Engineer,1092643.36,0.0049870305683516,Low,9833790.24,49041.41252963762
ENG-00272,2025-03-01,62.55,Watch,C-0030,Client 030,Healthcare,T-0070,Data Analyst,2997853.11,0.9917766274622648,Critical,5995706.22,5946401.294126123
ENG-00273,2025-05-01,71.17,Watch,C-0019,Client 019,Energy,T-0105,BI Developer,2767929.28,0.0589269969038563,Low,0.0,0.0
ENG-00274,2026-03-01,80.49,Healthy,C-0047,Client 047,Healthcare,T-0221,AI Engineer,2576311.31,0.013069214795716,Low,0.0,0.0
ENG-00275,2026-02-01,81.11,Healthy,C-0006,Client 006,Energy,T-0346,BI Developer,1031062.14,0.0011464900746408,Low,0.0,0.0
ENG-00276,2026-08-01,83.83,Healthy,C-0017,Client 017,Retail,T-0208,BI Developer,1701419.24,0.0036954482699032,Low,17014192.4,62875.06786838017
ENG-00277,2027-03-01,47.56,Critical,C-0009,Client 009,Banking,T-0271,BI Developer,1650242.62,0.951714287237809,Critical,3300485.24,3141118.9577255095
ENG-00278,2024-12-01,76.94,Watch,C-0030,Client 030,Healthcare,T-0261,Data Analyst,983756.27,0.0429251561618274,Low,0.0,0.0
ENG-00279,2025-09-01,71.99,Watch,C-0018,Client 018,Banking,T-0135,BI Developer,1923372.38,0.643362170304304,Watch,0.0,0.0
ENG-00280,2026-12-01,54.09,Critical,C-0012,Client 012,Logistics,T-0140,Data Engineer,1618359.69,0.9852847060161406,Critical,3236719.38,3189090.1027800445
ENG-00281,2024-08-01,76.89,Watch,C-0023,Client 023,Banking,T-0213,ML Engineer,2835062.43,0.1176405044026456,Low,0.0,0.0
ENG-00282,2026-08-01,70.68,Watch,C-0052,Client 052,Banking,T-0017,Analytics Engineer,2056108.15,0.2164325704441402,Low,0.0,0.0
ENG-00283,2026-01-01,71.64,Watch,C-0034,Client 034,Retail,T-0343,Data Analyst,1766688.42,0.6253157148982589,Watch,0.0,0.0
ENG-00284,2025-03-01,76.05,Watch,C-0050,Client 050,Energy,T-0308,Analytics Engineer,2603448.43,0.0669082565372766,Low,0.0,0.0
ENG-00285,2026-07-01,40.53,Critical,C-0055,Client 055,Healthcare,T-0154,Analytics Engineer,1664131.05,0.9729832116179468,Critical,3328262.1,3238343.147164292
ENG-00286,2025-11-01,77.0,Watch,C-0055,Client 055,Healthcare,T-0187,BI Developer,2745999.36,0.0183857838460962,Low,0.0,0.0
ENG-00287,2025-07-01,63.31,Watch,C-0022,Client 022,Telecom,T-0165,ML Engineer,2372101.63,0.7396320644613191,Critical,0.0,0.0
ENG-00288,2026-03-01,82.18,Healthy,C-0053,Client 053,Telecom,T-0326,Data Engineer,1797245.28,0.0109189296609468,Low,0.0,0.0
ENG-00289,2026-08-01,84.26,Healthy,C-0055,Client 055,Healthcare,T-0380,Data Analyst,1573891.37,0.0004648818554175,Low,9443348.22,4390.041241867147
ENG-00290,2026-02-01,80.55,Healthy,C-0058,Client 058,Banking,T-0055,ML Engineer,2377784.47,0.0031277574254842,Low,0.0,0.0
ENG-00291,2025-03-01,37.41,Critical,C-0022,Client 022,Telecom,T-0207,Data Scientist,983486.63,0.9986179759045936,Critical,2950459.89,2946382.2833394897
ENG-00292,2025-04-01,71.04,Watch,C-0014,Client 014,Energy,T-0007,AI Engineer,3300704.27,0.0824007592632485,Low,0.0,0.0
ENG-00293,2026-02-01,79.82,Watch,C-0036,Client 036,FinTech,T-0227,Data Engineer,1367776.97,0.0954829096284162,Low,0.0,0.0
ENG-00294,2025-03-01,76.56,Watch,C-0056,Client 056,FinTech,T-0125,Data Analyst,1904868.54,0.6612536282052501,Critical,0.0,0.0
ENG-00295,2026-01-01,72.45,Watch,C-0055,Client 055,Healthcare,T-0168,Data Engineer,1229412.6,0.1259759311955348,Low,0.0,0.0
ENG-00296,2025-01-01,83.84,Healthy,C-0035,Client 035,Logistics,T-0229,Data Engineer,1070866.73,0.0073547140332306,Low,0.0,0.0
ENG-00297,2026-08-01,78.09,Watch,C-0009,Client 009,Banking,T-0162,AI Engineer,2558550.73,0.0085529944936409,Low,5117101.46,43766.54061078181
ENG-00298,2024-12-01,72.74,Watch,C-0026,Client 026,Insurance,T-0198,BI Developer,1122241.46,0.0915621395703696,Low,0.0,0.0
ENG-00299,2024-11-01,52.74,Critical,C-0043,Client 043,Insurance,T-0383,Data Engineer,1132681.44,0.996674040162354,Critical,2265362.88,2257828.3740434255
ENG-00300,2024-07-01,42.2,Critical,C-0034,Client 034,Retail,T-0406,Data Scientist,1030203.6,0.9999188971348292,Critical,5151018.0,5150600.237681653
ENG-00301,2026-07-01,76.3,Watch,C-0021,Client 021,Retail,T-0003,Data Analyst,1064639.15,0.0577674020672695,Low,0.0,0.0
ENG-00302,2025-07-01,70.02,Watch,C-0021,Client 021,Retail,T-0189,Data Analyst,1407793.57,0.9164289918262328,Critical,0.0,0.0
ENG-00303,2026-08-01,79.79,Watch,C-0004,Client 004,Healthcare,T-0424,Data Engineer,2661131.2,0.0064980109691283,Low,0.0,0.0
ENG-00304,2026-01-01,83.57,Healthy,C-0018,Client 018,Banking,T-0266,ML Engineer,807036.46,0.0013608908898729,Low,0.0,0.0
ENG-00305,2025-02-01,82.64,Healthy,C-0041,Client 041,Banking,T-0103,Analytics Engineer,1072070.32,0.0143470792878246,Low,0.0,0.0
ENG-00306,2025-01-01,59.94,Critical,C-0015,Client 015,Insurance,T-0297,ML Engineer,1312365.83,0.99084457661676,Critical,3937097.49,3901051.6955779586
ENG-00307,2025-05-01,74.22,Watch,C-0060,Client 060,Insurance,T-0073,Data Analyst,1023179.54,0.0576354564782338,Low,0.0,0.0
ENG-00308,2025-05-01,53.48,Critical,C-0005,Client 005,Healthcare,T-0011,Data Engineer,938817.96,0.9578139460871546,Critical,5632907.76,5395277.609550555
ENG-00309,2025-12-01,61.31,Watch,C-0036,Client 036,FinTech,T-0317,AI Engineer,1193812.0,0.9484814643829156,Critical,3581436.0,3396925.6618736917
ENG-00310,2026-08-01,78.63,Watch,C-0030,Client 030,Healthcare,T-0258,Data Scientist,2829468.75,0.0529259109480245,Low,14147343.75,748761.055463591
ENG-00311,2026-08-01,78.82,Watch,C-0050,Client 050,Energy,T-0379,Data Analyst,1386433.42,0.0342680396717657,Low,9705033.94,332572.48807175254
ENG-00312,2026-08-01,62.79,Watch,C-0054,Client 054,Healthcare,T-0173,Data Engineer,2663143.18,0.4407483323356599,Watch,23968288.62,10563983.238204775
ENG-00313,2026-06-01,85.65,Healthy,C-0033,Client 033,FinTech,T-0428,BI Developer,1988537.34,0.0049868058233371,Low,0.0,0.0
ENG-00314,2024-12-01,64.72,Watch,C-0038,Client 038,Energy,T-0211,BI Developer,2423535.16,0.7183894450179615,Critical,9694140.64,6964168.314295667
ENG-00315,2025-02-01,77.35,Watch,C-0042,Client 042,Energy,T-0370,BI Developer,1981297.12,0.0222370701571769,Low,0.0,0.0
ENG-00316,2025-12-01,75.52,Watch,C-0032,Client 032,Banking,T-0051,AI Engineer,1372593.98,0.050270575846488,Low,0.0,0.0
ENG-00317,2025-07-01,83.43,Healthy,C-0012,Client 012,Logistics,T-0049,ML Engineer,1362067.31,0.0028085788388287,Low,0.0,0.0
ENG-00318,2024-09-01,74.16,Watch,C-0026,Client 026,Insurance,T-0392,Data Scientist,1015106.94,0.0550500252976301,Low,0.0,0.0
ENG-00319,2024-10-01,53.64,Critical,C-0015,Client 015,Insurance,T-0417,AI Engineer,3286027.84,0.9802845541707532,Critical,9858083.52,9663727.00838125
ENG-00320,2025-07-01,74.26,Watch,C-0028,Client 028,Energy,T-0472,ML Engineer,1636831.11,0.1282814529293682,Low,0.0,0.0
ENG-00321,2025-10-01,45.16,Critical,C-0037,Client 037,Energy,T-0163,Data Scientist,1898537.74,0.9998939632953572,Critical,3797075.48,3796672.8506288207
ENG-00322,2026-03-01,64.61,Watch,C-0013,Client 013,Insurance,T-0012,ML Engineer,1704760.11,0.1868237226001267,Low,3409520.22,636979.259780803
ENG-00323,2025-05-01,72.4,Watch,C-0015,Client 015,Insurance,T-0490,Analytics Engineer,929865.62,0.0701527472331275,Low,0.0,0.0
ENG-00324,2026-04-01,62.3,Watch,C-0050,Client 050,Energy,T-0301,Analytics Engineer,2648860.63,0.6471431022420014,Watch,13244303.149999999,8570959.42752451
ENG-00325,2024-08-01,79.12,Watch,C-0023,Client 023,Banking,T-0124,BI Developer,1608025.68,0.0153018075687311,Low,0.0,0.0
ENG-00326,2026-01-01,63.94,Watch,C-0012,Client 012,Logistics,T-0382,ML Engineer,1778468.08,0.4758993693579517,Watch,0.0,0.0
ENG-00327,2025-08-01,50.15,Critical,C-0043,Client 043,Insurance,T-0452,AI Engineer,2456590.02,0.9963589634174098,Critical,9826360.08,9790581.943475015
ENG-00328,2025-05-01,60.52,Watch,C-0043,Client 043,Insurance,T-0143,BI Developer,1029020.72,0.8406292066676198,Critical,2058041.44,1730049.7429962857
ENG-00329,2026-08-01,84.62,Healthy,C-0050,Client 050,Energy,T-0385,Analytics Engineer,2372690.06,0.0014217432070671,Low,0.0,0.0
ENG-00330,2025-07-01,69.53,Watch,C-0046,Client 046,Logistics,T-0394,Data Scientist,783429.2,0.5626166930093907,Watch,0.0,0.0
ENG-00331,2025-06-01,85.06,Healthy,C-0060,Client 060,Insurance,T-0251,BI Developer,2735180.87,0.0018936459886722,Low,0.0,0.0
ENG-00332,2026-11-01,42.05,Critical,C-0035,Client 035,Logistics,T-0317,AI Engineer,3144500.37,0.9877302773013498,Critical,6289000.74,6211836.444868594
ENG-00333,2026-08-01,78.05,Watch,C-0018,Client 018,Banking,T-0135,BI Developer,3438633.28,0.0053822215504767,Low,13754533.12,74029.94457520952
ENG-00334,2024-12-01,84.53,Healthy,C-0052,Client 052,Banking,T-0465,Data Analyst,2729014.36,0.0229949792875992,Low,0.0,0.0
ENG-00335,2024-12-01,63.16,Watch,C-0016,Client 016,Energy,T-0492,Data Scientist,1352619.84,0.4414169979208306,Watch,0.0,0.0
ENG-00336,2026-07-01,50.21,Critical,C-0018,Client 018,Banking,T-0491,AI Engineer,2729043.0,0.9976617569802274,Critical,8187129.0,8167985.502763772
ENG-00337,2025-02-01,79.47,Watch,C-0050,Client 050,Energy,T-0369,BI Developer,2660619.38,0.0034619890639343,Low,0.0,0.0
ENG-00338,2025-12-01,45.71,Critical,C-0053,Client 053,Telecom,T-0022,Data Engineer,2987313.55,0.9976026551735684,Critical,5974627.1,5960303.858631956
ENG-00339,2025-10-01,73.78,Watch,C-0021,Client 021,Retail,T-0184,Analytics Engineer,3221332.75,0.0093797854684418,Low,0.0,0.0
ENG-00340,2025-01-01,57.33,Critical,C-0044,Client 044,Telecom,T-0223,AI Engineer,2765985.76,0.9453400627925078,Critical,13829928.799999999,13073985.760207912
ENG-00341,2025-10-01,63.3,Watch,C-0056,Client 056,FinTech,T-0480,Analytics Engineer,2092654.36,0.7227629772505668,Critical,0.0,0.0
ENG-00342,2026-08-01,76.95,Watch,C-0048,Client 048,Logistics,T-0274,AI Engineer,2270043.51,0.004485795353406,Low,0.0,0.0
ENG-00343,2025-08-01,75.2,Watch,C-0001,Client 001,FinTech,T-0269,Data Engineer,1538163.49,0.161788166543882,Low,0.0,0.0
ENG-00344,2025-12-01,54.02,Critical,C-0040,Client 040,Insurance,T-0074,Data Engineer,971172.54,0.9963428567937028,Critical,3884690.16,3870483.2917727865
ENG-00345,2025-11-01,77.17,Watch,C-0011,Client 011,Retail,T-0397,Data Engineer,2155566.25,0.008284440300641,Low,0.0,0.0
ENG-00346,2026-07-01,53.63,Critical,C-0051,Client 051,Energy,T-0169,BI Developer,831105.67,0.9907655791619402,Critical,1662211.34,1646861.7809646449
ENG-00347,2026-08-01,72.93,Watch,C-0005,Client 005,Healthcare,T-0046,BI Developer,1394361.45,0.1061245246201773,Low,9760530.15,1035831.6222096578
ENG-00348,2024-11-01,77.1,Watch,C-0060,Client 060,Insurance,T-0494,AI Engineer,1723321.12,0.0101062543473239,Low,0.0,0.0
ENG-00349,2026-08-01,81.15,Healthy,C-0011,Client 011,Retail,T-0096,AI Engineer,1255367.53,0.0183497290227811,Low,1255367.53,23035.653999498023
ENG-00350,2026-08-01,79.81,Watch,C-0026,Client 026,Insurance,T-0009,AI Engineer,1959865.0,0.0198974157923858,Low,1959865.0,38996.248801944195
ENG-00351,2025-09-01,68.89,Watch,C-0015,Client 015,Insurance,T-0039,Data Analyst,3045662.94,0.6486432573390756,Watch,0.0,0.0
ENG-00352,2026-08-01,78.59,Watch,C-0049,Client 049,Insurance,T-0227,Data Engineer,3496172.99,0.2238508393947567,Low,17480864.950000003,3913106.2924038824
ENG-00353,2025-07-01,65.97,Watch,C-0024,Client 024,Logistics,T-0052,Data Engineer,938081.2,0.0340328064478545,Low,0.0,0.0
ENG-00354,2025-10-01,72.8,Watch,C-0045,Client 045,FinTech,T-0422,AI Engineer,1140308.55,0.0314957131077244,Low,0.0,0.0
