engagement_id,as_of_date,monthly_contract_value,remaining_months,contract_exposure,risk_probability,risk_adjusted_exposure,client_name,client_id,talent_id,role
ENG-00217,2024-12-01,2237240.78,0,0.0,0.0003898648689791,0.0,Client 037,C-0037,T-0239,Analytics Engineer
ENG-00218,2025-06-01,1332220.64,0,0.0,0.0308448322972778,0.0,Client 027,C-0027,T-0464,Data Engineer
ENG-00219,2026-07-01,3470779.81,0,0.0,0.6769920121255518,0.0,Client 053,C-0053,T-0063,Data Analyst
ENG-00220,2026-08-01,1428717.76,0,0.0,0.0079127234151624,0.0,Client 021,C-0021,T-0129,Data Analyst
ENG-00221,2026-08-01,1473210.69,6,8839264.14,0.99862979235537,8827152.512702469,Client 013,C-0013,T-0048,Analytics Engineer
ENG-00222,2025-07-01,3178268.0,0,0.0,0.0047907883711603,0.0,Client 010,C-0010,T-0347,Analytics Engineer
ENG-00223,2025-01-01,1416528.45,0,0.0,0.0888274598871992,0.0,Client 013,C-0013,T-0323,ML Engineer
ENG-00224,2026-08-01,2778766.37,6,16672598.22,0.0153911016663036,256609.65424545243,Client 028,C-0028,T-0494,AI Engineer
ENG-00225,2026-04-01,1707176.34,0,0.0,0.1898496235987644,0.0,Client 006,C-0006,T-0272,AI Engineer
ENG-00226,2026-05-01,1735217.23,0,0.0,0.1403360982469103,0.0,Client 025,C-0025,T-0076,Analytics Engineer
ENG-00227,2026-08-01,1002370.6,1,1002370.6,0.002700867354072,2707.270030221563,Client 052,C-0052,T-0226,BI Developer
ENG-00228,2026-08-01,997902.3,0,0.0,0.0052536474952169,0.0,Client 047,C-0047,T-0045,ML Engineer
ENG-00229,2025-12-01,1352294.66,0,0.0,0.0070509766342708,0.0,Client 039,C-0039,T-0336,Data Scientist
ENG-00230,2025-05-01,1276051.83,3,3828155.49,0.9843914350817232,3768403.4765170775,Client 054,C-0054,T-0338,ML Engineer
ENG-00231,2024-05-01,2868705.98,3,8606117.94,0.9993178512470487,8600247.287379477,Client 047,C-0047,T-0429,BI Developer
ENG-00232,2026-05-01,1010147.65,8,8081181.2,0.9723844005785308,7858014.537128492,Client 040,C-0040,T-0170,Data Analyst
ENG-00233,2025-07-01,2244009.43,0,0.0,0.937424242622722,0.0,Client 052,C-0052,T-0156,BI Developer
ENG-00234,2026-08-01,3274913.31,5,16374566.55,0.2432298033645707,3982782.602136577,Client 008,C-0008,T-0036,ML Engineer
ENG-00235,2025-01-01,3392874.35,0,0.0,0.017105396482206,0.0,Client 050,C-0050,T-0208,BI Developer
ENG-00236,2025-11-01,1126131.93,0,0.0,0.0156025909869581,0.0,Client 018,C-0018,T-0238,Data Analyst
ENG-00237,2025-03-01,2341685.24,0,0.0,0.0089214933584263,0.0,Client 044,C-0044,T-0378,Data Engineer
ENG-00238,2026-08-01,1268372.68,6,7610236.08,0.0320774015209832,244116.59840763322,Client 055,C-0055,T-0377,Data Engineer
ENG-00239,2026-08-01,2032623.14,4,8130492.56,0.0683967752344067,556099.4721713358,Client 030,C-0030,T-0071,Analytics Engineer
ENG-00240,2025-05-01,1105296.07,4,4421184.28,0.9694520133444696,4286126.001612919,Client 006,C-0006,T-0143,BI Developer
ENG-00241,2026-08-01,1162381.47,4,4649525.88,0.4081950816943817,1897913.596426742,Client 023,C-0023,T-0256,Data Scientist
ENG-00242,2026-08-01,1142833.55,12,13714002.600000001,0.0618439011604319,848127.4213083062,Client 025,C-0025,T-0168,Data Engineer
ENG-00243,2025-08-01,2114270.64,0,0.0,0.0359543721837858,0.0,Client 057,C-0057,T-0013,Data Engineer
ENG-00244,2026-08-01,1065095.05,6,6390570.300000001,0.0225622365458743,144185.5587716389,Client 057,C-0057,T-0423,Data Analyst
ENG-00245,2026-08-01,1127193.27,2,2254386.54,0.0085325368338929,19235.636190382367,Client 035,C-0035,T-0366,ML Engineer
ENG-00246,2026-07-01,1043720.41,4,4174881.64,0.96249890669864,4018319.014096225,Client 058,C-0058,T-0261,Data Analyst
ENG-00247,2025-12-01,883618.47,0,0.0,0.0034893538708262,0.0,Client 027,C-0027,T-0159,Data Engineer
ENG-00248,2024-11-01,2403766.89,2,4807533.78,0.9992274131758252,4803819.542744797,Client 025,C-0025,T-0422,AI Engineer
ENG-00249,2025-10-01,2422192.94,0,0.0,0.0084505810489485,0.0,Client 051,C-0051,T-0018,Data Analyst
ENG-00250,2025-10-01,1075761.08,0,0.0,0.106236982968176,0.0,Client 041,C-0041,T-0224,Data Scientist
ENG-00251,2026-02-01,3066091.43,0,0.0,0.0135494875144869,0.0,Client 032,C-0032,T-0401,Analytics Engineer
ENG-00252,2025-09-01,1739312.81,0,0.0,0.0087696228931806,0.0,Client 028,C-0028,T-0477,ML Engineer
ENG-00253,2024-11-01,2375805.63,0,0.0,0.0352665032904565,0.0,Client 043,C-0043,T-0126,ML Engineer
ENG-00254,2025-08-01,1318115.18,4,5272460.72,0.9745179795568216,5138107.768147104,Client 046,C-0046,T-0326,Data Engineer
ENG-00255,2024-09-01,2713102.87,0,0.0,0.0308461841977956,0.0,Client 030,C-0030,T-0095,ML Engineer
ENG-00256,2026-08-01,1008374.38,8,8066995.04,0.0094522560852061,76251.30295616742,Client 002,C-0002,T-0058,ML Engineer
ENG-00257,2025-04-01,2328940.08,0,0.0,0.4039631543243582,0.0,Client 007,C-0007,T-0177,BI Developer
ENG-00258,2025-10-01,2212663.46,3,6637990.38,0.9990176624423356,6631469.632742311,Client 009,C-0009,T-0443,BI Developer
ENG-00259,2026-08-01,2194335.06,3,6583005.18,0.0118513694401927,78017.62641488224,Client 028,C-0028,T-0345,Data Scientist
ENG-00260,2027-01-01,2048004.28,5,10240021.4,0.9978843061574936,10218356.649776887,Client 037,C-0037,T-0245,ML Engineer
ENG-00261,2024-10-01,1213302.03,0,0.0,0.0019235142911586,0.0,Client 049,C-0049,T-0142,BI Developer
ENG-00262,2026-08-01,1034349.58,11,11377845.379999999,0.0178219334579531,202775.2032572391,Client 014,C-0014,T-0071,Analytics Engineer
ENG-00263,2025-07-01,2184494.69,0,0.0,0.0074906884395441,0.0,Client 048,C-0048,T-0136,Data Analyst
ENG-00264,2026-07-01,3260762.1,0,0.0,0.0618981853938943,0.0,Client 040,C-0040,T-0077,AI Engineer
ENG-00265,2025-10-01,1073991.65,4,4295966.6,0.9847659744497248,4230521.735052471,Client 004,C-0004,T-0094,AI Engineer
ENG-00266,2026-03-01,1652476.25,0,0.0,0.0179815167452607,0.0,Client 022,C-0022,T-0344,Data Analyst
ENG-00267,2025-12-01,1971543.87,4,7886175.48,0.993234215754124,7832819.318177203,Client 019,C-0019,T-0067,Data Scientist
ENG-00268,2026-06-01,3028528.53,2,6057057.06,0.9916234479768604,6006319.806429785,Client 054,C-0054,T-0024,BI Developer
ENG-00269,2025-05-01,2565258.88,0,0.0,0.0814299679180725,0.0,Client 056,C-0056,T-0272,AI Engineer
ENG-00270,2026-06-01,2716352.99,0,0.0,0.0153098572494993,0.0,Client 050,C-0050,T-0144,Data Engineer
ENG-00271,2026-08-01,1092643.36,9,9833790.24,0.0049870305683516,49041.41252963762,Client 032,C-0032,T-0228,Analytics Engineer
ENG-00272,2025-03-01,2997853.11,2,5995706.22,0.9917766274622648,5946401.294126123,Client 030,C-0030,T-0070,Data Analyst
ENG-00273,2025-05-01,2767929.28,0,0.0,0.0589269969038563,0.0,Client 019,C-0019,T-0105,BI Developer
ENG-00274,2026-03-01,2576311.31,0,0.0,0.013069214795716,0.0,Client 047,C-0047,T-0221,AI Engineer
ENG-00275,2026-02-01,1031062.14,0,0.0,0.0011464900746408,0.0,Client 006,C-0006,T-0346,BI Developer
ENG-00276,2026-08-01,1701419.24,10,17014192.4,0.0036954482699032,62875.06786838017,Client 017,C-0017,T-0208,BI Developer
ENG-00277,2027-03-01,1650242.62,2,3300485.24,0.951714287237809,3141118.9577255095,Client 009,C-0009,T-0271,BI Developer
ENG-00278,2024-12-01,983756.27,0,0.0,0.0429251561618274,0.0,Client 030,C-0030,T-0261,Data Analyst
ENG-00279,2025-09-01,1923372.38,0,0.0,0.643362170304304,0.0,Client 018,C-0018,T-0135,BI Developer
ENG-00280,2026-12-01,1618359.69,2,3236719.38,0.9852847060161406,3189090.1027800445,Client 012,C-0012,T-0140,Data Engineer
ENG-00281,2024-08-01,2835062.43,0,0.0,0.1176405044026456,0.0,Client 023,C-0023,T-0213,ML Engineer
ENG-00282,2026-08-01,2056108.15,0,0.0,0.2164325704441402,0.0,Client 052,C-0052,T-0017,Analytics Engineer
ENG-00283,2026-01-01,1766688.42,0,0.0,0.6253157148982589,0.0,Client 034,C-0034,T-0343,Data Analyst
ENG-00284,2025-03-01,2603448.43,0,0.0,0.0669082565372766,0.0,Client 050,C-0050,T-0308,Analytics Engineer
ENG-00285,2026-07-01,1664131.05,2,3328262.1,0.9729832116179468,3238343.147164292,Client 055,C-0055,T-0154,Analytics Engineer
ENG-00286,2025-11-01,2745999.36,0,0.0,0.0183857838460962,0.0,Client 055,C-0055,T-0187,BI Developer
ENG-00287,2025-07-01,2372101.63,0,0.0,0.7396320644613191,0.0,Client 022,C-0022,T-0165,ML Engineer
ENG-00288,2026-03-01,1797245.28,0,0.0,0.0109189296609468,0.0,Client 053,C-0053,T-0326,Data Engineer
ENG-00289,2026-08-01,1573891.37,6,9443348.22,0.0004648818554175,4390.041241867147,Client 055,C-0055,T-0380,Data Analyst
ENG-00290,2026-02-01,2377784.47,0,0.0,0.0031277574254842,0.0,Client 058,C-0058,T-0055,ML Engineer
ENG-00291,2025-03-01,983486.63,3,2950459.89,0.9986179759045936,2946382.2833394897,Client 022,C-0022,T-0207,Data Scientist
ENG-00292,2025-04-01,3300704.27,0,0.0,0.0824007592632485,0.0,Client 014,C-0014,T-0007,AI Engineer
ENG-00293,2026-02-01,1367776.97,0,0.0,0.0954829096284162,0.0,Client 036,C-0036,T-0227,Data Engineer
ENG-00294,2025-03-01,1904868.54,0,0.0,0.6612536282052501,0.0,Client 056,C-0056,T-0125,Data Analyst
ENG-00295,2026-01-01,1229412.6,0,0.0,0.1259759311955348,0.0,Client 055,C-0055,T-0168,Data Engineer
ENG-00296,2025-01-01,1070866.73,0,0.0,0.0073547140332306,0.0,Client 035,C-0035,T-0229,Data Engineer
ENG-00297,2026-08-01,2558550.73,2,5117101.46,0.0085529944936409,43766.54061078181,Client 009,C-0009,T-0162,AI Engineer
ENG-00298,2024-12-01,1122241.46,0,0.0,0.0915621395703696,0.0,Client 026,C-0026,T-0198,BI Developer
ENG-00299,2024-11-01,1132681.44,2,2265362.88,0.996674040162354,2257828.3740434255,Client 043,C-0043,T-0383,Data Engineer
ENG-00300,2024-07-01,1030203.6,5,5151018.0,0.9999188971348292,5150600.237681653,Client 034,C-0034,T-0406,Data Scientist
ENG-00301,2026-07-01,1064639.15,0,0.0,0.0577674020672695,0.0,Client 021,C-0021,T-0003,Data Analyst
ENG-00302,2025-07-01,1407793.57,0,0.0,0.9164289918262328,0.0,Client 021,C-0021,T-0189,Data Analyst
ENG-00303,2026-08-01,2661131.2,0,0.0,0.0064980109691283,0.0,Client 004,C-0004,T-0424,Data Engineer
ENG-00304,2026-01-01,807036.46,0,0.0,0.0013608908898729,0.0,Client 018,C-0018,T-0266,ML Engineer
ENG-00305,2025-02-01,1072070.32,0,0.0,0.0143470792878246,0.0,Client 041,C-0041,T-0103,Analytics Engineer
ENG-00306,2025-01-01,1312365.83,3,3937097.49,0.99084457661676,3901051.6955779586,Client 015,C-0015,T-0297,ML Engineer
ENG-00307,2025-05-01,1023179.54,0,0.0,0.0576354564782338,0.0,Client 060,C-0060,T-0073,Data Analyst
ENG-00308,2025-05-01,938817.96,6,5632907.76,0.9578139460871546,5395277.609550555,Client 005,C-0005,T-0011,Data Engineer
ENG-00309,2025-12-01,1193812.0,3,3581436.0,0.9484814643829156,3396925.6618736917,Client 036,C-0036,T-0317,AI Engineer
ENG-00310,2026-08-01,2829468.75,5,14147343.75,0.0529259109480245,748761.055463591,Client 030,C-0030,T-0258,Data Scientist
ENG-00311,2026-08-01,1386433.42,7,9705033.94,0.0342680396717657,332572.48807175254,Client 050,C-0050,T-0379,Data Analyst
ENG-00312,2026-08-01,2663143.18,9,23968288.62,0.4407483323356599,10563983.238204775,Client 054,C-0054,T-0173,Data Engineer
ENG-00313,2026-06-01,1988537.34,0,0.0,0.0049868058233371,0.0,Client 033,C-0033,T-0428,BI Developer
ENG-00314,2024-12-01,2423535.16,4,9694140.64,0.7183894450179615,6964168.314295667,Client 038,C-0038,T-0211,BI Developer
ENG-00315,2025-02-01,1981297.12,0,0.0,0.0222370701571769,0.0,Client 042,C-0042,T-0370,BI Developer
ENG-00316,2025-12-01,1372593.98,0,0.0,0.050270575846488,0.0,Client 032,C-0032,T-0051,AI Engineer
ENG-00317,2025-07-01,1362067.31,0,0.0,0.0028085788388287,0.0,Client 012,C-0012,T-0049,ML Engineer
ENG-00318,2024-09-01,1015106.94,0,0.0,0.0550500252976301,0.0,Client 026,C-0026,T-0392,Data Scientist
ENG-00319,2024-10-01,3286027.84,3,9858083.52,0.9802845541707532,9663727.00838125,Client 015,C-0015,T-0417,AI Engineer
ENG-00320,2025-07-01,1636831.11,0,0.0,0.1282814529293682,0.0,Client 028,C-0028,T-0472,ML Engineer
ENG-00321,2025-10-01,1898537.74,2,3797075.48,0.9998939632953572,3796672.8506288207,Client 037,C-0037,T-0163,Data Scientist
ENG-00322,2026-03-01,1704760.11,2,3409520.22,0.1868237226001267,636979.259780803,Client 013,C-0013,T-0012,ML Engineer
ENG-00323,2025-05-01,929865.62,0,0.0,0.0701527472331275,0.0,Client 015,C-0015,T-0490,Analytics Engineer
ENG-00324,2026-04-01,2648860.63,5,13244303.149999999,0.6471431022420014,8570959.42752451,Client 050,C-0050,T-0301,Analytics Engineer
ENG-00325,2024-08-01,1608025.68,0,0.0,0.0153018075687311,0.0,Client 023,C-0023,T-0124,BI Developer
ENG-00326,2026-01-01,1778468.08,0,0.0,0.4758993693579517,0.0,Client 012,C-0012,T-0382,ML Engineer
ENG-00327,2025-08-01,2456590.02,4,9826360.08,0.9963589634174098,9790581.943475015,Client 043,C-0043,T-0452,AI Engineer
ENG-00328,2025-05-01,1029020.72,2,2058041.44,0.8406292066676198,1730049.7429962857,Client 043,C-0043,T-0143,BI Developer
ENG-00329,2026-08-01,2372690.06,0,0.0,0.0014217432070671,0.0,Client 050,C-0050,T-0385,Analytics Engineer
ENG-00330,2025-07-01,783429.2,0,0.0,0.5626166930093907,0.0,Client 046,C-0046,T-0394,Data Scientist
ENG-00331,2025-06-01,2735180.87,0,0.0,0.0018936459886722,0.0,Client 060,C-0060,T-0251,BI Developer
ENG-00332,2026-11-01,3144500.37,2,6289000.74,0.9877302773013498,6211836.444868594,Client 035,C-0035,T-0317,AI Engineer
ENG-00333,2026-08-01,3438633.28,4,13754533.12,0.0053822215504767,74029.94457520952,Client 018,C-0018,T-0135,BI Developer
ENG-00334,2024-12-01,2729014.36,0,0.0,0.0229949792875992,0.0,Client 052,C-0052,T-0465,Data Analyst
ENG-00335,2024-12-01,1352619.84,0,0.0,0.4414169979208306,0.0,Client 016,C-0016,T-0492,Data Scientist
ENG-00336,2026-07-01,2729043.0,3,8187129.0,0.9976617569802274,8167985.502763772,Client 018,C-0018,T-0491,AI Engineer
ENG-00337,2025-02-01,2660619.38,0,0.0,0.0034619890639343,0.0,Client 050,C-0050,T-0369,BI Developer
ENG-00338,2025-12-01,2987313.55,2,5974627.1,0.9976026551735684,5960303.858631956,Client 053,C-0053,T-0022,Data Engineer
ENG-00339,2025-10-01,3221332.75,0,0.0,0.0093797854684418,0.0,Client 021,C-0021,T-0184,Analytics Engineer
ENG-00340,2025-01-01,2765985.76,5,13829928.799999999,0.9453400627925078,13073985.760207912,Client 044,C-0044,T-0223,AI Engineer
ENG-00341,2025-10-01,2092654.36,0,0.0,0.7227629772505668,0.0,Client 056,C-0056,T-0480,Analytics Engineer
ENG-00342,2026-08-01,2270043.51,0,0.0,0.004485795353406,0.0,Client 048,C-0048,T-0274,AI Engineer
ENG-00343,2025-08-01,1538163.49,0,0.0,0.161788166543882,0.0,Client 001,C-0001,T-0269,Data Engineer
ENG-00344,2025-12-01,971172.54,4,3884690.16,0.9963428567937028,3870483.2917727865,Client 040,C-0040,T-0074,Data Engineer
ENG-00345,2025-11-01,2155566.25,0,0.0,0.008284440300641,0.0,Client 011,C-0011,T-0397,Data Engineer
ENG-00346,2026-07-01,831105.67,2,1662211.34,0.9907655791619402,1646861.7809646449,Client 051,C-0051,T-0169,BI Developer
ENG-00347,2026-08-01,1394361.45,7,9760530.15,0.1061245246201773,1035831.6222096578,Client 005,C-0005,T-0046,BI Developer
ENG-00348,2024-11-01,1723321.12,0,0.0,0.0101062543473239,0.0,Client 060,C-0060,T-0494,AI Engineer
ENG-00349,2026-08-01,1255367.53,1,1255367.53,0.0183497290227811,23035.653999498023,Client 011,C-0011,T-0096,AI Engineer
ENG-00350,2026-08-01,1959865.0,1,1959865.0,0.0198974157923858,38996.248801944195,Client 026,C-0026,T-0009,AI Engineer
ENG-00351,2025-09-01,3045662.94,0,0.0,0.6486432573390756,0.0,Client 015,C-0015,T-0039,Data Analyst
ENG-00352,2026-08-01,3496172.99,5,17480864.950000003,0.2238508393947567,3913106.2924038824,Client 049,C-0049,T-0227,Data Engineer
ENG-00353,2025-07-01,938081.2,0,0.0,0.0340328064478545,0.0,Client 024,C-0024,T-0052,Data Engineer
ENG-00354,2025-10-01,1140308.55,0,0.0,0.0314957131077244,0.0,Client 045,C-0045,T-0422,AI Engineer
ENG-00355,2026-08-01,1377913.49,4,5511653.96,0.0378845603291525,208806.5869610323,Client 005,C-0005,T-0257,Data Analyst
ENG-00356,2026-05-01,2500057.91,0,0.0,0.0497043081625387,0.0,Client 028,C-0028,T-0162,AI Engineer
ENG-00357,2025-06-01,2749511.18,0,0.0,0.0351297081032131,0.0,Client 055,C-0055,T-0002,Analytics Engineer
ENG-00358,2026-01-01,2695214.93,0,0.0,0.1974033468901575,0.0,Client 056,C-0056,T-0240,Data Analyst
ENG-00359,2025-11-01,1310598.95,0,0.0,0.4332659354388488,0.0,Client 013,C-0013,T-0076,Analytics Engineer
ENG-00360,2025-01-01,1561087.23,0,0.0,0.0007177271809776,0.0,Client 024,C-0024,T-0490,Analytics Engineer
ENG-00361,2025-02-01,1352007.98,0,0.0,0.0080202634192781,0.0,Client 025,C-0025,T-0146,Data Analyst
ENG-00362,2025-04-01,3168947.37,3,9506842.11,0.9981141484784736,9488913.617341945,Client 034,C-0034,T-0238,Data Analyst
ENG-00363,2024-10-01,3074255.61,0,0.0,0.4928479503006619,0.0,Client 033,C-0033,T-0010,Data Analyst
ENG-00364,2026-10-01,1535586.37,2,3071172.74,0.9984632110233468,3066452.9955877704,Client 007,C-0007,T-0066,Data Analyst
ENG-00365,2026-08-01,2819803.11,11,31017834.209999997,0.2529491268261612,7845934.079458131,Client 046,C-0046,T-0104,ML Engineer
ENG-00366,2026-07-01,923377.15,2,1846754.3,0.99415003198932,1835950.8464214143,Client 014,C-0014,T-0026,Analytics Engineer
ENG-00367,2026-08-01,867171.69,2,1734343.38,0.1153202717861627,200004.94995213204,Client 019,C-0019,T-0363,AI Engineer
ENG-00368,2025-05-01,1710551.74,0,0.0,0.1065868010482177,0.0,Client 051,C-0051,T-0473,AI Engineer
ENG-00369,2026-08-01,3309608.0,0,0.0,0.1047729304718915,0.0,Client 042,C-0042,T-0493,BI Developer
ENG-00370,2026-05-01,1618133.16,0,0.0,0.0216778114422338,0.0,Client 024,C-0024,T-0133,Data Scientist
ENG-00371,2026-08-01,2321285.96,8,18570287.68,0.0721650155700442,1340125.0995674,Client 055,C-0055,T-0395,Data Engineer
ENG-00372,2025-05-01,2335518.72,0,0.0,0.2180642886282252,0.0,Client 024,C-0024,T-0253,AI Engineer
ENG-00373,2026-08-01,2262391.72,3,6787175.16,0.0210316312897185,142745.36546385617,Client 034,C-0034,T-0023,Data Scientist
ENG-00374,2026-08-01,1941061.11,2,3882122.22,0.0196891210176689,76435.57419496146,Client 015,C-0015,T-0046,BI Developer
ENG-00375,2026-08-01,1263593.83,9,11372344.47,0.7480681775530095,8507289.002177946,Client 011,C-0011,T-0274,AI Engineer
ENG-00376,2024-10-01,1673779.66,7,11716457.62,0.9891011908778048,11588762.18481133,Client 030,C-0030,T-0212,BI Developer
ENG-00377,2026-06-01,1042059.78,0,0.0,0.2903936404065975,0.0,Client 034,C-0034,T-0005,Analytics Engineer
ENG-00378,2025-05-01,1414580.67,0,0.0,0.0195151931843589,0.0,Client 049,C-0049,T-0466,ML Engineer
ENG-00379,2026-08-01,905929.15,10,9059291.5,0.5480052421202425,4964539.231895355,Client 024,C-0024,T-0366,ML Engineer
ENG-00380,2026-03-01,1654381.92,0,0.0,0.0067435890118836,0.0,Client 054,C-0054,T-0252,BI Developer
ENG-00381,2025-01-01,809356.06,0,0.0,0.6266948121282463,0.0,Client 037,C-0037,T-0494,AI Engineer
ENG-00382,2025-06-01,1878088.03,0,0.0,0.1421755865373334,0.0,Client 005,C-0005,T-0486,Data Analyst
ENG-00383,2026-08-01,1680523.79,0,0.0,0.9754564357440448,0.0,Client 045,C-0045,T-0487,AI Engineer
ENG-00384,2026-08-01,1611676.2,5,8058381.0,0.0189826759262538,152969.63501328102,Client 035,C-0035,T-0130,AI Engineer
ENG-00385,2025-03-01,928693.37,2,1857386.74,0.977620260359583,1815818.9083472372,Client 024,C-0024,T-0441,AI Engineer
ENG-00386,2026-08-01,2146330.1,3,6438990.300000001,0.0196651248651693,126623.54825511394,Client 029,C-0029,T-0253,AI Engineer
ENG-00387,2026-08-01,3346883.33,4,13387533.32,0.073155191443362,979367.5629789876,Client 019,C-0019,T-0364,Data Analyst
ENG-00388,2024-08-01,2571102.65,2,5142205.3,0.8359145191743329,4298444.070845206,Client 037,C-0037,T-0430,Data Analyst
ENG-00389,2024-12-01,1350937.16,8,10807497.28,0.999819099041488,10805542.193382932,Client 035,C-0035,T-0082,Data Analyst
ENG-00390,2024-04-01,2954633.1,3,8863899.3,0.9973840734130378,8840711.990156975,Client 027,C-0027,T-0225,Data Analyst
ENG-00391,2025-09-01,3262711.86,0,0.0,0.0063250815801222,0.0,Client 018,C-0018,T-0065,ML Engineer
ENG-00392,2025-07-01,2675804.6,0,0.0,0.0103754052202955,0.0,Client 024,C-0024,T-0140,Data Engineer
ENG-00393,2026-09-01,1041815.69,3,3125447.07,0.999705242898802,3124525.822281699,Client 030,C-0030,T-0207,Data Scientist
ENG-00394,2025-12-01,2726625.69,4,10906502.76,0.9994703486056276,10900726.115605438,Client 029,C-0029,T-0428,BI Developer
ENG-00395,2026-08-01,1038077.83,9,9342700.469999999,0.0064731214385644,60476.43470644269,Client 019,C-0019,T-0432,Analytics Engineer
ENG-00396,2027-02-01,1967400.67,4,7869602.68,0.9668705309260174,7608886.921388409,Client 035,C-0035,T-0195,ML Engineer
ENG-00397,2025-07-01,888258.51,4,3553034.04,0.9955445242326816,3537203.5829343228,Client 014,C-0014,T-0165,ML Engineer
ENG-00398,2024-06-01,2572279.78,6,15433678.68,0.999523659339374,15426326.99130168,Client 031,C-0031,T-0266,ML Engineer
ENG-00399,2026-05-01,2758535.5,0,0.0,0.2735610936950857,0.0,Client 008,C-0008,T-0456,Data Engineer
ENG-00400,2026-08-01,1159518.9,6,6957113.399999999,0.2279184426862583,1585654.4517196994,Client 029,C-0029,T-0489,ML Engineer
ENG-00401,2025-03-01,1356792.51,0,0.0,0.0444156294218111,0.0,Client 048,C-0048,T-0114,ML Engineer
ENG-00402,2026-06-01,1374337.63,0,0.0,0.031672967568516,0.0,Client 050,C-0050,T-0094,AI Engineer
ENG-00403,2026-08-01,2133000.35,3,6399001.050000001,0.0121639988814925,77837.44161486934,Client 042,C-0042,T-0354,BI Developer
ENG-00404,2025-12-01,2610632.84,0,0.0,0.0043341612091448,0.0,Client 045,C-0045,T-0151,AI Engineer
ENG-00405,2025-07-01,2351060.33,0,0.0,0.167224539732371,0.0,Client 004,C-0004,T-0100,BI Developer
ENG-00406,2026-05-01,818496.25,0,0.0,0.3849789910219026,0.0,Client 021,C-0021,T-0016,Data Engineer
ENG-00407,2026-02-01,2135550.3,0,0.0,0.0129602772697722,0.0,Client 040,C-0040,T-0202,Data Scientist
ENG-00408,2026-08-01,2015291.69,2,4030583.38,0.0055379893855604,22321.32797605616,Client 049,C-0049,T-0196,Data Analyst
ENG-00409,2026-04-01,2214098.71,6,13284592.26,0.9962391379180788,13234630.740695583,Client 035,C-0035,T-0282,Data Engineer
ENG-00410,2024-10-01,898177.03,0,0.0,0.0008176985826107,0.0,Client 052,C-0052,T-0101,Analytics Engineer
ENG-00411,2025-11-01,2377163.38,0,0.0,0.0255057934913133,0.0,Client 017,C-0017,T-0358,AI Engineer
ENG-00412,2025-03-01,2141505.61,4,8566022.44,0.9949323674229008,8522612.985626893,Client 010,C-0010,T-0341,Data Analyst
ENG-00413,2026-08-01,1275146.25,7,8926023.75,0.1242269144627347,1108852.3888835884,Client 006,C-0006,T-0232,AI Engineer
ENG-00414,2026-02-01,3206008.56,0,0.0,0.2611563845340869,0.0,Client 035,C-0035,T-0091,ML Engineer
ENG-00415,2024-10-01,811225.81,0,0.0,0.032614579883662,0.0,Client 040,C-0040,T-0254,Analytics Engineer
ENG-00416,2025-04-01,2428666.96,0,0.0,0.140495362599827,0.0,Client 018,C-0018,T-0338,ML Engineer
ENG-00417,2026-02-01,1067940.88,0,0.0,0.1079683918791317,0.0,Client 048,C-0048,T-0187,BI Developer
ENG-00418,2026-07-01,2779993.11,0,0.0,0.7204768035423953,0.0,Client 045,C-0045,T-0132,Analytics Engineer
ENG-00419,2024-09-01,912746.64,0,0.0,0.075109447464909,0.0,Client 022,C-0022,T-0254,Analytics Engineer
ENG-00420,2026-04-01,3458317.07,3,10374951.209999999,0.99195355591187,10291469.745171657,Client 015,C-0015,T-0178,Data Analyst
ENG-00421,2025-05-01,922499.77,5,4612498.85,0.8798431379034483,4058275.461760046,Client 045,C-0045,T-0201,BI Developer
ENG-00422,2026-07-01,1769898.69,0,0.0,0.0398420817664635,0.0,Client 041,C-0041,T-0175,Data Analyst
ENG-00423,2026-04-01,3103884.01,0,0.0,0.2954866010261491,0.0,Client 011,C-0011,T-0152,Data Engineer
ENG-00424,2024-06-01,1326783.72,5,6633918.6,0.9984093332026924,6623366.245946938,Client 016,C-0016,T-0359,Analytics Engineer
ENG-00425,2025-11-01,2295634.9,0,0.0,0.1967464450290939,0.0,Client 030,C-0030,T-0231,AI Engineer
ENG-00426,2026-08-01,2751859.79,4,11007439.16,0.0203278338893023,223757.39479108123,Client 031,C-0031,T-0234,ML Engineer
ENG-00427,2025-12-01,1769694.36,0,0.0,0.6502381501748253,0.0,Client 010,C-0010,T-0327,Data Engineer
ENG-00428,2026-11-01,1034903.59,2,2069807.18,0.9448259149656386,1955607.4626459482,Client 057,C-0057,T-0181,BI Developer
ENG-00429,2026-08-01,1745249.58,0,0.0,0.0112263494174424,0.0,Client 024,C-0024,T-0051,AI Engineer
ENG-00430,2025-03-01,2047961.73,4,8191846.92,0.9739876490130636,7978757.722685706,Client 023,C-0023,T-0427,ML Engineer
ENG-00431,2024-12-01,1265228.94,0,0.0,0.1894856289564495,0.0,Client 004,C-0004,T-0028,Data Scientist
ENG-00432,2026-08-01,1798781.72,8,14390253.76,0.2211363132161498,3182207.6627312372,Client 053,C-0053,T-0286,Data Scientist
ENG-00433,2026-07-01,1318124.31,0,0.0,0.0080235799140794,0.0,Client 015,C-0015,T-0133,Data Scientist
ENG-00434,2026-08-01,838224.17,8,6705793.36,0.9266056554780214,6213626.051842964,Client 060,C-0060,T-0107,BI Developer
